,day_time,uplink_length,downlink_length,sum_flow
0,11_23,20543,201503,222046
1,12_0,180321,414933,595254
2,12_1,183283,872067,1055350
3,12_10,72245,205401,277646
4,12_11,79818,175670,255488
5,12_12,65434,41990,107424
6,12_13,116545,272901,389446
7,12_14,158550,1376158,1534708
8,12_15,67011,43171,110182
9,12_16,76905,61550,138455
10,12_17,95295,458132,553427
11,12_18,61757,39542,101299
12,12_2,174008,569017,743025
13,12_3,127822,622919,750741
14,12_4,152940,278211,431151
15,12_5,152506,225812,378318
16,12_6,158791,250458,409249
17,12_7,148904,697395,846299
18,12_8,162019,1167466,1329485
19,12_9,129297,334249,463546
20,14_10,51848,105630,157478
21,14_11,73952,48484,122436
22,14_12,225903,1219309,1445212
23,14_13,323382,25164514,25487896
24,14_14,62258,41818,104076
25,14_15,56906,39268,96174
26,14_16,58839,38838,97677
27,14_17,62780,114318,177098
28,14_18,75073,96831,171904
29,14_19,81821,54642,136463
30,14_20,63265,41611,104876
31,14_21,62145,40778,102923
32,14_22,47977,33464,81441
33,14_23,57715,39032,96747
34,15_0,73797,49200,122997
35,15_1,67699,46310,114009
36,15_10,109169,294455,403624
37,15_11,167577,727085,894662
38,15_12,268718,1974479,2243197
39,15_13,166746,538078,704824
40,15_14,43856,29772,73628
41,15_15,68891,54768,123659
42,15_16,63674,81479,145153
43,15_17,74655,99228,173883
44,15_18,113883,500821,614704
45,15_19,79675,58519,138194
46,15_2,63678,41688,105366
47,15_20,71923,45710,117633
48,15_21,67785,43576,111361
49,15_22,59337,57309,116646
50,15_23,65589,41928,107517
51,15_3,59124,39236,98360
52,15_4,53559,34681,88240
53,15_5,68857,46592,115449
54,15_6,48019,33860,81879
55,15_7,70927,45068,115995
56,15_8,61546,40844,102390
57,15_9,71538,46080,117618
58,16_0,67625,45261,112886
59,16_1,58297,36740,95037
60,16_10,110528,368650,479178
61,16_11,68917,105368,174285
62,16_12,245355,397441,642796
63,16_13,70825,103982,174807
64,16_14,76390,110480,186870
65,16_15,69537,54629,124166
66,16_16,88152,112961,201113
67,16_17,65982,100226,166208
68,16_18,128232,2308187,2436419
69,16_19,97372,452122,549494
70,16_2,69793,45103,114896
71,16_20,110091,217917,328008
72,16_21,81650,109889,191539
73,16_22,82386,114447,196833
74,16_23,82358,119566,201924
75,16_3,69959,42261,112220
76,16_4,75164,49782,124946
77,16_5,60573,39354,99927
78,16_6,71310,47292,118602
79,16_7,68934,46536,115470
80,16_8,58067,39106,97173
81,16_9,77010,67882,144892
82,17_0,70875,111257,182132
83,17_1,81441,117377,198818
84,17_10,133534,461265,594799
85,17_11,95563,184037,279600
86,17_12,107002,465222,572224
87,17_13,102547,112364,214911
88,17_14,140458,620104,760562
89,17_15,109068,281251,390319
90,17_16,92693,127431,220124
91,17_17,89175,125099,214274
92,17_18,189548,1333703,1523251
93,17_19,72398,150150,222548
94,17_2,81227,118938,200165
95,17_20,70123,45015,115138
96,17_21,57259,39387,96646
97,17_22,74963,53195,128158
98,17_23,69941,48881,118822
99,17_3,67506,114142,181648
100,17_4,91105,120509,211614
101,17_5,71832,105098,176930
102,17_6,85448,113788,199236
103,17_7,85651,122340,207991
104,17_8,68572,104515,173087
105,17_9,76829,104296,181125
106,18_0,62076,42964,105040
107,18_1,58598,38201,96799
108,18_10,65236,40285,105521
109,18_11,71055,48868,119923
110,18_12,76522,51706,128228
111,18_13,64666,42755,107421
112,18_14,63501,47934,111435
113,18_15,64234,44047,108281
114,18_16,69159,53914,123073
115,18_17,79013,56731,135744
116,18_18,52267,40491,92758
117,18_19,56097,41917,98014
118,18_2,67342,50020,117362
119,18_20,78816,49643,128459
120,18_21,66557,44510,111067
121,18_22,68276,61455,129731
122,18_23,61948,43827,105775
123,18_3,68083,45266,113349
124,18_4,65089,46585,111674
125,18_5,55955,37108,93063
126,18_6,65988,46355,112343
127,18_7,76983,54473,131456
128,18_8,84622,63345,147967
129,18_9,79815,55203,135018
130,11-0,0,0,0
131,11-1,0,0,0
132,11-2,0,0,0
133,11-3,0,0,0
134,11-4,0,0,0
135,11-5,0,0,0
136,11-6,0,0,0
137,11-7,0,0,0
138,11-8,0,0,0
139,11-9,0,0,0
140,11-10,0,0,0
141,11-11,0,0,0
142,11-12,0,0,0
143,11-13,0,0,0
144,11-14,0,0,0
145,11-15,0,0,0
146,11-16,0,0,0
147,11-17,0,0,0
148,11-18,0,0,0
149,11-19,0,0,0
150,11-20,0,0,0
151,11-21,0,0,0
152,11-22,0,0,0
153,11-23,0,0,0
154,12-0,0,0,0
155,12-1,0,0,0
156,12-2,0,0,0
157,12-3,0,0,0
158,12-4,0,0,0
159,12-5,0,0,0
160,12-6,0,0,0
161,12-7,0,0,0
162,12-8,0,0,0
163,12-9,0,0,0
164,12-10,0,0,0
165,12-11,0,0,0
166,12-12,0,0,0
167,12-13,0,0,0
168,12-14,0,0,0
169,12-15,0,0,0
170,12-16,0,0,0
171,12-17,0,0,0
172,12-18,0,0,0
173,12-19,0,0,0
174,12-20,0,0,0
175,12-21,0,0,0
176,12-22,0,0,0
177,12-23,0,0,0
178,13-0,0,0,0
179,13-1,0,0,0
180,13-2,0,0,0
181,13-3,0,0,0
182,13-4,0,0,0
183,13-5,0,0,0
184,13-6,0,0,0
185,13-7,0,0,0
186,13-8,0,0,0
187,13-9,0,0,0
188,13-10,0,0,0
189,13-11,0,0,0
190,13-12,0,0,0
191,13-13,0,0,0
192,13-14,0,0,0
193,13-15,0,0,0
194,13-16,0,0,0
195,13-17,0,0,0
196,13-18,0,0,0
197,13-19,0,0,0
198,13-20,0,0,0
199,13-21,0,0,0
200,13-22,0,0,0
201,13-23,0,0,0
202,14-0,0,0,0
203,14-1,0,0,0
204,14-2,0,0,0
205,14-3,0,0,0
206,14-4,0,0,0
207,14-5,0,0,0
208,14-6,0,0,0
209,14-7,0,0,0
210,14-8,0,0,0
211,14-9,0,0,0
212,14-10,0,0,0
213,14-11,0,0,0
214,14-12,0,0,0
215,14-13,0,0,0
216,14-14,0,0,0
217,14-15,0,0,0
218,14-16,0,0,0
219,14-17,0,0,0
220,14-18,0,0,0
221,14-19,0,0,0
222,14-20,0,0,0
223,14-21,0,0,0
224,14-22,0,0,0
225,14-23,0,0,0
226,15-0,0,0,0
227,15-1,0,0,0
228,15-2,0,0,0
229,15-3,0,0,0
230,15-4,0,0,0
231,15-5,0,0,0
232,15-6,0,0,0
233,15-7,0,0,0
234,15-8,0,0,0
235,15-9,0,0,0
236,15-10,0,0,0
237,15-11,0,0,0
238,15-12,0,0,0
239,15-13,0,0,0
240,15-14,0,0,0
241,15-15,0,0,0
242,15-16,0,0,0
243,15-17,0,0,0
244,15-18,0,0,0
245,15-19,0,0,0
246,15-20,0,0,0
247,15-21,0,0,0
248,15-22,0,0,0
249,15-23,0,0,0
250,16-0,0,0,0
251,16-1,0,0,0
252,16-2,0,0,0
253,16-3,0,0,0
254,16-4,0,0,0
255,16-5,0,0,0
256,16-6,0,0,0
257,16-7,0,0,0
258,16-8,0,0,0
259,16-9,0,0,0
260,16-10,0,0,0
261,16-11,0,0,0
262,16-12,0,0,0
263,16-13,0,0,0
264,16-14,0,0,0
265,16-15,0,0,0
266,16-16,0,0,0
267,16-17,0,0,0
268,16-18,0,0,0
269,16-19,0,0,0
270,16-20,0,0,0
271,16-21,0,0,0
272,16-22,0,0,0
273,16-23,0,0,0
274,17-0,0,0,0
275,17-1,0,0,0
276,17-2,0,0,0
277,17-3,0,0,0
278,17-4,0,0,0
279,17-5,0,0,0
280,17-6,0,0,0
281,17-7,0,0,0
282,17-8,0,0,0
283,17-9,0,0,0
284,17-10,0,0,0
285,17-11,0,0,0
286,17-12,0,0,0
287,17-13,0,0,0
288,17-14,0,0,0
289,17-15,0,0,0
290,17-16,0,0,0
291,17-17,0,0,0
292,17-18,0,0,0
293,17-19,0,0,0
294,17-20,0,0,0
295,17-21,0,0,0
296,17-22,0,0,0
297,17-23,0,0,0
298,18-0,0,0,0
299,18-1,0,0,0
300,18-2,0,0,0
301,18-3,0,0,0
302,18-4,0,0,0
303,18-5,0,0,0
304,18-6,0,0,0
305,18-7,0,0,0
306,18-8,0,0,0
307,18-9,0,0,0
308,18-10,0,0,0
309,18-11,0,0,0
310,18-12,0,0,0
311,18-13,0,0,0
312,18-14,0,0,0
313,18-15,0,0,0
314,18-16,0,0,0
315,18-17,0,0,0
316,18-18,0,0,0
317,18-19,0,0,0
318,18-20,0,0,0
319,18-21,0,0,0
320,18-22,0,0,0
321,18-23,0,0,0
