,day_time,uplink_length,downlink_length,sum_flow
0,11_23,2140,35371,37511
1,12_0,23502,387447,410949
2,12_1,22994,379246,402240
3,12_10,17039,274551,291590
4,12_11,21990,361179,383169
5,12_12,22192,363931,386123
6,12_13,20251,333842,354093
7,12_14,18790,306761,325551
8,12_15,19974,328245,348219
9,12_16,17272,286087,303359
10,12_17,15992,267276,283268
11,12_18,16621,275138,291759
12,12_19,16678,278396,295074
13,12_2,24992,409224,434216
14,12_20,18228,304488,322716
15,12_21,17648,295552,313200
16,12_22,18166,302797,320963
17,12_23,17142,281101,298243
18,12_3,24744,407168,431912
19,12_4,22950,377919,400869
20,12_5,22654,373863,396517
21,12_6,24408,400509,424917
22,12_7,24358,399358,423716
23,12_8,23312,382024,405336
24,12_9,22060,358242,380302
25,13_0,17137,281259,298396
26,13_1,17124,281735,298859
27,13_10,19744,323677,343421
28,13_11,24394,404304,428698
29,13_12,24022,396037,420059
30,13_13,24370,401850,426220
31,13_14,23148,384023,407171
32,13_15,23116,381420,404536
33,13_16,24072,398430,422502
34,13_17,23696,392690,416386
35,13_18,24484,403334,427818
36,13_19,24534,404769,429303
37,13_2,18398,300879,319277
38,13_20,24380,401650,426030
39,13_21,23890,394867,418757
40,13_22,23899,396410,420309
41,13_23,23828,394322,418150
42,13_3,17820,292628,310448
43,13_4,18936,308523,327459
44,13_5,18778,306740,325518
45,13_6,18306,298997,317303
46,13_7,18054,294827,312881
47,13_8,17130,280415,297545
48,13_9,17444,285464,302908
49,14_0,23170,383287,406457
50,14_1,23794,392950,416744
51,14_10,25584,423567,449151
52,14_11,28696,476214,504910
53,14_12,30808,512018,542826
54,14_13,28205,469306,497511
55,14_14,29452,486625,516077
56,14_15,28612,474912,503524
57,14_16,29518,488896,518414
58,14_17,29884,498027,527911
59,14_18,28936,480794,509730
60,14_19,29758,494184,523942
61,14_2,23902,394195,418097
62,14_20,29382,487978,517360
63,14_21,28916,480272,509188
64,14_22,29312,488283,517595
65,14_23,29478,490342,519820
66,14_3,23834,394283,418117
67,14_4,22224,368384,390608
68,14_5,23864,394784,418648
69,14_6,22530,372498,395028
70,14_7,25186,413184,438370
71,14_8,24408,402005,426413
72,14_9,24680,407870,432550
73,15_0,29766,491159,520925
74,15_1,29050,481597,510647
75,15_10,17688,285581,303269
76,15_11,17990,289301,307291
77,15_12,20190,327718,347908
78,15_13,16934,268294,285228
79,15_14,14511,229118,243629
80,15_15,14097,222648,236745
81,15_16,14960,235923,250883
82,15_17,15034,239325,254359
83,15_18,15622,248011,263633
84,15_19,16171,260178,276349
85,15_2,28964,481692,510656
86,15_20,18614,300341,318955
87,15_21,18650,299708,318358
88,15_22,17329,279523,296852
89,15_23,18244,294889,313133
90,15_3,26776,445228,472004
91,15_4,17322,282467,299789
92,15_5,18254,297441,315695
93,15_6,17979,291144,309123
94,15_7,18086,292877,310963
95,15_8,17594,286788,304382
96,15_9,16192,265309,281501
97,16_0,17980,291763,309743
98,16_1,19580,318002,337582
99,16_10,9312,145629,154941
100,16_11,13050,208193,221243
101,16_12,13756,218199,231955
102,16_13,13442,212844,226286
103,16_14,10936,173888,184824
104,16_15,9962,159363,169325
105,16_16,11036,175044,186080
106,16_17,9850,157869,167719
107,16_18,11394,183364,194758
108,16_19,10838,174760,185598
109,16_2,18186,291533,309719
110,16_20,9546,154391,163937
111,16_21,9676,157136,166812
112,16_22,10142,163892,174034
113,16_23,10164,162902,173066
114,16_3,16431,264969,281400
115,16_4,8926,137205,146131
116,16_5,8494,131435,139929
117,16_6,7896,121006,128902
118,16_7,8344,128784,137128
119,16_8,8836,136488,145324
120,16_9,7590,116477,124067
121,17_0,10470,169436,179906
122,17_1,9728,160916,170644
123,17_10,10799,179696,190495
124,17_11,12426,204802,217228
125,17_12,12494,212358,224852
126,17_13,13156,223018,236174
127,17_14,10238,173211,183449
128,17_15,10764,179030,189794
129,17_16,10097,165453,175550
130,17_17,9738,159478,169216
131,17_18,9511,156220,165731
132,17_19,9724,158969,168693
