,day_time,uplink_length,downlink_length,sum_flow
0,11_23,928,10497,11425
1,12_0,8203,96181,104384
2,12_1,6469,77391,83860
3,12_10,3785,44359,48144
4,12_11,4537,53386,57923
5,12_12,6099,71126,77225
6,12_13,4648,55754,60402
7,12_14,5458,66702,72160
8,12_15,5487,66753,72240
9,12_16,5212,64092,69304
10,12_17,5359,64654,70013
11,12_18,5495,66876,72371
12,12_19,5345,63986,69331
13,12_2,6213,73536,79749
14,12_20,6223,75539,81762
15,12_21,5336,63916,69252
16,12_22,5729,69053,74782
17,12_23,5268,63638,68906
18,12_3,5662,66152,71814
19,12_4,5842,68110,73952
20,12_5,5542,64820,70362
21,12_6,5588,66124,71712
22,12_7,6126,71887,78013
23,12_8,5807,68573,74380
24,12_9,5704,67369,73073
25,13_0,5710,69845,75555
26,13_1,6140,74759,80899
27,13_10,6351,76847,83198
28,13_11,5358,65255,70613
29,13_12,6136,74654,80790
30,13_13,6824,82773,89597
31,13_14,3879,48441,52320
32,13_15,3408,43363,46771
33,13_16,4036,51267,55303
34,13_17,3860,49027,52887
35,13_18,3818,49545,53363
36,13_19,3504,43299,46803
37,13_2,5681,67733,73414
38,13_20,4025,48758,52783
39,13_21,3243,39282,42525
40,13_22,3933,47660,51593
41,13_23,3266,39540,42806
42,13_3,5238,63762,69000
43,13_4,5797,69589,75386
44,13_5,5585,67347,72932
45,13_6,6246,74455,80701
46,13_7,5695,69871,75566
47,13_8,5703,68473,74176
48,13_9,5768,70153,75921
49,14_0,3818,46108,49926
50,14_1,3588,43352,46940
51,14_10,3910,47325,51235
52,14_11,3606,47242,50848
53,14_12,4232,46745,50977
54,14_13,3742,41802,45544
55,14_14,4266,47283,51549
56,14_15,4023,44695,48718
57,14_16,4542,50564,55106
58,14_17,4284,47907,52191
59,14_18,3693,40821,44514
60,14_19,3724,41165,44889
61,14_2,3381,40638,44019
62,14_20,3947,43762,47709
63,14_21,3935,43610,47545
64,14_22,3760,42318,46078
65,14_23,4295,47854,52149
66,14_3,4163,50416,54579
67,14_4,3933,47671,51604
68,14_5,3749,45268,49017
69,14_6,3841,46388,50229
70,14_7,3749,45266,49015
71,14_8,4347,52669,57016
72,14_9,3657,44256,47913
73,15_0,4183,46924,51107
74,15_1,4000,44506,48506
75,15_10,3427,37840,41267
76,15_11,3618,40408,44026
77,15_12,4590,50579,55169
78,15_13,4296,47858,52154
79,15_14,3874,42750,46624
80,15_15,3215,35922,39137
81,15_16,3646,40693,44339
82,15_17,3462,38298,41760
83,15_18,3500,38715,42215
84,15_19,4388,48414,52802
85,15_2,4483,49126,53609
86,15_20,4305,47397,51702
87,15_21,4053,45173,49226
88,15_22,4639,51249,55888
89,15_23,3681,40691,44372
90,15_3,4432,48837,53269
91,15_4,3822,42761,46583
92,15_5,3726,41593,45319
93,15_6,3889,43083,46972
94,15_7,4146,46051,50197
95,15_8,3715,41341,45056
96,15_9,3892,43191,47083
97,16_0,4065,45001,49066
98,16_1,3685,40466,44151
99,16_10,3821,43034,46855
100,16_11,3531,39000,42531
101,16_12,4402,48262,52664
102,16_13,4246,47226,51472
103,16_14,3537,39591,43128
104,16_15,3438,38224,41662
105,16_16,4277,47321,51598
106,16_17,3415,37935,41350
107,16_18,3656,40977,44633
108,16_19,3557,39769,43326
109,16_2,4383,48555,52938
110,16_20,4216,46743,50959
111,16_21,4065,45272,49337
112,16_22,3792,41782,45574
113,16_23,4543,50330,54873
114,16_3,4050,44807,48857
115,16_4,3943,43443,47386
116,16_5,4417,48485,52902
117,16_6,4554,50251,54805
118,16_7,3739,40960,44699
119,16_8,3759,41275,45034
120,16_9,3715,40874,44589
121,17_0,4124,45526,49650
122,17_1,4675,52374,57049
123,17_10,3226,35847,39073
124,17_11,3298,35968,39266
125,17_12,3453,38645,42098
126,17_13,4207,46866,51073
127,17_14,3450,37865,41315
128,17_15,3913,44053,47966
129,17_16,4078,44898,48976
130,17_17,4080,45270,49350
131,17_18,3519,39068,42587
132,17_19,4512,49929,54441
133,17_2,3838,42715,46553
134,17_20,3746,41626,45372
135,17_21,3569,39624,43193
136,17_22,4223,46723,50946
137,17_23,3977,44007,47984
138,17_3,4046,44866,48912
139,17_4,4170,46227,50397
140,17_5,4250,47118,51368
141,17_6,4091,45237,49328
142,17_7,4524,49486,54010
143,17_8,4261,47400,51661
144,17_9,3820,41883,45703
145,18_0,3808,42111,45919
146,18_1,4704,51942,56646
147,18_10,4064,46247,50311
148,18_11,4185,47197,51382
149,18_12,4104,46375,50479
150,18_13,3716,42521,46237
151,18_14,3908,44013,47921
152,18_15,3839,43314,47153
153,18_16,3543,39919,43462
154,18_17,4457,50189,54646
155,18_18,3922,44699,48621
156,18_19,3910,44260,48170
157,18_2,3951,43374,47325
158,18_20,3866,43476,47342
159,18_21,4347,48941,53288
160,18_22,4344,49243,53587
161,18_23,3708,41359,45067
162,18_3,4153,46370,50523
163,18_4,4299,48154,52453
164,18_5,4313,47301,51614
165,18_6,3942,44507,48449
166,18_7,3945,44368,48313
167,18_8,4150,47195,51345
168,18_9,4795,53893,58688
169,11-0,0,0,0
170,11-1,0,0,0
171,11-2,0,0,0
172,11-3,0,0,0
173,11-4,0,0,0
174,11-5,0,0,0
175,11-6,0,0,0
176,11-7,0,0,0
177,11-8,0,0,0
178,11-9,0,0,0
179,11-10,0,0,0
180,11-11,0,0,0
181,11-12,0,0,0
182,11-13,0,0,0
183,11-14,0,0,0
184,11-15,0,0,0
185,11-16,0,0,0
186,11-17,0,0,0
187,11-18,0,0,0
188,11-19,0,0,0
189,11-20,0,0,0
190,11-21,0,0,0
191,11-22,0,0,0
192,11-23,0,0,0
193,12-0,0,0,0
194,12-1,0,0,0
195,12-2,0,0,0
196,12-3,0,0,0
197,12-4,0,0,0
198,12-5,0,0,0
199,12-6,0,0,0
200,12-7,0,0,0
201,12-8,0,0,0
202,12-9,0,0,0
203,12-10,0,0,0
204,12-11,0,0,0
205,12-12,0,0,0
206,12-13,0,0,0
207,12-14,0,0,0
208,12-15,0,0,0
209,12-16,0,0,0
210,12-17,0,0,0
211,12-18,0,0,0
212,12-19,0,0,0
213,12-20,0,0,0
214,12-21,0,0,0
215,12-22,0,0,0
216,12-23,0,0,0
217,13-0,0,0,0
218,13-1,0,0,0
219,13-2,0,0,0
220,13-3,0,0,0
221,13-4,0,0,0
222,13-5,0,0,0
223,13-6,0,0,0
224,13-7,0,0,0
225,13-8,0,0,0
226,13-9,0,0,0
227,13-10,0,0,0
228,13-11,0,0,0
229,13-12,0,0,0
230,13-13,0,0,0
231,13-14,0,0,0
232,13-15,0,0,0
233,13-16,0,0,0
234,13-17,0,0,0
235,13-18,0,0,0
236,13-19,0,0,0
237,13-20,0,0,0
238,13-21,0,0,0
239,13-22,0,0,0
240,13-23,0,0,0
241,14-0,0,0,0
242,14-1,0,0,0
243,14-2,0,0,0
244,14-3,0,0,0
245,14-4,0,0,0
246,14-5,0,0,0
247,14-6,0,0,0
248,14-7,0,0,0
249,14-8,0,0,0
250,14-9,0,0,0
251,14-10,0,0,0
252,14-11,0,0,0
253,14-12,0,0,0
254,14-13,0,0,0
255,14-14,0,0,0
256,14-15,0,0,0
