,day_time,uplink_length,downlink_length,sum_flow
0,11_23,922,17093,18015
1,12_0,54197,1298062,1352259
2,12_1,19902,384948,404850
3,12_10,109932,2413331,2523263
4,12_11,32698,677864,710562
5,12_12,3254,48759,52013
6,12_13,36134,947300,983434
7,12_14,45000,990082,1035082
8,12_15,77463,604881,682344
9,12_16,28287,433317,461604
10,12_17,305831,1555605,1861436
11,12_18,73146,1661584,1734730
12,12_19,35591,941084,976675
13,12_2,39543,745622,785165
14,12_20,103341,2768600,2871941
15,12_21,3801,54975,58776
16,12_22,88746,2238106,2326852
17,12_23,70844,1639563,1710407
18,12_3,91022,2001141,2092163
19,12_4,68274,1834641,1902915
20,12_5,105397,2571639,2677036
21,12_6,19292,359442,378734
22,12_7,55119,1315155,1370274
23,12_8,36470,557423,593893
24,12_9,86944,2213565,2300509
25,13_0,55570,1305646,1361216
26,13_1,20017,374207,394224
27,13_10,2677,32898,35575
28,13_11,53852,1301511,1355363
29,13_12,2065,7392,9457
30,13_13,53242,1276005,1329247
31,13_14,52205,1272309,1324514
32,13_15,3224,39114,42338
33,13_16,87450,2212161,2299611
34,13_17,36659,954425,991084
35,13_18,20939,393325,414264
36,13_19,35356,926455,961811
37,13_2,35214,930207,965421
38,13_20,72801,1664402,1737203
39,13_21,1033,3696,4729
40,13_22,19294,364123,383417
41,13_23,121434,3133688,3255122
42,13_3,2544,47204,49748
43,13_4,38163,746006,784169
44,13_5,21743,421790,443533
45,13_6,102222,2746523,2848745
46,13_7,67612,1841822,1909434
47,13_8,3980,60868,64848
48,13_9,1267,18325,19592
49,14_0,1611,19557,21168
50,14_1,38127,977734,1015861
51,14_10,58423,1336169,1394592
52,14_11,55801,1322561,1378362
53,14_12,20939,393586,414525
54,14_13,52892,1275034,1327926
55,14_14,34982,915578,950560
56,14_15,86728,2200313,2287041
57,14_16,39504,745861,785365
58,14_17,35049,934868,969917
59,14_18,35590,941084,976674
60,14_19,19526,379013,398539
61,14_2,121048,3122811,3243859
62,14_20,2756,9856,12612
63,14_21,54507,1294591,1349098
64,14_22,20047,386138,406185
65,14_23,128463,3147297,3275760
66,14_3,2448,18269,20717
67,14_4,2299,22021,24320
68,14_5,73690,1671850,1745540
69,14_6,35211,930207,965418
70,14_7,20216,381216,401432
71,14_8,1757,15805,17562
72,14_9,87075,2201545,2288620
73,15_0,35971,951961,987932
74,15_1,1610,19557,21167
75,15_10,417935,2365974,2783909
76,15_11,25530,513110,538640
77,15_12,86627,2220185,2306812
78,15_13,35761,941499,977260
79,15_14,86729,2031186,2117915
80,15_15,48053,1020000,1068053
81,15_16,20362,377791,398153
82,15_17,36537,945038,981575
83,15_18,36866,941368,978234
84,15_19,34920,924417,959337
85,15_2,54920,1315113,1370033
86,15_20,21003,412942,433945
87,15_21,34932,925481,960413
88,15_22,55586,1337191,1392777
89,15_23,73904,1706681,1780585
90,15_3,89412,1996410,2085822
91,15_4,69540,1852966,1922506
92,15_5,2101,17037,19138
93,15_6,38997,749290,788287
