,day_time,uplink_length,downlink_length,sum_flow
0,12_10,499326,1919406,2418732
1,12_11,1299030,13375120,14674150
2,12_12,468469,42392858,42861327
3,12_13,127432,9301991,9429423
4,12_14,1145580,14830163,15975743
5,12_15,1148520,22302600,23451120
6,12_16,1243530,12349442,13592972
7,12_17,703470,9218458,9921928
8,12_18,580980,14209969,14790949
9,12_19,32051,448476,480527
10,12_2,37740,21836,59576
11,12_9,663715,3010257,3673972
12,13_1,33711,25963,59674
13,13_10,136484,9929226,10065710
14,13_11,44599,1410392,1454991
15,13_14,2195811,7347934,9543745
16,13_15,141082,13552122,13693204
17,13_16,3451601,40570503,44022104
18,13_17,176554,804292,980846
19,13_18,428376,233847,662223
20,13_19,714794,345812,1060606
21,13_2,30136,22427,52563
22,14_1,37111,19537,56648
23,15_10,709281,26016174,26725455
24,15_11,657762,6007326,6665088
25,15_12,2637416,821860,3459276
26,15_13,395397,2536568,2931965
27,15_14,1011676,16728273,17739949
28,15_15,4110074,17991274,22101348
29,15_16,474132,2723074,3197206
30,15_17,306709,5480509,5787218
31,15_18,5558005,28223498,33781503
32,15_19,126948,2195051,2321999
33,15_21,2472077,1104887,3576964
34,15_23,2436,2540,4976
35,15_9,1515030,1728268,3243298
36,16_10,1524058,64974150,66498208
37,16_11,330913,14830532,15161445
38,16_13,144497,3065052,3209549
39,16_14,1593862,7868649,9462511
40,16_15,1252467,17783248,19035715
41,16_16,521595,13999275,14520870
42,16_17,423211,3015480,3438691
43,16_18,265066,7623065,7888131
44,16_19,58945,837727,896672
45,16_2,63128,39644,102772
46,16_9,47370,5044247,5091617
47,17_1,39059,20225,59284
48,17_10,182564,6747602,6930166
49,17_11,596383,10881672,11478055
50,17_12,25065,617008,642073
51,17_13,211206,4095822,4307028
52,17_14,50847,872666,923513
53,17_15,136251,1282893,1419144
54,17_16,147978,110660,258638
55,17_17,40918,749209,790127
56,17_18,257934,5136537,5394471
57,17_19,1307043,494172,1801215
58,17_20,740935,400278,1141213
59,17_9,204966,4048966,4253932
60,18_10,527927,20770714,21298641
61,18_11,2714144,12031769,14745913
62,18_13,1623943,1279850,2903793
63,18_14,101050,3667803,3768853
64,18_15,419523,2391826,2811349
65,18_16,128428,3490671,3619099
66,18_17,3316393,1876222,5192615
67,18_20,1193284,643940,1837224
68,11-0,0,0,0
69,11-1,0,0,0
70,11-2,0,0,0
71,11-3,0,0,0
72,11-4,0,0,0
73,11-5,0,0,0
74,11-6,0,0,0
75,11-7,0,0,0
76,11-8,0,0,0
77,11-9,0,0,0
78,11-10,0,0,0
79,11-11,0,0,0
80,11-12,0,0,0
81,11-13,0,0,0
82,11-14,0,0,0
83,11-15,0,0,0
84,11-16,0,0,0
85,11-17,0,0,0
86,11-18,0,0,0
87,11-19,0,0,0
88,11-20,0,0,0
89,11-21,0,0,0
90,11-22,0,0,0
91,11-23,0,0,0
92,12-0,0,0,0
93,12-1,0,0,0
94,12-2,0,0,0
95,12-3,0,0,0
96,12-4,0,0,0
97,12-5,0,0,0
98,12-6,0,0,0
99,12-7,0,0,0
100,12-8,0,0,0
101,12-9,0,0,0
102,12-10,0,0,0
103,12-11,0,0,0
104,12-12,0,0,0
105,12-13,0,0,0
106,12-14,0,0,0
107,12-15,0,0,0
108,12-16,0,0,0
109,12-17,0,0,0
110,12-18,0,0,0
111,12-19,0,0,0
112,12-20,0,0,0
113,12-21,0,0,0
114,12-22,0,0,0
115,12-23,0,0,0
116,13-0,0,0,0
117,13-1,0,0,0
118,13-2,0,0,0
119,13-3,0,0,0
120,13-4,0,0,0
121,13-5,0,0,0
122,13-6,0,0,0
123,13-7,0,0,0
124,13-8,0,0,0
125,13-9,0,0,0
126,13-10,0,0,0
127,13-11,0,0,0
128,13-12,0,0,0
129,13-13,0,0,0
130,13-14,0,0,0
131,13-15,0,0,0
132,13-16,0,0,0
133,13-17,0,0,0
134,13-18,0,0,0
135,13-19,0,0,0
136,13-20,0,0,0
137,13-21,0,0,0
138,13-22,0,0,0
139,13-23,0,0,0
140,14-0,0,0,0
141,14-1,0,0,0
142,14-2,0,0,0
143,14-3,0,0,0
144,14-4,0,0,0
145,14-5,0,0,0
146,14-6,0,0,0
147,14-7,0,0,0
148,14-8,0,0,0
149,14-9,0,0,0
150,14-10,0,0,0
151,14-11,0,0,0
152,14-12,0,0,0
153,14-13,0,0,0
154,14-14,0,0,0
155,14-15,0,0,0
156,14-16,0,0,0
157,14-17,0,0,0
158,14-18,0,0,0
159,14-19,0,0,0
160,14-20,0,0,0
161,14-21,0,0,0
162,14-22,0,0,0
163,14-23,0,0,0
164,15-0,0,0,0
165,15-1,0,0,0
166,15-2,0,0,0
167,15-3,0,0,0
168,15-4,0,0,0
169,15-5,0,0,0
170,15-6,0,0,0
171,15-7,0,0,0
172,15-8,0,0,0
173,15-9,0,0,0
174,15-10,0,0,0
175,15-11,0,0,0
176,15-12,0,0,0
177,15-13,0,0,0
178,15-14,0,0,0
179,15-15,0,0,0
180,15-16,0,0,0
181,15-17,0,0,0
182,15-18,0,0,0
183,15-19,0,0,0
184,15-20,0,0,0
185,15-21,0,0,0
186,15-22,0,0,0
187,15-23,0,0,0
188,16-0,0,0,0
189,16-1,0,0,0
190,16-2,0,0,0
191,16-3,0,0,0
192,16-4,0,0,0
193,16-5,0,0,0
194,16-6,0,0,0
195,16-7,0,0,0
196,16-8,0,0,0
197,16-9,0,0,0
198,16-10,0,0,0
199,16-11,0,0,0
200,16-12,0,0,0
201,16-13,0,0,0
202,16-14,0,0,0
203,16-15,0,0,0
204,16-16,0,0,0
205,16-17,0,0,0
206,16-18,0,0,0
207,16-19,0,0,0
208,16-20,0,0,0
209,16-21,0,0,0
210,16-22,0,0,0
211,16-23,0,0,0
212,17-0,0,0,0
213,17-1,0,0,0
214,17-2,0,0,0
215,17-3,0,0,0
216,17-4,0,0,0
217,17-5,0,0,0
218,17-6,0,0,0
219,17-7,0,0,0
220,17-8,0,0,0
221,17-9,0,0,0
222,17-10,0,0,0
223,17-11,0,0,0
224,17-12,0,0,0
225,17-13,0,0,0
226,17-14,0,0,0
227,17-15,0,0,0
228,17-16,0,0,0
229,17-17,0,0,0
230,17-18,0,0,0
231,17-19,0,0,0
232,17-20,0,0,0
233,17-21,0,0,0
234,17-22,0,0,0
235,17-23,0,0,0
236,18-0,0,0,0
