,day_time,uplink_length,downlink_length,sum_flow
0,11_23,31491,21172926,21204417
1,12_0,2583130,73372314,75955444
2,12_1,1837377,3556006,5393383
3,12_10,2402105,1229889,3631994
4,12_11,2743357,1966364,4709721
5,12_12,854447,1721101,2575548
6,12_13,2304066,10246476,12550542
7,12_14,1933654,12060507,13994161
8,12_15,1858328,1167591,3025919
9,12_16,3552085,5154069,8706154
10,12_17,680238,1731462,2411700
11,12_18,1261087,1009754,2270841
12,12_19,1264078,2764187,4028265
13,12_2,2479316,40827032,43306348
14,12_20,1889656,21664042,23553698
15,12_21,2080493,17770837,19851330
16,12_22,669991,13829875,14499866
17,12_23,2461009,24026840,26487849
18,12_3,3729840,49551086,53280926
19,12_4,4159571,53796401,57955972
20,12_5,4266931,21124750,25391681
21,12_6,4003236,57489673,61492909
22,12_7,3276526,22899862,26176388
23,12_8,3806215,40483903,44290118
24,12_9,3076659,42325146,45401805
25,13_0,3083722,27880236,30963958
26,13_1,3066772,60818384,63885156
27,13_10,199320,17105213,17304533
28,13_11,1258800,26221204,27480004
29,13_12,1465513,28409110,29874623
30,13_13,1372439,19602939,20975378
31,13_14,3049455,38325953,41375408
32,13_15,1408778,63412841,64821619
33,13_16,2456350,20853274,23309624
34,13_17,639473,2784006,3423479
35,13_18,2942158,26919237,29861395
36,13_19,4269752,123235721,127505473
37,13_2,2460915,10959407,13420322
38,13_20,3044110,55992928,59037038
39,13_21,1898207,56765647,58663854
40,13_22,687232,31472687,32159919
41,13_23,2036821,17573070,19609891
42,13_3,2455516,26829362,29284878
43,13_4,1297874,11059393,12357267
44,13_5,3272120,17306280,20578400
45,13_6,3126336,25446962,28573298
46,13_7,1274853,32434902,33709755
47,13_8,2520504,29262519,31783023
48,13_9,2456831,5451135,7907966
49,14_0,3682396,29853914,33536310
50,14_1,1244124,9867527,11111651
51,14_10,3788303,50194167,53982470
52,14_11,2447382,8657294,11104676
53,14_12,1251563,14232942,15484505
54,14_13,2819477,30865277,33684754
55,14_14,4335824,42152392,46488216
56,14_15,2445528,65047970,67493498
57,14_16,2488770,55156333,57645103
58,14_17,1925187,50291163,52216350
59,14_18,4234714,34555479,38790193
60,14_19,4270030,15765631,20035661
61,14_2,1271121,13932650,15203771
62,14_20,1264634,21678255,22942889
63,14_21,2456350,12389576,14845926
64,14_22,2464901,19201443,21666344
65,14_23,1252608,16425606,17678214
66,14_3,3763134,66843516,70606650
67,14_4,1857259,8753817,10611076
68,14_5,3637019,10383801,14020820
69,14_6,1274019,23393967,24667986
70,14_7,936494,14500285,15436779
71,14_8,3675543,31673270,35348813
72,14_9,2440638,23851697,26292335
73,15_0,1302313,15828852,17131165
74,15_1,3750229,18658227,22408456
75,15_10,1771125,2812447,4583572
76,15_11,711464,1498274,2209738
77,15_12,3924101,18555433,22479534
78,15_13,1248639,1167453,2416092
79,15_14,1803158,2090908,3894066
80,15_15,1032728,4621344,5654072
81,15_16,1084106,5445337,6529443
82,15_17,1790755,8325607,10116362
83,15_18,2526625,11623930,14150555
84,15_19,1580992,22404387,23985379
85,15_2,4989403,33662695,38652098
86,15_20,640983,28377278,29018261
87,15_21,1084116,18230266,19314382
88,15_22,858585,91839344,92697929
89,15_23,1882638,54305286,56187924
90,15_3,1844533,17749170,19593703
91,15_4,3093537,39120695,42214232
92,15_5,2580777,26883651,29464428
93,15_6,3388314,16855186,20243500
94,15_7,1247810,2170259,3418069
95,15_8,1235645,14469988,15705633
96,15_9,3083235,18324730,21407965
97,16_0,862096,128465468,129327564
98,16_1,2234455,112602729,114837184
99,16_10,1915959,2079008,3994967
100,16_11,1394182,14886290,16280472
101,16_12,2594974,5488032,8083006
102,16_13,1255110,10767603,12022713
103,16_14,4249679,7238584,11488263
104,16_15,3672960,3452272,7125232
105,16_16,2083169,2380484,4463653
106,16_17,577901,1206162,1784063
107,16_18,1809247,8860283,10669530
108,16_19,3422786,16724797,20147583
109,16_2,3370317,117614952,120985269
110,16_20,3484134,25508990,28993124
111,16_21,4069686,81640689,85710375
112,16_22,3009609,105607624,108617233
113,16_23,697302,56343878,57041180
114,16_3,4571904,139431280,144003184
115,16_4,4292136,57430585,61722721
116,16_5,3025635,20135981,23161616
117,16_6,2256262,23124343,25380605
118,16_7,2508728,47127647,49636375
119,16_8,1265190,37095279,38360469
120,16_9,1915059,51659616,53574675
121,17_0,1288023,37209992,38498015
122,17_1,2093137,90793608,92886745
123,17_10,1187260,1653442,2840702
124,17_11,1308408,8868015,10176423
125,17_12,785753,11619522,12405275
126,17_13,2186607,14634434,16821041
127,17_14,245131,7819043,8064174
128,17_15,2624358,19776215,22400573
129,17_16,1077731,19202259,20279990
130,17_17,1892056,21436399,23328455
131,17_18,1262869,31238388,32501257
