,day_time,uplink_length,downlink_length,sum_flow
0,11_23,271,139,410
1,12_0,37619,1687306,1724925
2,12_1,26348,1392960,1419308
3,12_10,112251,282933,395184
4,12_11,282069,539395,821464
5,12_12,48402,2716529,2764931
6,12_13,146116,162291,308407
7,12_14,61051,535495,596546
8,12_15,40469,107618,148087
9,12_16,283856,97493,381349
10,12_17,62721,891762,954483
11,12_18,67065,385156,452221
12,12_19,138904,867879,1006783
13,12_2,15574,28930,44504
14,12_20,6505258,4112282,10617540
15,12_21,120558,216521,337079
16,12_22,35255,172503,207758
17,12_23,73188,89392,162580
18,12_3,87059,5433934,5520993
19,12_4,94687,306448,401135
20,12_5,83196,2863268,2946464
21,12_6,88022,3772652,3860674
22,12_7,61402,2034133,2095535
23,12_8,202795,317627,520422
24,12_9,486784,1541580,2028364
25,13_0,30955,889413,920368
26,13_1,131997,169110,301107
27,13_10,72721,1034208,1106929
28,13_11,34053,950947,985000
29,13_12,104335,1153801,1258136
30,13_13,99134,945128,1044262
31,13_14,122248,439830,562078
32,13_15,108976,980315,1089291
33,13_16,56825,149064,205889
34,13_17,150817,2841984,2992801
35,13_18,61117,7305952,7367069
36,13_19,164934,1928465,2093399
37,13_2,111162,248599,359761
38,13_20,30237,52144,82381
39,13_21,77934,3499478,3577412
40,13_22,151688,188737,340425
41,13_23,95315,164284,259599
42,13_3,40158,121486,161644
43,13_4,25576,496533,522109
44,13_5,21946,877960,899906
45,13_6,30249,799379,829628
46,13_7,34236,862815,897051
47,13_8,86693,1520148,1606841
48,13_9,89100,912455,1001555
49,14_0,92549,7957847,8050396
50,14_1,48984,4688904,4737888
51,14_10,59188,5019141,5078329
52,14_11,147892,7102739,7250631
53,14_12,39054,6167639,6206693
54,14_13,32727,3424505,3457232
55,14_14,74795,454273,529068
56,14_15,201771,4458343,4660114
57,14_16,98987,180282,279269
58,14_17,43294,1349476,1392770
59,14_18,105658,2448387,2554045
60,14_19,150686,4409214,4559900
61,14_2,168123,4578772,4746895
62,14_20,19814,3144538,3164352
63,14_21,44878,3439366,3484244
64,14_22,193556,2749519,2943075
65,14_23,45591,7828204,7873795
66,14_3,27345,49929,77274
67,14_4,46577,875274,921851
68,14_5,18903,2832147,2851050
69,14_6,152999,8947265,9100264
70,14_7,76272,82311,158583
71,14_8,107903,4419218,4527121
72,14_9,148931,2757123,2906054
73,15_0,97303,121088,218391
74,15_1,42035,7967969,8010004
75,15_10,166351,959291,1125642
76,15_11,104288,159206,263494
77,15_12,47707,77239,124946
78,15_13,203798,1439040,1642838
79,15_14,48361,906700,955061
80,15_15,76590,173517,250107
81,15_16,82532,512626,595158
82,15_17,194431,209302,403733
83,15_18,64964,131174,196138
84,15_19,35278,943005,978283
85,15_2,12339,5174468,5186807
86,15_20,126343,216770,343113
87,15_21,545723,1753805,2299528
88,15_22,337832,368378,706210
89,15_23,322014,400771,722785
90,15_3,59560,6651518,6711078
91,15_4,27406,1055361,1082767
92,15_5,85008,11171287,11256295
93,15_6,146393,1968603,2114996
94,15_7,41229,3184174,3225403
95,15_8,89524,783742,873266
96,15_9,122440,4008860,4131300
97,16_0,235853,2483149,2719002
