,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,37
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,184
25,12_1,225
26,12_10,3384
27,12_11,3786
28,12_12,1937
29,12_13,1793
30,12_14,1945
31,12_15,2294
32,12_16,2496
33,12_17,2063
34,12_18,2116
35,12_19,1081
36,12_2,366
37,12_20,818
38,12_21,486
39,12_22,350
40,12_23,234
41,12_3,176
42,12_4,182
43,12_5,178
44,12_6,170
45,12_7,165
46,12_8,383
47,12_9,2040
48,13_0,207
49,13_1,209
50,13_10,697
51,13_11,511
52,13_12,693
53,13_13,659
54,13_14,778
55,13_15,599
56,13_16,619
57,13_17,592
58,13_18,472
59,13_19,441
60,13_2,480
61,13_20,447
62,13_21,335
63,13_22,330
64,13_23,261
65,13_3,136
66,13_4,158
67,13_5,186
68,13_6,135
69,13_7,189
70,13_8,407
71,13_9,606
72,14_0,174
73,14_1,210
74,14_10,528
75,14_11,394
76,14_12,479
77,14_13,505
78,14_14,500
79,14_15,440
80,14_16,525
81,14_17,473
82,14_18,406
83,14_19,330
84,14_2,468
85,14_20,365
86,14_21,351
87,14_22,232
88,14_23,216
89,14_3,147
90,14_4,154
91,14_5,153
92,14_6,160
93,14_7,219
94,14_8,353
95,14_9,463
96,15_0,162
97,15_1,142
98,15_10,3858
99,15_11,3401
100,15_12,2376
101,15_13,2430
102,15_14,2016
103,15_15,2388
104,15_16,1989
105,15_17,1959
106,15_18,1878
107,15_19,1245
108,15_2,407
109,15_20,970
110,15_21,515
111,15_22,427
112,15_23,308
113,15_3,130
114,15_4,169
115,15_5,133
116,15_6,189
117,15_7,236
118,15_8,462
119,15_9,2166
120,16_0,243
121,16_1,262
122,16_10,3960
123,16_11,3629
124,16_12,2003
125,16_13,1844
126,16_14,2522
127,16_15,2451
128,16_16,2181
129,16_17,2137
130,16_18,1951
131,16_19,1126
132,16_2,592
133,16_20,873
134,16_21,585
135,16_22,486
136,16_23,368
137,16_3,231
138,16_4,218
139,16_5,195
140,16_6,191
141,16_7,222
142,16_8,510
143,16_9,2110
144,17_0,257
145,17_1,361
146,17_10,3483
147,17_11,3582
148,17_12,1906
149,17_13,1882
150,17_14,2121
151,17_15,2544
152,17_16,2223
153,17_17,2373
154,17_18,2255
155,17_19,1249
156,17_2,591
157,17_20,834
158,17_21,675
159,17_22,502
160,17_23,393
161,17_3,260
162,17_4,257
163,17_5,224
164,17_6,200
165,17_7,312
166,17_8,525
167,17_9,2303
168,18_0,255
169,18_1,382
170,18_10,3881
171,18_11,3807
172,18_12,2091
173,18_13,1830
174,18_14,1931
175,18_15,1952
176,18_16,1868
177,18_17,1949
178,18_18,1563
179,18_19,1009
180,18_2,484
181,18_20,817
182,18_21,474
183,18_22,312
184,18_23,161
185,18_3,227
186,18_4,241
187,18_5,213
188,18_6,197
189,18_7,239
190,18_8,553
191,18_9,2290
