,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,10
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,56
25,12_1,52
26,12_10,423
27,12_11,458
28,12_12,446
29,12_13,450
30,12_14,478
31,12_15,470
32,12_16,494
33,12_17,489
34,12_18,372
35,12_19,255
36,12_2,61
37,12_20,137
38,12_21,105
39,12_22,63
40,12_23,68
41,12_3,45
42,12_4,51
43,12_5,52
44,12_6,54
45,12_7,47
46,12_8,66
47,12_9,269
48,13_0,43
49,13_1,46
50,13_10,118
51,13_11,132
52,13_12,111
53,13_13,148
54,13_14,126
55,13_15,138
56,13_16,125
57,13_17,114
58,13_18,100
59,13_19,79
60,13_2,43
61,13_20,65
62,13_21,60
63,13_22,58
64,13_23,35
65,13_3,40
66,13_4,28
67,13_5,48
68,13_6,44
69,13_7,62
70,13_8,55
71,13_9,94
72,14_0,31
73,14_1,24
74,14_10,82
75,14_11,78
76,14_12,72
77,14_13,90
78,14_14,91
79,14_15,100
80,14_16,98
81,14_17,98
82,14_18,64
83,14_19,53
84,14_2,35
85,14_20,73
86,14_21,44
87,14_22,40
88,14_23,28
89,14_3,31
90,14_4,30
91,14_5,28
92,14_6,28
93,14_7,32
94,14_8,51
95,14_9,70
96,15_0,45
97,15_1,35
98,15_10,431
99,15_11,349
100,15_12,444
101,15_13,433
102,15_14,454
103,15_15,513
104,15_16,455
105,15_17,481
106,15_18,438
107,15_19,277
108,15_2,28
109,15_20,179
110,15_21,118
111,15_22,91
112,15_23,82
113,15_3,33
114,15_4,36
115,15_5,31
116,15_6,25
117,15_7,49
118,15_8,43
119,15_9,232
120,16_0,63
121,16_1,57
122,16_10,467
123,16_11,492
124,16_12,443
125,16_13,393
126,16_14,510
127,16_15,461
128,16_16,489
129,16_17,463
130,16_18,388
131,16_19,292
132,16_2,61
133,16_20,206
134,16_21,128
135,16_22,91
136,16_23,101
137,16_3,56
138,16_4,47
139,16_5,55
140,16_6,58
141,16_7,43
142,16_8,90
143,16_9,247
144,17_0,81
145,17_1,80
146,17_10,448
147,17_11,438
148,17_12,445
149,17_13,461
150,17_14,505
151,17_15,477
152,17_16,503
153,17_17,478
154,17_18,394
155,17_19,258
156,17_2,58
157,17_20,202
158,17_21,117
159,17_22,93
160,17_23,70
161,17_3,54
162,17_4,68
163,17_5,50
164,17_6,71
165,17_7,50
166,17_8,80
167,17_9,264
168,18_0,49
169,18_1,62
170,18_10,464
171,18_11,447
172,18_12,425
173,18_13,453
174,18_14,456
175,18_15,450
176,18_16,441
177,18_17,475
178,18_18,344
179,18_19,232
180,18_2,69
181,18_20,134
182,18_21,83
183,18_22,72
184,18_23,41
185,18_3,55
186,18_4,48
187,18_5,55
188,18_6,48
189,18_7,70
190,18_8,85
191,18_9,266
