,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,32
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,396
25,12_1,404
26,12_10,383
27,12_11,388
28,12_12,403
29,12_13,382
30,12_14,391
31,12_15,394
32,12_16,436
33,12_17,397
34,12_18,401
35,12_19,425
36,12_2,415
37,12_20,419
38,12_21,388
39,12_22,421
40,12_23,373
41,12_3,404
42,12_4,409
43,12_5,382
44,12_6,422
45,12_7,417
46,12_8,413
47,12_9,397
48,13_0,421
49,13_1,428
50,13_10,407
51,13_11,402
52,13_12,418
53,13_13,375
54,13_14,376
55,13_15,424
56,13_16,384
57,13_17,381
58,13_18,452
59,13_19,426
60,13_2,397
61,13_20,405
62,13_21,371
63,13_22,396
64,13_23,400
65,13_3,390
66,13_4,372
67,13_5,433
68,13_6,379
69,13_7,377
70,13_8,394
71,13_9,401
72,14_0,408
73,14_1,402
74,14_10,394
75,14_11,397
76,14_12,375
77,14_13,425
78,14_14,380
79,14_15,401
80,14_16,402
81,14_17,400
82,14_18,435
83,14_19,411
84,14_2,398
85,14_20,409
86,14_21,408
87,14_22,407
88,14_23,408
89,14_3,388
90,14_4,401
91,14_5,380
92,14_6,370
93,14_7,404
94,14_8,401
95,14_9,393
96,15_0,415
97,15_1,407
98,15_10,410
99,15_11,360
100,15_12,432
101,15_13,448
102,15_14,385
103,15_15,398
104,15_16,384
105,15_17,381
106,15_18,394
107,15_19,370
108,15_2,371
109,15_20,374
110,15_21,395
111,15_22,410
112,15_23,381
113,15_3,392
114,15_4,408
115,15_5,378
116,15_6,416
117,15_7,404
118,15_8,398
119,15_9,395
120,16_0,427
121,16_1,407
122,16_10,382
123,16_11,408
124,16_12,385
125,16_13,403
126,16_14,403
127,16_15,412
128,16_16,391
129,16_17,366
130,16_18,411
131,16_19,393
132,16_2,385
133,16_20,407
134,16_21,412
135,16_22,431
136,16_23,415
137,16_3,428
138,16_4,380
139,16_5,406
140,16_6,417
141,16_7,416
142,16_8,396
143,16_9,412
144,17_0,404
145,17_1,418
146,17_10,406
147,17_11,380
148,17_12,402
149,17_13,391
150,17_14,413
151,17_15,382
152,17_16,411
153,17_17,394
154,17_18,408
155,17_19,427
156,17_2,413
157,17_20,429
158,17_21,388
159,17_22,408
160,17_23,409
161,17_3,388
162,17_4,373
163,17_5,394
164,17_6,434
165,17_7,425
166,17_8,389
167,17_9,412
168,18_0,410
169,18_1,423
170,18_10,412
171,18_11,415
172,18_12,402
173,18_13,423
174,18_14,385
175,18_15,402
176,18_16,386
177,18_17,390
178,18_18,404
179,18_19,402
180,18_2,383
181,18_20,395
182,18_21,399
183,18_22,405
184,18_23,354
185,18_3,408
186,18_4,389
187,18_5,401
188,18_6,401
189,18_7,418
190,18_8,414
191,18_9,392
