,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,40
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,409
25,12_1,400
26,12_10,309
27,12_11,351
28,12_12,372
29,12_13,391
30,12_14,346
31,12_15,377
32,12_16,400
33,12_17,397
34,12_18,360
35,12_19,436
36,12_2,372
37,12_20,394
38,12_21,393
39,12_22,405
40,12_23,394
41,12_3,406
42,12_4,422
43,12_5,413
44,12_6,385
45,12_7,418
46,12_8,394
47,12_9,400
48,13_0,395
49,13_1,379
50,13_10,417
51,13_11,413
52,13_12,410
53,13_13,415
54,13_14,360
55,13_15,409
56,13_16,391
57,13_17,401
58,13_18,397
59,13_19,418
60,13_2,409
61,13_20,392
62,13_21,420
63,13_22,400
64,13_23,405
65,13_3,372
66,13_4,376
67,13_5,391
68,13_6,427
69,13_7,382
70,13_8,387
71,13_9,400
72,14_0,415
73,14_1,370
74,14_10,396
75,14_11,428
76,14_12,378
77,14_13,411
78,14_14,403
79,14_15,411
80,14_16,363
81,14_17,394
82,14_18,416
83,14_19,406
84,14_2,412
85,14_20,380
86,14_21,417
87,14_22,388
88,14_23,392
89,14_3,428
90,14_4,387
91,14_5,389
92,14_6,402
93,14_7,403
94,14_8,367
95,14_9,398
96,15_0,384
97,15_1,413
98,15_10,363
99,15_11,324
100,15_12,410
101,15_13,391
102,15_14,370
103,15_15,350
104,15_16,326
105,15_17,363
106,15_18,366
107,15_19,383
108,15_2,389
109,15_20,385
110,15_21,407
111,15_22,363
112,15_23,391
113,15_3,388
114,15_4,423
115,15_5,352
116,15_6,409
117,15_7,395
118,15_8,411
119,15_9,403
120,16_0,377
121,16_1,366
122,16_10,342
123,16_11,364
124,16_12,373
125,16_13,386
126,16_14,371
127,16_15,356
128,16_16,403
129,16_17,350
130,16_18,371
131,16_19,374
132,16_2,388
133,16_20,404
134,16_21,385
135,16_22,395
136,16_23,394
137,16_3,415
138,16_4,385
139,16_5,437
140,16_6,414
141,16_7,391
142,16_8,379
143,16_9,377
144,17_0,417
145,17_1,434
146,17_10,374
147,17_11,360
148,17_12,385
149,17_13,360
150,17_14,360
151,17_15,404
152,17_16,380
153,17_17,389
154,17_18,374
155,17_19,401
156,17_2,415
157,17_20,378
158,17_21,386
159,17_22,362
160,17_23,391
161,17_3,420
162,17_4,419
163,17_5,401
164,17_6,409
165,17_7,421
166,17_8,396
167,17_9,388
168,18_0,424
169,18_1,420
170,18_10,363
171,18_11,368
172,18_12,394
173,18_13,373
174,18_14,401
175,18_15,424
176,18_16,378
177,18_17,361
178,18_18,398
179,18_19,432
180,18_2,377
181,18_20,407
182,18_21,409
183,18_22,392
184,18_23,355
185,18_3,385
186,18_4,363
187,18_5,426
188,18_6,396
189,18_7,385
190,18_8,391
191,18_9,380
