,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,27
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,223
25,12_1,222
26,12_10,134
27,12_11,191
28,12_12,188
29,12_13,176
30,12_14,181
31,12_15,182
32,12_16,157
33,12_17,173
34,12_18,199
35,12_19,212
36,12_2,196
37,12_20,206
38,12_21,187
39,12_22,184
40,12_23,210
41,12_3,203
42,12_4,206
43,12_5,185
44,12_6,193
45,12_7,216
46,12_8,202
47,12_9,223
48,13_0,223
49,13_1,219
50,13_10,188
51,13_11,213
52,13_12,219
53,13_13,214
54,13_14,178
55,13_15,197
56,13_16,203
57,13_17,214
58,13_18,197
59,13_19,187
60,13_2,192
61,13_20,200
62,13_21,211
63,13_22,192
64,13_23,187
65,13_3,213
66,13_4,201
67,13_5,229
68,13_6,168
69,13_7,192
70,13_8,182
71,13_9,209
72,14_0,174
73,14_1,213
74,14_10,185
75,14_11,217
76,14_12,193
77,14_13,225
78,14_14,210
79,14_15,208
80,14_16,221
81,14_17,214
82,14_18,196
83,14_19,206
84,14_2,199
85,14_20,190
86,14_21,200
87,14_22,207
88,14_23,209
89,14_3,202
90,14_4,209
91,14_5,188
92,14_6,206
93,14_7,227
94,14_8,197
95,14_9,218
96,15_0,210
97,15_1,206
98,15_10,174
99,15_11,161
100,15_12,180
101,15_13,190
102,15_14,181
103,15_15,187
104,15_16,170
105,15_17,184
106,15_18,194
107,15_19,197
108,15_2,200
109,15_20,205
110,15_21,196
111,15_22,208
112,15_23,201
113,15_3,182
114,15_4,230
115,15_5,184
116,15_6,219
117,15_7,238
118,15_8,210
119,15_9,189
120,16_0,229
121,16_1,195
122,16_10,177
123,16_11,204
124,16_12,178
125,16_13,208
126,16_14,185
127,16_15,184
128,16_16,172
129,16_17,181
130,16_18,210
131,16_19,197
132,16_2,184
133,16_20,203
134,16_21,222
135,16_22,198
136,16_23,174
137,16_3,177
138,16_4,199
139,16_5,203
140,16_6,215
141,16_7,215
142,16_8,203
143,16_9,166
144,17_0,198
145,17_1,218
146,17_10,191
147,17_11,181
148,17_12,180
149,17_13,176
150,17_14,206
151,17_15,157
152,17_16,200
153,17_17,205
154,17_18,213
155,17_19,211
156,17_2,226
157,17_20,188
158,17_21,183
159,17_22,212
160,17_23,205
161,17_3,207
162,17_4,206
163,17_5,209
164,17_6,182
165,17_7,211
166,17_8,217
167,17_9,206
168,18_0,192
169,18_1,211
170,18_10,186
171,18_11,175
172,18_12,182
173,18_13,207
174,18_14,166
175,18_15,194
176,18_16,182
177,18_17,191
178,18_18,184
179,18_19,196
180,18_2,217
181,18_20,204
182,18_21,204
183,18_22,182
184,18_23,186
185,18_3,185
186,18_4,202
187,18_5,213
188,18_6,190
189,18_7,217
190,18_8,212
191,18_9,214
