,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,6
16,11_23,2
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,3
25,12_1,3
26,12_10,3
27,12_11,1
28,12_12,2
29,12_13,1
30,12_14,3
31,12_15,2
32,12_16,1
33,12_17,3
34,12_18,2
35,12_19,4
36,12_2,5
37,12_20,0
38,12_21,2
39,12_22,4
40,12_23,5
41,12_3,3
42,12_4,4
43,12_5,4
44,12_6,4
45,12_7,2
46,12_8,3
47,12_9,1
48,13_0,3
49,13_1,1
50,13_10,5
51,13_11,4
52,13_12,1
53,13_13,1
54,13_14,1
55,13_15,3
56,13_16,1
57,13_17,3
58,13_18,2
59,13_19,2
60,13_2,4
61,13_20,3
62,13_21,3
63,13_22,6
64,13_23,0
65,13_3,2
66,13_4,3
67,13_5,3
68,13_6,3
69,13_7,3
70,13_8,4
71,13_9,3
72,14_0,3
73,14_1,0
74,14_10,3
75,14_11,1
76,14_12,1
77,14_13,5
78,14_14,1
79,14_15,5
80,14_16,3
81,14_17,2
82,14_18,4
83,14_19,2
84,14_2,4
85,14_20,5
86,14_21,2
87,14_22,8
88,14_23,2
89,14_3,4
90,14_4,1
91,14_5,1
92,14_6,3
93,14_7,1
94,14_8,4
95,14_9,1
96,15_0,4
97,15_1,4
98,15_10,1
99,15_11,1
100,15_12,2
101,15_13,3
102,15_14,4
103,15_15,3
104,15_16,3
105,15_17,4
106,15_18,4
107,15_19,4
108,15_2,2
109,15_20,4
110,15_21,5
111,15_22,2
112,15_23,5
113,15_3,4
114,15_4,4
115,15_5,3
116,15_6,0
117,15_7,4
118,15_8,2
119,15_9,4
120,16_0,3
121,16_1,2
122,16_10,3
123,16_11,0
124,16_12,4
125,16_13,1
126,16_14,6
127,16_15,2
128,16_16,2
129,16_17,1
130,16_18,3
131,16_19,2
132,16_2,3
133,16_20,3
134,16_21,4
135,16_22,6
136,16_23,4
137,16_3,2
138,16_4,3
139,16_5,6
140,16_6,1
141,16_7,5
142,16_8,5
143,16_9,5
144,17_0,3
145,17_1,2
146,17_10,1
147,17_11,8
148,17_12,5
149,17_13,4
150,17_14,2
151,17_15,5
152,17_16,5
153,17_17,3
154,17_18,3
155,17_19,1
156,17_2,3
157,17_20,1
158,17_21,1
159,17_22,5
160,17_23,3
161,17_3,3
162,17_4,3
163,17_5,4
164,17_6,1
165,17_7,7
166,17_8,1
167,17_9,3
168,18_0,3
169,18_1,2
170,18_10,2
171,18_11,3
172,18_12,4
173,18_13,3
174,18_14,1
175,18_15,1
176,18_16,2
177,18_17,3
178,18_18,4
179,18_19,2
180,18_2,3
181,18_20,4
182,18_21,1
183,18_22,2
184,18_23,2
185,18_3,5
186,18_4,2
187,18_5,1
188,18_6,0
189,18_7,5
190,18_8,1
191,18_9,3
