,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,40
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,437
25,12_1,465
26,12_10,344
27,12_11,365
28,12_12,417
29,12_13,402
30,12_14,424
31,12_15,385
32,12_16,437
33,12_17,420
34,12_18,409
35,12_19,468
36,12_2,466
37,12_20,425
38,12_21,452
39,12_22,440
40,12_23,413
41,12_3,458
42,12_4,451
43,12_5,428
44,12_6,423
45,12_7,450
46,12_8,476
47,12_9,401
48,13_0,457
49,13_1,461
50,13_10,440
51,13_11,454
52,13_12,460
53,13_13,450
54,13_14,476
55,13_15,459
56,13_16,445
57,13_17,437
58,13_18,441
59,13_19,471
60,13_2,470
61,13_20,430
62,13_21,433
63,13_22,426
64,13_23,444
65,13_3,410
66,13_4,432
67,13_5,454
68,13_6,465
69,13_7,451
70,13_8,439
71,13_9,450
72,14_0,415
73,14_1,474
74,14_10,470
75,14_11,473
76,14_12,493
77,14_13,438
78,14_14,421
79,14_15,436
80,14_16,444
81,14_17,439
82,14_18,446
83,14_19,435
84,14_2,421
85,14_20,462
86,14_21,434
87,14_22,469
88,14_23,452
89,14_3,444
90,14_4,432
91,14_5,412
92,14_6,467
93,14_7,460
94,14_8,481
95,14_9,457
96,15_0,443
97,15_1,438
98,15_10,283
99,15_11,277
100,15_12,311
101,15_13,336
102,15_14,320
103,15_15,272
104,15_16,279
105,15_17,266
106,15_18,299
107,15_19,316
108,15_2,404
109,15_20,339
110,15_21,359
111,15_22,324
112,15_23,322
113,15_3,352
114,15_4,344
115,15_5,339
116,15_6,344
117,15_7,332
118,15_8,321
119,15_9,344
120,16_0,334
121,16_1,350
122,16_10,322
123,16_11,330
124,16_12,332
125,16_13,320
126,16_14,354
127,16_15,326
128,16_16,310
129,16_17,309
130,16_18,326
131,16_19,330
132,16_2,332
133,16_20,335
134,16_21,330
135,16_22,365
136,16_23,366
137,16_3,319
138,16_4,371
139,16_5,366
140,16_6,370
141,16_7,353
142,16_8,326
143,16_9,312
144,17_0,342
145,17_1,363
146,17_10,316
147,17_11,313
148,17_12,366
149,17_13,320
150,17_14,313
151,17_15,367
152,17_16,348
153,17_17,334
154,17_18,355
155,17_19,367
156,17_2,350
157,17_20,347
158,17_21,321
159,17_22,338
160,17_23,334
161,17_3,378
162,17_4,312
163,17_5,321
164,17_6,368
165,17_7,352
166,17_8,375
167,17_9,335
168,18_0,345
169,18_1,367
170,18_10,283
171,18_11,340
172,18_12,297
173,18_13,341
174,18_14,369
175,18_15,329
176,18_16,307
177,18_17,355
178,18_18,321
179,18_19,323
180,18_2,347
181,18_20,344
182,18_21,335
183,18_22,353
184,18_23,298
185,18_3,357
186,18_4,331
187,18_5,317
188,18_6,305
189,18_7,337
190,18_8,356
191,18_9,352
