,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,53
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,387
25,12_1,407
26,12_10,356
27,12_11,390
28,12_12,394
29,12_13,370
30,12_14,396
31,12_15,378
32,12_16,399
33,12_17,455
34,12_18,399
35,12_19,386
36,12_2,413
37,12_20,369
38,12_21,419
39,12_22,424
40,12_23,409
41,12_3,406
42,12_4,406
43,12_5,406
44,12_6,387
45,12_7,385
46,12_8,411
47,12_9,394
48,13_0,372
49,13_1,430
50,13_10,401
51,13_11,423
52,13_12,426
53,13_13,384
54,13_14,423
55,13_15,405
56,13_16,396
57,13_17,407
58,13_18,419
59,13_19,415
60,13_2,395
61,13_20,415
62,13_21,404
63,13_22,371
64,13_23,419
65,13_3,410
66,13_4,378
67,13_5,395
68,13_6,372
69,13_7,435
70,13_8,421
71,13_9,420
72,14_0,406
73,14_1,415
74,14_10,403
75,14_11,395
76,14_12,410
77,14_13,435
78,14_14,414
79,14_15,382
80,14_16,443
81,14_17,396
82,14_18,393
83,14_19,391
84,14_2,410
85,14_20,448
86,14_21,410
87,14_22,425
88,14_23,405
89,14_3,423
90,14_4,438
91,14_5,452
92,14_6,431
93,14_7,396
94,14_8,417
95,14_9,412
96,15_0,414
97,15_1,397
98,15_10,401
99,15_11,343
100,15_12,412
101,15_13,375
102,15_14,402
103,15_15,364
104,15_16,392
105,15_17,379
106,15_18,399
107,15_19,391
108,15_2,390
109,15_20,383
110,15_21,419
111,15_22,405
112,15_23,398
113,15_3,411
114,15_4,409
115,15_5,411
116,15_6,400
117,15_7,426
118,15_8,411
119,15_9,409
120,16_0,400
121,16_1,414
122,16_10,384
123,16_11,401
124,16_12,403
125,16_13,365
126,16_14,367
127,16_15,394
128,16_16,412
129,16_17,403
130,16_18,400
131,16_19,392
132,16_2,408
133,16_20,428
134,16_21,377
135,16_22,383
136,16_23,412
137,16_3,414
138,16_4,438
139,16_5,419
140,16_6,387
141,16_7,382
142,16_8,392
143,16_9,401
144,17_0,413
145,17_1,416
146,17_10,376
147,17_11,396
148,17_12,378
149,17_13,410
150,17_14,406
151,17_15,416
152,17_16,392
153,17_17,414
154,17_18,379
155,17_19,359
156,17_2,405
157,17_20,410
158,17_21,395
159,17_22,393
160,17_23,409
161,17_3,384
162,17_4,434
163,17_5,385
164,17_6,415
165,17_7,394
166,17_8,397
167,17_9,409
168,18_0,413
169,18_1,405
170,18_10,402
171,18_11,394
172,18_12,367
173,18_13,421
174,18_14,383
175,18_15,398
176,18_16,385
177,18_17,412
178,18_18,401
179,18_19,407
180,18_2,376
181,18_20,390
182,18_21,405
183,18_22,388
184,18_23,364
185,18_3,438
186,18_4,405
187,18_5,397
188,18_6,385
189,18_7,393
190,18_8,416
191,18_9,401
