,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,10
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,109
25,12_1,104
26,12_10,93
27,12_11,106
28,12_12,96
29,12_13,97
30,12_14,103
31,12_15,98
32,12_16,91
33,12_17,98
34,12_18,80
35,12_19,96
36,12_2,106
37,12_20,102
38,12_21,96
39,12_22,102
40,12_23,77
41,12_3,103
42,12_4,106
43,12_5,111
44,12_6,90
45,12_7,92
46,12_8,92
47,12_9,45
48,13_0,109
49,13_1,105
50,13_10,110
51,13_11,99
52,13_12,100
53,13_13,85
54,13_14,98
55,13_15,88
56,13_16,64
57,13_17,51
58,13_18,74
59,13_19,38
60,13_2,102
61,13_20,46
62,13_21,51
63,13_22,56
64,13_23,38
65,13_3,82
66,13_4,83
67,13_5,114
68,13_6,105
69,13_7,106
70,13_8,96
71,13_9,95
72,14_0,46
73,14_1,44
74,14_10,37
75,14_11,44
76,14_12,48
77,14_13,53
78,14_14,44
79,14_15,48
80,14_16,51
81,14_17,51
82,14_18,42
83,14_19,49
84,14_2,40
85,14_20,53
86,14_21,64
87,14_22,41
88,14_23,51
89,14_3,66
90,14_4,40
91,14_5,59
92,14_6,47
93,14_7,42
94,14_8,41
95,14_9,44
96,15_0,62
97,15_1,42
98,15_10,88
99,15_11,87
100,15_12,93
101,15_13,101
102,15_14,81
103,15_15,88
104,15_16,102
105,15_17,89
106,15_18,93
107,15_19,81
108,15_2,54
109,15_20,101
110,15_21,104
111,15_22,115
112,15_23,92
113,15_3,108
114,15_4,114
115,15_5,86
116,15_6,116
117,15_7,108
118,15_8,97
119,15_9,88
120,16_0,96
121,16_1,81
122,16_10,93
123,16_11,104
124,16_12,114
125,16_13,98
126,16_14,93
127,16_15,94
128,16_16,99
129,16_17,103
130,16_18,97
131,16_19,91
132,16_2,92
133,16_20,91
134,16_21,93
135,16_22,106
136,16_23,97
137,16_3,82
138,16_4,108
139,16_5,109
140,16_6,103
141,16_7,84
142,16_8,91
143,16_9,88
144,17_0,118
145,17_1,110
146,17_10,107
147,17_11,111
148,17_12,102
149,17_13,96
150,17_14,101
151,17_15,96
152,17_16,106
153,17_17,98
154,17_18,101
155,17_19,89
156,17_2,110
157,17_20,103
158,17_21,92
159,17_22,103
160,17_23,98
161,17_3,115
162,17_4,110
163,17_5,102
164,17_6,86
165,17_7,114
166,17_8,101
167,17_9,95
168,18_0,112
169,18_1,100
170,18_10,99
171,18_11,101
172,18_12,107
173,18_13,100
174,18_14,101
175,18_15,99
176,18_16,95
177,18_17,83
178,18_18,82
179,18_19,90
180,18_2,71
181,18_20,98
182,18_21,109
183,18_22,119
184,18_23,78
185,18_3,82
186,18_4,96
187,18_5,109
188,18_6,78
189,18_7,96
190,18_8,95
191,18_9,77
