,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,37
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,378
25,12_1,417
26,12_10,317
27,12_11,329
28,12_12,385
29,12_13,346
30,12_14,388
31,12_15,370
32,12_16,383
33,12_17,375
34,12_18,404
35,12_19,399
36,12_2,372
37,12_20,379
38,12_21,405
39,12_22,375
40,12_23,393
41,12_3,419
42,12_4,405
43,12_5,396
44,12_6,392
45,12_7,418
46,12_8,395
47,12_9,363
48,13_0,405
49,13_1,403
50,13_10,379
51,13_11,393
52,13_12,378
53,13_13,364
54,13_14,385
55,13_15,419
56,13_16,346
57,13_17,427
58,13_18,398
59,13_19,371
60,13_2,407
61,13_20,381
62,13_21,388
63,13_22,383
64,13_23,405
65,13_3,376
66,13_4,409
67,13_5,371
68,13_6,407
69,13_7,445
70,13_8,396
71,13_9,418
72,14_0,411
73,14_1,386
74,14_10,415
75,14_11,380
76,14_12,421
77,14_13,375
78,14_14,401
79,14_15,400
80,14_16,392
81,14_17,360
82,14_18,389
83,14_19,405
84,14_2,395
85,14_20,407
86,14_21,428
87,14_22,415
88,14_23,391
89,14_3,460
90,14_4,394
91,14_5,396
92,14_6,458
93,14_7,355
94,14_8,404
95,14_9,387
96,15_0,407
97,15_1,403
98,15_10,352
99,15_11,332
100,15_12,374
101,15_13,413
102,15_14,314
103,15_15,356
104,15_16,358
105,15_17,347
106,15_18,345
107,15_19,368
108,15_2,350
109,15_20,399
110,15_21,397
111,15_22,418
112,15_23,395
113,15_3,397
114,15_4,405
115,15_5,382
116,15_6,384
117,15_7,369
118,15_8,385
119,15_9,376
120,16_0,383
121,16_1,398
122,16_10,361
123,16_11,390
124,16_12,347
125,16_13,361
126,16_14,393
127,16_15,398
128,16_16,370
129,16_17,389
130,16_18,401
131,16_19,418
132,16_2,389
133,16_20,403
134,16_21,395
135,16_22,402
136,16_23,425
137,16_3,423
138,16_4,414
139,16_5,370
140,16_6,362
141,16_7,404
142,16_8,382
143,16_9,408
144,17_0,408
145,17_1,403
146,17_10,359
147,17_11,392
148,17_12,394
149,17_13,412
150,17_14,379
151,17_15,390
152,17_16,355
153,17_17,417
154,17_18,391
155,17_19,370
156,17_2,422
157,17_20,349
158,17_21,353
159,17_22,423
160,17_23,429
161,17_3,412
162,17_4,395
163,17_5,392
164,17_6,413
165,17_7,412
166,17_8,384
167,17_9,397
168,18_0,403
169,18_1,409
170,18_10,405
171,18_11,426
172,18_12,405
173,18_13,396
174,18_14,421
175,18_15,371
176,18_16,378
177,18_17,418
178,18_18,428
179,18_19,429
180,18_2,425
181,18_20,384
182,18_21,393
183,18_22,410
184,18_23,322
185,18_3,417
186,18_4,404
187,18_5,415
188,18_6,399
189,18_7,361
190,18_8,383
191,18_9,369
