,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,15
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,59
25,12_1,80
26,12_10,434
27,12_11,462
28,12_12,286
29,12_13,217
30,12_14,541
31,12_15,361
32,12_16,541
33,12_17,802
34,12_18,524
35,12_19,255
36,12_2,61
37,12_20,216
38,12_21,118
39,12_22,99
40,12_23,227
41,12_3,63
42,12_4,71
43,12_5,63
44,12_6,60
45,12_7,61
46,12_8,101
47,12_9,341
48,13_0,116
49,13_1,88
50,13_10,461
51,13_11,326
52,13_12,311
53,13_13,307
54,13_14,153
55,13_15,134
56,13_16,141
57,13_17,295
58,13_18,113
59,13_19,116
60,13_2,72
61,13_20,162
62,13_21,80
63,13_22,52
64,13_23,67
65,13_3,57
66,13_4,43
67,13_5,35
68,13_6,42
69,13_7,100
70,13_8,166
71,13_9,119
72,14_0,12
73,14_1,8
74,14_10,73
75,14_11,134
76,14_12,141
77,14_13,136
78,14_14,65
79,14_15,109
80,14_16,164
81,14_17,137
82,14_18,30
83,14_19,87
84,14_2,303
85,14_20,80
86,14_21,63
87,14_22,53
88,14_23,21
89,14_3,8
90,14_4,7
91,14_5,8
92,14_6,7
93,14_7,9
94,14_8,237
95,14_9,26
96,15_0,9
97,15_1,4
98,15_10,511
99,15_11,691
100,15_12,401
101,15_13,614
102,15_14,792
103,15_15,453
104,15_16,595
105,15_17,494
106,15_18,363
107,15_19,435
108,15_2,8
109,15_20,466
110,15_21,184
111,15_22,250
112,15_23,222
113,15_3,7
114,15_4,10
115,15_5,5
116,15_6,7
117,15_7,46
118,15_8,67
119,15_9,329
120,16_0,185
121,16_1,45
122,16_10,610
123,16_11,573
124,16_12,304
125,16_13,367
126,16_14,485
127,16_15,446
128,16_16,368
129,16_17,262
130,16_18,273
131,16_19,297
132,16_2,29
133,16_20,176
134,16_21,444
135,16_22,262
136,16_23,250
137,16_3,14
138,16_4,35
139,16_5,8
140,16_6,6
141,16_7,7
142,16_8,30
143,16_9,280
144,17_0,223
145,17_1,44
146,17_10,343
147,17_11,308
148,17_12,212
149,17_13,277
150,17_14,269
151,17_15,252
152,17_16,492
153,17_17,428
154,17_18,381
155,17_19,271
156,17_2,44
157,17_20,167
158,17_21,146
159,17_22,188
160,17_23,127
161,17_3,33
162,17_4,34
163,17_5,42
164,17_6,25
165,17_7,43
166,17_8,58
167,17_9,144
168,18_0,73
169,18_1,12
170,18_10,496
171,18_11,285
172,18_12,220
173,18_13,281
174,18_14,281
175,18_15,154
176,18_16,220
177,18_17,205
178,18_18,433
179,18_19,202
180,18_2,9
181,18_20,31
182,18_21,21
183,18_22,22
184,18_23,13
185,18_3,5
186,18_4,4
187,18_5,2
188,18_6,6
189,18_7,22
190,18_8,12
191,18_9,182
