,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,0
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,0
25,12_1,21
26,12_10,10
27,12_11,4
28,12_12,189
29,12_13,151
30,12_14,16
31,12_15,108
32,12_16,6
33,12_17,0
34,12_18,3
35,12_19,1
36,12_2,0
37,12_20,1
38,12_21,0
39,12_22,0
40,12_23,0
41,12_3,0
42,12_4,8
43,12_5,1
44,12_6,111
45,12_7,0
46,12_8,0
47,12_9,12
48,13_0,0
49,13_1,0
50,13_10,0
51,13_11,0
52,13_12,0
53,13_13,0
54,13_14,0
55,13_15,0
56,13_16,0
57,13_17,0
58,13_18,0
59,13_19,0
60,13_2,0
61,13_20,0
62,13_21,3
63,13_22,0
64,13_23,1
65,13_3,0
66,13_4,0
67,13_5,295
68,13_6,122
69,13_7,0
70,13_8,222
71,13_9,1
72,14_0,0
73,14_1,0
74,14_10,2
75,14_11,0
76,14_12,0
77,14_13,0
78,14_14,0
79,14_15,0
80,14_16,0
81,14_17,0
82,14_18,0
83,14_19,0
84,14_2,0
85,14_20,0
86,14_21,0
87,14_22,0
88,14_23,0
89,14_3,0
90,14_4,0
91,14_5,0
92,14_6,0
93,14_7,121
94,14_8,1
95,14_9,0
96,15_0,0
97,15_1,0
98,15_10,12
99,15_11,64
100,15_12,0
101,15_13,70
102,15_14,183
103,15_15,5
104,15_16,5
105,15_17,3
106,15_18,3
107,15_19,13
108,15_2,0
109,15_20,0
110,15_21,9
111,15_22,0
112,15_23,0
113,15_3,0
114,15_4,0
115,15_5,0
116,15_6,0
117,15_7,0
118,15_8,0
119,15_9,107
120,16_0,0
121,16_1,0
122,16_10,1
123,16_11,3
124,16_12,21
125,16_13,14
126,16_14,8
127,16_15,16
128,16_16,5
129,16_17,5
130,16_18,65
131,16_19,8
132,16_2,0
133,16_20,3
134,16_21,0
135,16_22,0
136,16_23,0
137,16_3,0
138,16_4,0
139,16_5,101
140,16_6,0
141,16_7,0
142,16_8,0
143,16_9,0
144,17_0,0
145,17_1,0
146,17_10,2
147,17_11,6
148,17_12,134
149,17_13,0
150,17_14,0
151,17_15,7
152,17_16,104
153,17_17,8
154,17_18,84
155,17_19,67
156,17_2,0
157,17_20,3
158,17_21,0
159,17_22,0
160,17_23,0
161,17_3,0
162,17_4,0
163,17_5,25
164,17_6,101
165,17_7,109
166,17_8,0
167,17_9,1
168,18_0,0
169,18_1,0
170,18_10,77
171,18_11,41
172,18_12,4
173,18_13,145
174,18_14,8
175,18_15,12
176,18_16,39
177,18_17,123
178,18_18,10
179,18_19,18
180,18_2,0
181,18_20,0
182,18_21,5
183,18_22,0
184,18_23,0
185,18_3,0
186,18_4,0
187,18_5,0
188,18_6,0
189,18_7,0
190,18_8,0
191,18_9,0
