,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,21
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,206
25,12_1,207
26,12_10,159
27,12_11,189
28,12_12,216
29,12_13,149
30,12_14,159
31,12_15,201
32,12_16,184
33,12_17,173
34,12_18,181
35,12_19,199
36,12_2,189
37,12_20,198
38,12_21,225
39,12_22,173
40,12_23,183
41,12_3,209
42,12_4,180
43,12_5,206
44,12_6,158
45,12_7,186
46,12_8,176
47,12_9,184
48,13_0,228
49,13_1,188
50,13_10,217
51,13_11,184
52,13_12,208
53,13_13,201
54,13_14,195
55,13_15,211
56,13_16,194
57,13_17,212
58,13_18,196
59,13_19,187
60,13_2,185
61,13_20,205
62,13_21,205
63,13_22,200
64,13_23,214
65,13_3,217
66,13_4,187
67,13_5,203
68,13_6,192
69,13_7,195
70,13_8,203
71,13_9,173
72,14_0,206
73,14_1,185
74,14_10,219
75,14_11,162
76,14_12,201
77,14_13,199
78,14_14,199
79,14_15,181
80,14_16,188
81,14_17,220
82,14_18,220
83,14_19,200
84,14_2,217
85,14_20,205
86,14_21,193
87,14_22,187
88,14_23,209
89,14_3,204
90,14_4,197
91,14_5,182
92,14_6,202
93,14_7,202
94,14_8,196
95,14_9,186
96,15_0,200
97,15_1,210
98,15_10,187
99,15_11,134
100,15_12,199
101,15_13,168
102,15_14,181
103,15_15,158
104,15_16,180
105,15_17,192
106,15_18,168
107,15_19,217
108,15_2,183
109,15_20,183
110,15_21,187
111,15_22,211
112,15_23,188
113,15_3,203
114,15_4,202
115,15_5,201
116,15_6,203
117,15_7,215
118,15_8,211
119,15_9,205
120,16_0,195
121,16_1,190
122,16_10,209
123,16_11,192
124,16_12,182
125,16_13,189
126,16_14,198
127,16_15,191
128,16_16,188
129,16_17,161
130,16_18,183
131,16_19,193
132,16_2,209
133,16_20,214
134,16_21,179
135,16_22,197
136,16_23,171
137,16_3,197
138,16_4,204
139,16_5,197
140,16_6,200
141,16_7,228
142,16_8,205
143,16_9,196
144,17_0,181
145,17_1,205
146,17_10,185
147,17_11,182
148,17_12,195
149,17_13,203
150,17_14,202
151,17_15,202
152,17_16,174
153,17_17,185
154,17_18,185
155,17_19,186
156,17_2,223
157,17_20,174
158,17_21,206
159,17_22,215
160,17_23,190
161,17_3,180
162,17_4,192
163,17_5,196
164,17_6,186
165,17_7,211
166,17_8,206
167,17_9,189
168,18_0,202
169,18_1,192
170,18_10,199
171,18_11,181
172,18_12,191
173,18_13,188
174,18_14,207
175,18_15,207
176,18_16,193
177,18_17,165
178,18_18,185
179,18_19,190
180,18_2,196
181,18_20,219
182,18_21,227
183,18_22,195
184,18_23,164
185,18_3,198
186,18_4,210
187,18_5,191
188,18_6,205
189,18_7,189
190,18_8,200
191,18_9,218
