,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,1
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,11
25,12_1,13
26,12_10,7
27,12_11,15
28,12_12,9
29,12_13,13
30,12_14,14
31,12_15,9
32,12_16,24
33,12_17,15
34,12_18,17
35,12_19,11
36,12_2,13
37,12_20,16
38,12_21,16
39,12_22,12
40,12_23,15
41,12_3,14
42,12_4,11
43,12_5,23
44,12_6,13
45,12_7,12
46,12_8,7
47,12_9,11
48,13_0,13
49,13_1,16
50,13_10,12
51,13_11,12
52,13_12,15
53,13_13,14
54,13_14,11
55,13_15,16
56,13_16,11
57,13_17,11
58,13_18,14
59,13_19,11
60,13_2,19
61,13_20,17
62,13_21,17
63,13_22,13
64,13_23,12
65,13_3,16
66,13_4,13
67,13_5,18
68,13_6,13
69,13_7,14
70,13_8,9
71,13_9,11
72,14_0,10
73,14_1,12
74,14_10,16
75,14_11,11
76,14_12,13
77,14_13,19
78,14_14,17
79,14_15,12
80,14_16,16
81,14_17,11
82,14_18,12
83,14_19,12
84,14_2,13
85,14_20,9
86,14_21,10
87,14_22,14
88,14_23,10
89,14_3,6
90,14_4,14
91,14_5,10
92,14_6,20
93,14_7,9
94,14_8,8
95,14_9,8
96,15_0,18
97,15_1,18
98,15_10,17
99,15_11,19
100,15_12,13
101,15_13,15
102,15_14,15
103,15_15,15
104,15_16,8
105,15_17,17
106,15_18,8
107,15_19,10
108,15_2,12
109,15_20,13
110,15_21,12
111,15_22,10
112,15_23,12
113,15_3,13
114,15_4,6
115,15_5,14
116,15_6,12
117,15_7,16
118,15_8,16
119,15_9,10
120,16_0,12
121,16_1,15
122,16_10,12
123,16_11,15
124,16_12,13
125,16_13,11
126,16_14,14
127,16_15,15
128,16_16,12
129,16_17,12
130,16_18,11
131,16_19,17
132,16_2,9
133,16_20,11
134,16_21,11
135,16_22,15
136,16_23,18
137,16_3,16
138,16_4,13
139,16_5,13
140,16_6,11
141,16_7,15
142,16_8,16
143,16_9,18
144,17_0,5
145,17_1,13
146,17_10,16
147,17_11,12
148,17_12,13
149,17_13,20
150,17_14,10
151,17_15,12
152,17_16,19
153,17_17,11
154,17_18,12
155,17_19,12
156,17_2,6
157,17_20,15
158,17_21,13
159,17_22,12
160,17_23,7
161,17_3,13
162,17_4,19
163,17_5,10
164,17_6,8
165,17_7,19
166,17_8,19
167,17_9,17
168,18_0,10
169,18_1,12
170,18_10,14
171,18_11,5
172,18_12,14
173,18_13,16
174,18_14,8
175,18_15,12
176,18_16,9
177,18_17,20
178,18_18,13
179,18_19,15
180,18_2,14
181,18_20,24
182,18_21,16
183,18_22,15
184,18_23,13
185,18_3,11
186,18_4,12
187,18_5,11
188,18_6,16
189,18_7,11
190,18_8,11
191,18_9,12
