,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,333
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,2796
25,12_1,2903
26,12_10,2490
27,12_11,2626
28,12_12,2843
29,12_13,2797
30,12_14,2725
31,12_15,2777
32,12_16,2836
33,12_17,2817
34,12_18,2838
35,12_19,2757
36,12_2,2961
37,12_20,2842
38,12_21,2798
39,12_22,2862
40,12_23,2881
41,12_3,2953
42,12_4,2920
43,12_5,2967
44,12_6,2917
45,12_7,3006
46,12_8,2863
47,12_9,2754
48,13_0,2918
49,13_1,2868
50,13_10,2820
51,13_11,2952
52,13_12,2945
53,13_13,2822
54,13_14,2725
55,13_15,2757
56,13_16,2699
57,13_17,2703
58,13_18,2714
59,13_19,2614
60,13_2,2960
61,13_20,2738
62,13_21,2675
63,13_22,2785
64,13_23,2677
65,13_3,2812
66,13_4,2885
67,13_5,2822
68,13_6,2899
69,13_7,2971
70,13_8,2862
71,13_9,2859
72,14_0,2779
73,14_1,2688
74,14_10,2772
75,14_11,2703
76,14_12,2670
77,14_13,2585
78,14_14,2691
79,14_15,2692
80,14_16,2684
81,14_17,2722
82,14_18,2780
83,14_19,2728
84,14_2,2692
85,14_20,2757
86,14_21,2719
87,14_22,2687
88,14_23,2784
89,14_3,2636
90,14_4,2737
91,14_5,2663
92,14_6,2729
93,14_7,2723
94,14_8,2611
95,14_9,2700
96,15_0,2709
97,15_1,2692
98,15_10,2602
99,15_11,2494
100,15_12,2789
101,15_13,2659
102,15_14,2664
103,15_15,2576
104,15_16,2723
105,15_17,2813
106,15_18,2606
107,15_19,2907
108,15_2,2653
109,15_20,2821
110,15_21,2893
111,15_22,2924
112,15_23,2902
113,15_3,2857
114,15_4,2759
115,15_5,2807
116,15_6,2753
117,15_7,2868
118,15_8,2819
119,15_9,2754
120,16_0,2989
121,16_1,2968
122,16_10,2859
123,16_11,2845
124,16_12,2873
125,16_13,2850
126,16_14,2918
127,16_15,2742
128,16_16,2754
129,16_17,2765
130,16_18,2883
131,16_19,2771
132,16_2,2958
133,16_20,2808
134,16_21,2957
135,16_22,2835
136,16_23,2998
137,16_3,2821
138,16_4,2946
139,16_5,2893
140,16_6,2833
141,16_7,2962
142,16_8,2821
143,16_9,2839
144,17_0,2866
145,17_1,2714
146,17_10,2740
147,17_11,2758
148,17_12,2828
149,17_13,2744
150,17_14,2773
151,17_15,2897
152,17_16,2960
153,17_17,2889
154,17_18,2778
155,17_19,2860
156,17_2,2894
157,17_20,2739
158,17_21,2824
159,17_22,2942
160,17_23,2911
161,17_3,2881
162,17_4,2862
163,17_5,2815
164,17_6,2905
165,17_7,2843
166,17_8,2844
167,17_9,2878
168,18_0,2791
169,18_1,2989
170,18_10,2821
171,18_11,2896
172,18_12,2796
173,18_13,2814
174,18_14,2813
175,18_15,2795
176,18_16,2868
177,18_17,2917
178,18_18,2795
179,18_19,2875
180,18_2,2936
181,18_20,2892
182,18_21,2860
183,18_22,2796
184,18_23,2485
185,18_3,2902
186,18_4,2748
187,18_5,2786
188,18_6,2956
189,18_7,2837
190,18_8,2717
191,18_9,2819
