,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,60
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,653
25,12_1,640
26,12_10,439
27,12_11,561
28,12_12,614
29,12_13,520
30,12_14,588
31,12_15,575
32,12_16,580
33,12_17,593
34,12_18,632
35,12_19,611
36,12_2,665
37,12_20,663
38,12_21,641
39,12_22,629
40,12_23,670
41,12_3,652
42,12_4,670
43,12_5,689
44,12_6,666
45,12_7,626
46,12_8,660
47,12_9,619
48,13_0,643
49,13_1,658
50,13_10,644
51,13_11,611
52,13_12,636
53,13_13,658
54,13_14,630
55,13_15,647
56,13_16,670
57,13_17,644
58,13_18,632
59,13_19,607
60,13_2,665
61,13_20,632
62,13_21,693
63,13_22,632
64,13_23,633
65,13_3,679
66,13_4,625
67,13_5,679
68,13_6,612
69,13_7,664
70,13_8,642
71,13_9,693
72,14_0,697
73,14_1,622
74,14_10,673
75,14_11,658
76,14_12,688
77,14_13,662
78,14_14,652
79,14_15,696
80,14_16,680
81,14_17,675
82,14_18,639
83,14_19,666
84,14_2,679
85,14_20,666
86,14_21,633
87,14_22,692
88,14_23,624
89,14_3,630
90,14_4,631
91,14_5,630
92,14_6,658
93,14_7,668
94,14_8,642
95,14_9,673
96,15_0,635
97,15_1,648
98,15_10,569
99,15_11,528
100,15_12,584
101,15_13,600
102,15_14,563
103,15_15,537
104,15_16,510
105,15_17,586
106,15_18,568
107,15_19,653
108,15_2,635
109,15_20,611
110,15_21,622
111,15_22,616
112,15_23,671
113,15_3,633
114,15_4,679
115,15_5,653
116,15_6,661
117,15_7,644
118,15_8,675
119,15_9,602
120,16_0,652
121,16_1,643
122,16_10,584
123,16_11,600
124,16_12,608
125,16_13,574
126,16_14,648
127,16_15,568
128,16_16,632
129,16_17,566
130,16_18,598
131,16_19,620
132,16_2,637
133,16_20,661
134,16_21,660
135,16_22,655
136,16_23,646
137,16_3,653
138,16_4,633
139,16_5,598
140,16_6,629
141,16_7,661
142,16_8,652
143,16_9,650
144,17_0,636
145,17_1,678
146,17_10,555
147,17_11,607
148,17_12,651
149,17_13,583
150,17_14,556
151,17_15,665
152,17_16,583
153,17_17,618
154,17_18,611
155,17_19,643
156,17_2,642
157,17_20,621
158,17_21,636
159,17_22,604
160,17_23,659
161,17_3,631
162,17_4,700
163,17_5,702
164,17_6,672
165,17_7,706
166,17_8,670
167,17_9,647
168,18_0,621
169,18_1,662
170,18_10,590
171,18_11,618
172,18_12,625
173,18_13,608
174,18_14,612
175,18_15,615
176,18_16,635
177,18_17,609
178,18_18,642
179,18_19,661
180,18_2,652
181,18_20,641
182,18_21,676
183,18_22,657
184,18_23,555
185,18_3,592
186,18_4,595
187,18_5,685
188,18_6,665
189,18_7,677
190,18_8,656
191,18_9,622
