,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,167
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,1320
25,12_1,1110
26,12_10,1716
27,12_11,2014
28,12_12,1169
29,12_13,2658
30,12_14,1623
31,12_15,1813
32,12_16,1810
33,12_17,1818
34,12_18,1971
35,12_19,1622
36,12_2,1364
37,12_20,1809
38,12_21,1677
39,12_22,2048
40,12_23,1125
41,12_3,1620
42,12_4,2065
43,12_5,1484
44,12_6,1697
45,12_7,1367
46,12_8,1056
47,12_9,2525
48,13_0,709
49,13_1,1722
50,13_10,1879
51,13_11,1941
52,13_12,1606
53,13_13,1812
54,13_14,1870
55,13_15,1838
56,13_16,1476
57,13_17,1906
58,13_18,1608
59,13_19,2077
60,13_2,1869
61,13_20,1708
62,13_21,1939
63,13_22,1593
64,13_23,1585
65,13_3,1807
66,13_4,1957
67,13_5,1572
68,13_6,1864
69,13_7,1319
70,13_8,2037
71,13_9,1760
72,14_0,1970
73,14_1,1868
74,14_10,1694
75,14_11,1928
76,14_12,1986
77,14_13,1641
78,14_14,2077
79,14_15,1938
80,14_16,1638
81,14_17,1899
82,14_18,1528
83,14_19,854
84,14_2,1842
85,14_20,1768
86,14_21,1784
87,14_22,2095
88,14_23,1325
89,14_3,1908
90,14_4,273
91,14_5,1942
92,14_6,1705
93,14_7,1803
94,14_8,608
95,14_9,3196
96,15_0,2083
97,15_1,1883
98,15_10,1574
99,15_11,1677
100,15_12,1708
101,15_13,736
102,15_14,2212
103,15_15,1685
104,15_16,1797
105,15_17,1638
106,15_18,1840
107,15_19,1634
108,15_2,1591
109,15_20,1800
110,15_21,2139
111,15_22,2045
112,15_23,1874
113,15_3,1087
114,15_4,1695
115,15_5,1778
116,15_6,1541
117,15_7,1865
118,15_8,1464
119,15_9,2006
120,16_0,1894
121,16_1,1566
122,16_10,1693
123,16_11,1961
124,16_12,1774
125,16_13,1853
126,16_14,1869
127,16_15,1287
128,16_16,1262
129,16_17,1489
130,16_18,1426
131,16_19,2222
132,16_2,1268
133,16_20,1526
134,16_21,1563
135,16_22,2108
136,16_23,1556
137,16_3,1711
138,16_4,1988
139,16_5,1950
140,16_6,1822
141,16_7,1598
142,16_8,2023
143,16_9,1551
144,17_0,1786
145,17_1,1860
146,17_10,1052
147,17_11,1233
148,17_12,1754
149,17_13,1829
150,17_14,2022
151,17_15,1536
152,17_16,1844
153,17_17,1627
154,17_18,1615
155,17_19,960
156,17_2,1776
157,17_20,1634
158,17_21,1795
159,17_22,1544
160,17_23,1871
161,17_3,1781
162,17_4,1499
163,17_5,751
164,17_6,3203
165,17_7,1852
166,17_8,902
167,17_9,1628
168,18_0,1816
169,18_1,1593
170,18_10,1630
171,18_11,2083
172,18_12,1109
173,18_13,1430
174,18_14,2427
175,18_15,2040
176,18_16,1895
177,18_17,1030
178,18_18,1868
179,18_19,1809
180,18_2,1884
181,18_20,1499
182,18_21,1667
183,18_22,1717
184,18_23,1494
185,18_3,1842
186,18_4,1421
187,18_5,1565
188,18_6,1651
189,18_7,570
190,18_8,1152
191,18_9,1965
