,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,0
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,0
25,12_1,0
26,12_10,3
27,12_11,3
28,12_12,4
29,12_13,4
30,12_14,3
31,12_15,6
32,12_16,6
33,12_17,4
34,12_18,3
35,12_19,2
36,12_2,0
37,12_20,1
38,12_21,0
39,12_22,1
40,12_23,1
41,12_3,0
42,12_4,0
43,12_5,0
44,12_6,1
45,12_7,0
46,12_8,0
47,12_9,3
48,13_0,3
49,13_1,0
50,13_10,0
51,13_11,0
52,13_12,0
53,13_13,0
54,13_14,1
55,13_15,0
56,13_16,0
57,13_17,0
58,13_18,0
59,13_19,1
60,13_2,0
61,13_20,1
62,13_21,0
63,13_22,0
64,13_23,0
65,13_3,0
66,13_4,1
67,13_5,0
68,13_6,0
69,13_7,0
70,13_8,0
71,13_9,1
72,14_0,0
73,14_1,0
74,14_10,1
75,14_11,0
76,14_12,0
77,14_13,0
78,14_14,0
79,14_15,0
80,14_16,0
81,14_17,0
82,14_18,0
83,14_19,0
84,14_2,0
85,14_20,1
86,14_21,0
87,14_22,0
88,14_23,1
89,14_3,0
90,14_4,0
91,14_5,0
92,14_6,0
93,14_7,0
94,14_8,0
95,14_9,0
96,15_0,1
97,15_1,0
98,15_10,1
99,15_11,1
100,15_12,1
101,15_13,4
102,15_14,1
103,15_15,0
104,15_16,0
105,15_17,4
106,15_18,3
107,15_19,1
108,15_2,0
109,15_20,1
110,15_21,1
111,15_22,1
112,15_23,0
113,15_3,0
114,15_4,1
115,15_5,0
116,15_6,0
117,15_7,0
118,15_8,1
119,15_9,2
120,16_0,0
121,16_1,0
122,16_10,1
123,16_11,0
124,16_12,4
125,16_13,4
126,16_14,4
127,16_15,1
128,16_16,4
129,16_17,4
130,16_18,2
131,16_19,1
132,16_2,1
133,16_20,1
134,16_21,4
135,16_22,0
136,16_23,0
137,16_3,1
138,16_4,0
139,16_5,0
140,16_6,0
141,16_7,0
142,16_8,0
143,16_9,0
144,17_0,2
145,17_1,0
146,17_10,1
147,17_11,2
148,17_12,1
149,17_13,2
150,17_14,4
151,17_15,2
152,17_16,2
153,17_17,2
154,17_18,2
155,17_19,1
156,17_2,0
157,17_20,0
158,17_21,0
159,17_22,1
160,17_23,0
161,17_3,0
162,17_4,0
163,17_5,1
164,17_6,0
165,17_7,0
166,17_8,1
167,17_9,1
168,18_0,0
169,18_1,1
170,18_10,0
171,18_11,1
172,18_12,1
173,18_13,1
174,18_14,5
175,18_15,1
176,18_16,4
177,18_17,1
178,18_18,2
179,18_19,1
180,18_2,0
181,18_20,1
182,18_21,0
183,18_22,0
184,18_23,0
185,18_3,0
186,18_4,0
187,18_5,0
188,18_6,0
189,18_7,0
190,18_8,1
191,18_9,1
