,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,0
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,0
25,12_1,1
26,12_10,7
27,12_11,38
28,12_12,38
29,12_13,23
30,12_14,5
31,12_15,14
32,12_16,9
33,12_17,4
34,12_18,7
35,12_19,5
36,12_2,0
37,12_20,3
38,12_21,1
39,12_22,0
40,12_23,1
41,12_3,1
42,12_4,0
43,12_5,0
44,12_6,1
45,12_7,1
46,12_8,2
47,12_9,8
48,13_0,1
49,13_1,0
50,13_10,2
51,13_11,1
52,13_12,0
53,13_13,2
54,13_14,0
55,13_15,0
56,13_16,0
57,13_17,0
58,13_18,0
59,13_19,0
60,13_2,0
61,13_20,1
62,13_21,8
63,13_22,2
64,13_23,0
65,13_3,0
66,13_4,0
67,13_5,0
68,13_6,2
69,13_7,0
70,13_8,4
71,13_9,1
72,14_0,2
73,14_1,2
74,14_10,0
75,14_11,0
76,14_12,1
77,14_13,0
78,14_14,3
79,14_15,3
80,14_16,1
81,14_17,4
82,14_18,5
83,14_19,4
84,14_2,2
85,14_20,3
86,14_21,2
87,14_22,5
88,14_23,2
89,14_3,0
90,14_4,0
91,14_5,1
92,14_6,1
93,14_7,2
94,14_8,1
95,14_9,0
96,15_0,0
97,15_1,3
98,15_10,20
99,15_11,20
100,15_12,19
101,15_13,13
102,15_14,27
103,15_15,19
104,15_16,14
105,15_17,32
106,15_18,21
107,15_19,13
108,15_2,4
109,15_20,5
110,15_21,9
111,15_22,4
112,15_23,6
113,15_3,1
114,15_4,5
115,15_5,3
116,15_6,4
117,15_7,3
118,15_8,2
119,15_9,12
120,16_0,2
121,16_1,0
122,16_10,18
123,16_11,22
124,16_12,17
125,16_13,14
126,16_14,3
127,16_15,1
128,16_16,4
129,16_17,3
130,16_18,4
131,16_19,3
132,16_2,2
133,16_20,4
134,16_21,0
135,16_22,0
136,16_23,1
137,16_3,2
138,16_4,3
139,16_5,1
140,16_6,3
141,16_7,1
142,16_8,4
143,16_9,14
144,17_0,0
145,17_1,0
146,17_10,24
147,17_11,15
148,17_12,26
149,17_13,1
150,17_14,4
151,17_15,3
152,17_16,7
153,17_17,6
154,17_18,4
155,17_19,1
156,17_2,0
157,17_20,3
158,17_21,4
159,17_22,2
160,17_23,1
161,17_3,0
162,17_4,0
163,17_5,2
164,17_6,3
165,17_7,4
166,17_8,4
167,17_9,10
168,18_0,5
169,18_1,0
170,18_10,4
171,18_11,10
172,18_12,2
173,18_13,7
174,18_14,9
175,18_15,6
176,18_16,3
177,18_17,9
178,18_18,4
179,18_19,2
180,18_2,0
181,18_20,6
182,18_21,0
183,18_22,0
184,18_23,0
185,18_3,2
186,18_4,0
187,18_5,1
188,18_6,0
189,18_7,2
190,18_8,1
191,18_9,1
