,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,16
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,148
25,12_1,158
26,12_10,144
27,12_11,125
28,12_12,156
29,12_13,114
30,12_14,123
31,12_15,139
32,12_16,140
33,12_17,125
34,12_18,128
35,12_19,150
36,12_2,157
37,12_20,119
38,12_21,145
39,12_22,161
40,12_23,150
41,12_3,152
42,12_4,165
43,12_5,157
44,12_6,126
45,12_7,165
46,12_8,148
47,12_9,142
48,13_0,144
49,13_1,147
50,13_10,176
51,13_11,146
52,13_12,152
53,13_13,176
54,13_14,121
55,13_15,146
56,13_16,157
57,13_17,146
58,13_18,140
59,13_19,168
60,13_2,162
61,13_20,163
62,13_21,164
63,13_22,160
64,13_23,151
65,13_3,155
66,13_4,151
67,13_5,152
68,13_6,153
69,13_7,150
70,13_8,131
71,13_9,142
72,14_0,164
73,14_1,152
74,14_10,160
75,14_11,172
76,14_12,149
77,14_13,153
78,14_14,155
79,14_15,156
80,14_16,130
81,14_17,174
82,14_18,164
83,14_19,143
84,14_2,159
85,14_20,141
86,14_21,162
87,14_22,132
88,14_23,182
89,14_3,155
90,14_4,163
91,14_5,139
92,14_6,144
93,14_7,161
94,14_8,153
95,14_9,140
96,15_0,150
97,15_1,155
98,15_10,128
99,15_11,122
100,15_12,132
101,15_13,146
102,15_14,130
103,15_15,129
104,15_16,162
105,15_17,148
106,15_18,126
107,15_19,155
108,15_2,164
109,15_20,163
110,15_21,142
111,15_22,144
112,15_23,158
113,15_3,182
114,15_4,150
115,15_5,162
116,15_6,137
117,15_7,150
118,15_8,139
119,15_9,142
120,16_0,176
121,16_1,149
122,16_10,166
123,16_11,144
124,16_12,147
125,16_13,149
126,16_14,153
127,16_15,131
128,16_16,153
129,16_17,149
130,16_18,151
131,16_19,142
132,16_2,129
133,16_20,147
134,16_21,145
135,16_22,142
136,16_23,137
137,16_3,133
138,16_4,147
139,16_5,158
140,16_6,170
141,16_7,145
142,16_8,140
143,16_9,144
144,17_0,163
145,17_1,163
146,17_10,135
147,17_11,136
148,17_12,161
149,17_13,129
150,17_14,145
151,17_15,149
152,17_16,178
153,17_17,146
154,17_18,149
155,17_19,145
156,17_2,164
157,17_20,148
158,17_21,134
159,17_22,151
160,17_23,139
161,17_3,144
162,17_4,148
163,17_5,163
164,17_6,159
165,17_7,150
166,17_8,138
167,17_9,138
168,18_0,158
169,18_1,157
170,18_10,156
171,18_11,136
172,18_12,138
173,18_13,171
174,18_14,146
175,18_15,158
176,18_16,138
177,18_17,147
178,18_18,134
179,18_19,136
180,18_2,146
181,18_20,155
182,18_21,170
183,18_22,145
184,18_23,119
185,18_3,159
186,18_4,158
187,18_5,164
188,18_6,140
189,18_7,162
190,18_8,167
191,18_9,150
