,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,116
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,1175
25,12_1,1156
26,12_10,906
27,12_11,1023
28,12_12,1134
29,12_13,1049
30,12_14,1055
31,12_15,1109
32,12_16,1131
33,12_17,1087
34,12_18,1108
35,12_19,1124
36,12_2,1186
37,12_20,1136
38,12_21,1155
39,12_22,1150
40,12_23,1086
41,12_3,1172
42,12_4,1228
43,12_5,1102
44,12_6,1180
45,12_7,1126
46,12_8,1148
47,12_9,1114
48,13_0,1161
49,13_1,1167
50,13_10,1133
51,13_11,1150
52,13_12,1139
53,13_13,1086
54,13_14,1117
55,13_15,1201
56,13_16,1131
57,13_17,1168
58,13_18,1163
59,13_19,1125
60,13_2,1176
61,13_20,1145
62,13_21,1159
63,13_22,1156
64,13_23,1132
65,13_3,1116
66,13_4,1113
67,13_5,1176
68,13_6,1111
69,13_7,1122
70,13_8,1103
71,13_9,1177
72,14_0,1160
73,14_1,1116
74,14_10,1154
75,14_11,1181
76,14_12,1129
77,14_13,1172
78,14_14,1136
79,14_15,1215
80,14_16,1163
81,14_17,1145
82,14_18,1172
83,14_19,1158
84,14_2,1143
85,14_20,1162
86,14_21,1182
87,14_22,1192
88,14_23,1177
89,14_3,1172
90,14_4,1156
91,14_5,1159
92,14_6,1189
93,14_7,1146
94,14_8,1114
95,14_9,1150
96,15_0,1177
97,15_1,1202
98,15_10,960
99,15_11,928
100,15_12,1072
101,15_13,1026
102,15_14,989
103,15_15,930
104,15_16,923
105,15_17,965
106,15_18,1005
107,15_19,1077
108,15_2,1029
109,15_20,1072
110,15_21,1095
111,15_22,1098
112,15_23,1085
113,15_3,1077
114,15_4,1123
115,15_5,1090
116,15_6,1079
117,15_7,1060
118,15_8,1133
119,15_9,1085
120,16_0,1067
121,16_1,1096
122,16_10,980
123,16_11,1029
124,16_12,1077
125,16_13,1037
126,16_14,1128
127,16_15,1016
128,16_16,1056
129,16_17,1011
130,16_18,1043
131,16_19,1098
132,16_2,1082
133,16_20,1091
134,16_21,1111
135,16_22,1067
136,16_23,1125
137,16_3,1066
138,16_4,1125
139,16_5,1120
140,16_6,1080
141,16_7,1067
142,16_8,1091
143,16_9,1091
144,17_0,1108
145,17_1,1166
146,17_10,1045
147,17_11,1027
148,17_12,1062
149,17_13,1052
150,17_14,1055
151,17_15,1130
152,17_16,1028
153,17_17,1052
154,17_18,1074
155,17_19,1118
156,17_2,1125
157,17_20,1091
158,17_21,1034
159,17_22,1121
160,17_23,1105
161,17_3,1069
162,17_4,1120
163,17_5,1114
164,17_6,1205
165,17_7,1165
166,17_8,1144
167,17_9,1098
168,18_0,1093
169,18_1,1107
170,18_10,1053
171,18_11,1043
172,18_12,1054
173,18_13,1029
174,18_14,1080
175,18_15,1117
176,18_16,1038
177,18_17,1093
178,18_18,1102
179,18_19,1093
180,18_2,1060
181,18_20,1124
182,18_21,1145
183,18_22,1092
184,18_23,966
185,18_3,1051
186,18_4,1064
187,18_5,1105
188,18_6,1123
189,18_7,1114
190,18_8,1088
191,18_9,1040
