,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,134
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,1019
25,12_1,982
26,12_10,1139
27,12_11,1177
28,12_12,1545
29,12_13,1262
30,12_14,1152
31,12_15,1367
32,12_16,1134
33,12_17,1147
34,12_18,1170
35,12_19,1131
36,12_2,874
37,12_20,1144
38,12_21,1094
39,12_22,1086
40,12_23,1075
41,12_3,668
42,12_4,687
43,12_5,696
44,12_6,940
45,12_7,1090
46,12_8,1126
47,12_9,1123
48,13_0,1133
49,13_1,1051
50,13_10,1108
51,13_11,1109
52,13_12,1173
53,13_13,1115
54,13_14,1096
55,13_15,1089
56,13_16,1069
57,13_17,1143
58,13_18,1097
59,13_19,1111
60,13_2,882
61,13_20,1136
62,13_21,1099
63,13_22,1082
64,13_23,1096
65,13_3,784
66,13_4,683
67,13_5,1307
68,13_6,1130
69,13_7,1035
70,13_8,1094
71,13_9,1097
72,14_0,1044
73,14_1,1073
74,14_10,1143
75,14_11,1047
76,14_12,1138
77,14_13,1074
78,14_14,1102
79,14_15,1114
80,14_16,1075
81,14_17,1162
82,14_18,1014
83,14_19,926
84,14_2,945
85,14_20,993
86,14_21,953
87,14_22,832
88,14_23,1102
89,14_3,804
90,14_4,626
91,14_5,758
92,14_6,1026
93,14_7,1009
94,14_8,1087
95,14_9,1036
96,15_0,1037
97,15_1,1049
98,15_10,1087
99,15_11,1096
100,15_12,1091
101,15_13,11475
102,15_14,17048
103,15_15,7216
104,15_16,3211
105,15_17,2364
106,15_18,2192
107,15_19,2588
108,15_2,848
109,15_20,2031
110,15_21,2102
111,15_22,1960
112,15_23,1981
113,15_3,601
114,15_4,689
115,15_5,795
116,15_6,945
117,15_7,1054
118,15_8,1107
119,15_9,1150
120,16_0,1850
121,16_1,1885
122,16_10,1509
123,16_11,1483
124,16_12,1225
125,16_13,1218
126,16_14,1374
127,16_15,1467
128,16_16,1183
129,16_17,1130
130,16_18,1218
131,16_19,1168
132,16_2,1788
133,16_20,1123
134,16_21,1135
135,16_22,1224
136,16_23,1156
137,16_3,1669
138,16_4,1615
139,16_5,1765
140,16_6,1740
141,16_7,1741
142,16_8,1770
143,16_9,1725
144,17_0,1165
145,17_1,1051
146,17_10,1454
147,17_11,1634
148,17_12,1668
149,17_13,1088
150,17_14,1145
151,17_15,1122
152,17_16,1130
153,17_17,1180
154,17_18,1204
155,17_19,1231
156,17_2,1036
157,17_20,1082
158,17_21,1138
159,17_22,1110
160,17_23,1127
161,17_3,904
162,17_4,755
163,17_5,1014
164,17_6,1185
165,17_7,1125
166,17_8,1105
167,17_9,1280
168,18_0,1155
169,18_1,1064
170,18_10,1200
171,18_11,1064
172,18_12,1150
173,18_13,1309
174,18_14,1119
175,18_15,1184
176,18_16,1076
177,18_17,1309
178,18_18,1164
179,18_19,1127
180,18_2,974
181,18_20,1089
182,18_21,1101
183,18_22,1116
184,18_23,969
185,18_3,843
186,18_4,746
187,18_5,876
188,18_6,1004
189,18_7,1040
190,18_8,1076
191,18_9,1069
