,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,15
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,106
25,12_1,94
26,12_10,90
27,12_11,107
28,12_12,107
29,12_13,107
30,12_14,87
31,12_15,87
32,12_16,115
33,12_17,109
34,12_18,116
35,12_19,89
36,12_2,122
37,12_20,102
38,12_21,79
39,12_22,95
40,12_23,113
41,12_3,123
42,12_4,100
43,12_5,105
44,12_6,113
45,12_7,98
46,12_8,104
47,12_9,96
48,13_0,107
49,13_1,93
50,13_10,108
51,13_11,90
52,13_12,96
53,13_13,102
54,13_14,117
55,13_15,102
56,13_16,94
57,13_17,99
58,13_18,109
59,13_19,85
60,13_2,101
61,13_20,107
62,13_21,96
63,13_22,88
64,13_23,91
65,13_3,94
66,13_4,99
67,13_5,97
68,13_6,99
69,13_7,101
70,13_8,94
71,13_9,99
72,14_0,115
73,14_1,101
74,14_10,101
75,14_11,115
76,14_12,101
77,14_13,101
78,14_14,100
79,14_15,97
80,14_16,98
81,14_17,113
82,14_18,111
83,14_19,79
84,14_2,118
85,14_20,113
86,14_21,91
87,14_22,104
88,14_23,104
89,14_3,105
90,14_4,112
91,14_5,104
92,14_6,103
93,14_7,112
94,14_8,80
95,14_9,96
96,15_0,90
97,15_1,109
98,15_10,89
99,15_11,80
100,15_12,97
101,15_13,88
102,15_14,96
103,15_15,100
104,15_16,120
105,15_17,110
106,15_18,109
107,15_19,105
108,15_2,110
109,15_20,111
110,15_21,86
111,15_22,91
112,15_23,96
113,15_3,104
114,15_4,101
115,15_5,116
116,15_6,90
117,15_7,101
118,15_8,107
119,15_9,101
120,16_0,113
121,16_1,107
122,16_10,19433
123,16_11,1062
124,16_12,426
125,16_13,93
126,16_14,439
127,16_15,111
128,16_16,102
129,16_17,1487
130,16_18,113
131,16_19,87
132,16_2,114
133,16_20,100
134,16_21,110
135,16_22,100
136,16_23,113
137,16_3,87
138,16_4,107
139,16_5,108
140,16_6,96
141,16_7,101
142,16_8,93
143,16_9,96
144,17_0,107
145,17_1,90
146,17_10,91
147,17_11,116
148,17_12,102
149,17_13,84
150,17_14,100
151,17_15,95
152,17_16,100
153,17_17,99
154,17_18,93
155,17_19,99
156,17_2,100
157,17_20,80
158,17_21,103
159,17_22,95
160,17_23,112
161,17_3,103
162,17_4,110
163,17_5,105
164,17_6,96
165,17_7,80
166,17_8,95
167,17_9,91
168,18_0,96
169,18_1,121
170,18_10,90
171,18_11,103
172,18_12,109
173,18_13,2280
174,18_14,17697
175,18_15,8366
176,18_16,131
177,18_17,89
178,18_18,95
179,18_19,100
180,18_2,92
181,18_20,92
182,18_21,96
183,18_22,105
184,18_23,97
185,18_3,96
186,18_4,93
187,18_5,90
188,18_6,104
189,18_7,92
190,18_8,106
191,18_9,87
