,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,3
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,128
25,12_1,143
26,12_10,171
27,12_11,153
28,12_12,207
29,12_13,181
30,12_14,211
31,12_15,193
32,12_16,179
33,12_17,209
34,12_18,177
35,12_19,199
36,12_2,208
37,12_20,198
38,12_21,211
39,12_22,201
40,12_23,153
41,12_3,218
42,12_4,170
43,12_5,169
44,12_6,194
45,12_7,154
46,12_8,178
47,12_9,200
48,13_0,154
49,13_1,170
50,13_10,181
51,13_11,185
52,13_12,195
53,13_13,170
54,13_14,175
55,13_15,152
56,13_16,170
57,13_17,117
58,13_18,113
59,13_19,119
60,13_2,161
61,13_20,108
62,13_21,141
63,13_22,120
64,13_23,111
65,13_3,167
66,13_4,183
67,13_5,158
68,13_6,177
69,13_7,202
70,13_8,177
71,13_9,192
72,14_0,138
73,14_1,110
74,14_10,130
75,14_11,168
76,14_12,156
77,14_13,179
78,14_14,147
79,14_15,145
80,14_16,167
81,14_17,175
82,14_18,186
83,14_19,176
84,14_2,92
85,14_20,177
86,14_21,162
87,14_22,159
88,14_23,112
89,14_3,104
90,14_4,147
91,14_5,108
92,14_6,108
93,14_7,120
94,14_8,102
95,14_9,95
96,15_0,120
97,15_1,107
98,15_10,120
99,15_11,97
100,15_12,142
101,15_13,172
102,15_14,160
103,15_15,152
104,15_16,156
105,15_17,156
106,15_18,148
107,15_19,109
108,15_2,115
109,15_20,118
110,15_21,125
111,15_22,132
112,15_23,127
113,15_3,122
114,15_4,100
115,15_5,99
116,15_6,130
117,15_7,107
118,15_8,108
119,15_9,137
120,16_0,149
121,16_1,121
122,16_10,167
123,16_11,168
124,16_12,160
125,16_13,143
126,16_14,172
127,16_15,158
128,16_16,159
129,16_17,151
130,16_18,124
131,16_19,141
132,16_2,103
133,16_20,132
134,16_21,128
135,16_22,156
136,16_23,131
137,16_3,110
138,16_4,115
139,16_5,81
140,16_6,105
141,16_7,105
142,16_8,128
143,16_9,133
144,17_0,95
145,17_1,120
146,17_10,170
147,17_11,177
148,17_12,143
149,17_13,117
150,17_14,131
151,17_15,162
152,17_16,166
153,17_17,138
154,17_18,127
155,17_19,130
156,17_2,126
157,17_20,139
158,17_21,156
159,17_22,123
160,17_23,119
161,17_3,108
162,17_4,119
163,17_5,115
164,17_6,101
165,17_7,130
166,17_8,135
167,17_9,119
168,18_0,126
169,18_1,114
170,18_10,142
171,18_11,151
172,18_12,134
173,18_13,130
174,18_14,130
175,18_15,119
176,18_16,107
177,18_17,151
178,18_18,131
179,18_19,138
180,18_2,117
181,18_20,118
182,18_21,107
183,18_22,117
184,18_23,124
185,18_3,105
186,18_4,121
187,18_5,95
188,18_6,118
189,18_7,119
190,18_8,145
191,18_9,140
