,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,29
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,163
25,12_1,95
26,12_10,119
27,12_11,133
28,12_12,103
29,12_13,84
30,12_14,149
31,12_15,115
32,12_16,88
33,12_17,90
34,12_18,81
35,12_19,91
36,12_2,82
37,12_20,76
38,12_21,107
39,12_22,93
40,12_23,82
41,12_3,99
42,12_4,94
43,12_5,121
44,12_6,152
45,12_7,152
46,12_8,149
47,12_9,137
48,13_0,103
49,13_1,99
50,13_10,80
51,13_11,88
52,13_12,98
53,13_13,89
54,13_14,179
55,13_15,141
56,13_16,169
57,13_17,155
58,13_18,147
59,13_19,162
60,13_2,96
61,13_20,169
62,13_21,175
63,13_22,88
64,13_23,77
65,13_3,101
66,13_4,108
67,13_5,98
68,13_6,72
69,13_7,89
70,13_8,87
71,13_9,80
72,14_0,83
73,14_1,73
74,14_10,93
75,14_11,72
76,14_12,99
77,14_13,88
78,14_14,136
79,14_15,103
80,14_16,72
81,14_17,89
82,14_18,88
83,14_19,100
84,14_2,77
85,14_20,94
86,14_21,94
87,14_22,86
88,14_23,87
89,14_3,81
90,14_4,90
91,14_5,79
92,14_6,130
93,14_7,89
94,14_8,80
95,14_9,109
96,15_0,99
97,15_1,100
98,15_10,61
99,15_11,68
100,15_12,87
101,15_13,82
102,15_14,154
103,15_15,131
104,15_16,82
105,15_17,105
106,15_18,115
107,15_19,72
108,15_2,97
109,15_20,78
110,15_21,85
111,15_22,85
112,15_23,72
113,15_3,114
114,15_4,110
115,15_5,103
116,15_6,121
117,15_7,88
118,15_8,85
119,15_9,98
120,16_0,71
121,16_1,102
122,16_10,64
123,16_11,88
124,16_12,124
125,16_13,103
126,16_14,209
127,16_15,117
128,16_16,76
129,16_17,121
130,16_18,70
131,16_19,81
132,16_2,93
133,16_20,100
134,16_21,73
135,16_22,78
136,16_23,93
137,16_3,85
138,16_4,88
139,16_5,77
140,16_6,81
141,16_7,75
142,16_8,88
143,16_9,93
144,17_0,116
145,17_1,96
146,17_10,82
147,17_11,87
148,17_12,167
149,17_13,325
150,17_14,404
151,17_15,148
152,17_16,139
153,17_17,124
154,17_18,140
155,17_19,123
156,17_2,95
157,17_20,106
158,17_21,119
159,17_22,93
160,17_23,88
161,17_3,105
162,17_4,78
163,17_5,95
164,17_6,89
165,17_7,85
166,17_8,68
167,17_9,107
168,18_0,105
169,18_1,97
170,18_10,100
171,18_11,73
172,18_12,72
173,18_13,70
174,18_14,140
175,18_15,83
176,18_16,121
177,18_17,102
178,18_18,110
179,18_19,80
180,18_2,74
181,18_20,99
182,18_21,135
183,18_22,133
184,18_23,62
185,18_3,91
186,18_4,101
187,18_5,79
188,18_6,74
189,18_7,91
190,18_8,79
191,18_9,87
