,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,3
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,10
25,12_1,4
26,12_10,6
27,12_11,9
28,12_12,4
29,12_13,8
30,12_14,7
31,12_15,4
32,12_16,11
33,12_17,5
34,12_18,5
35,12_19,6
36,12_2,9
37,12_20,10
38,12_21,9
39,12_22,5
40,12_23,8
41,12_3,11
42,12_4,10
43,12_5,11
44,12_6,9
45,12_7,6
46,12_8,15
47,12_9,10
48,13_0,8
49,13_1,9
50,13_10,5
51,13_11,4
52,13_12,6
53,13_13,6
54,13_14,10
55,13_15,10
56,13_16,7
57,13_17,2
58,13_18,8
59,13_19,12
60,13_2,6
61,13_20,7
62,13_21,11
63,13_22,7
64,13_23,8
65,13_3,7
66,13_4,7
67,13_5,9
68,13_6,8
69,13_7,7
70,13_8,10
71,13_9,7
72,14_0,14
73,14_1,3
74,14_10,15
75,14_11,6
76,14_12,4
77,14_13,8
78,14_14,12
79,14_15,6
80,14_16,9
81,14_17,10
82,14_18,8
83,14_19,12
84,14_2,4
85,14_20,6
86,14_21,7
87,14_22,8
88,14_23,5
89,14_3,14
90,14_4,6
91,14_5,8
92,14_6,7
93,14_7,9
94,14_8,12
95,14_9,5
96,15_0,10
97,15_1,14
98,15_10,7
99,15_11,2
100,15_12,12
101,15_13,6
102,15_14,7
103,15_15,5
104,15_16,5
105,15_17,7
106,15_18,10
107,15_19,7
108,15_2,14
109,15_20,6
110,15_21,4
111,15_22,7
112,15_23,7
113,15_3,5
114,15_4,12
115,15_5,10
116,15_6,8
117,15_7,4
118,15_8,3
119,15_9,11
120,16_0,8
121,16_1,7
122,16_10,8
123,16_11,5
124,16_12,9
125,16_13,5
126,16_14,7
127,16_15,7
128,16_16,8
129,16_17,4
130,16_18,8
131,16_19,9
132,16_2,10
133,16_20,10
134,16_21,14
135,16_22,13
136,16_23,8
137,16_3,16
138,16_4,14
139,16_5,8
140,16_6,6
141,16_7,11
142,16_8,6
143,16_9,6
144,17_0,7
145,17_1,8
146,17_10,3
147,17_11,6
148,17_12,7
149,17_13,15
150,17_14,3
151,17_15,10
152,17_16,10
153,17_17,10
154,17_18,6
155,17_19,10
156,17_2,6
157,17_20,8
158,17_21,8
159,17_22,6
160,17_23,17
161,17_3,18
162,17_4,12
163,17_5,7
164,17_6,12
165,17_7,7
166,17_8,13
167,17_9,10
168,18_0,8
169,18_1,10
170,18_10,8
171,18_11,10
172,18_12,7
173,18_13,4
174,18_14,7
175,18_15,8
176,18_16,10
177,18_17,8
178,18_18,12
179,18_19,6
180,18_2,10
181,18_20,7
182,18_21,7
183,18_22,6
184,18_23,2
185,18_3,10
186,18_4,6
187,18_5,10
188,18_6,8
189,18_7,7
190,18_8,5
191,18_9,12
