,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,17
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,95
25,12_1,86
26,12_10,1557
27,12_11,2219
28,12_12,2301
29,12_13,2014
30,12_14,2077
31,12_15,1976
32,12_16,1759
33,12_17,1498
34,12_18,1258
35,12_19,1143
36,12_2,121
37,12_20,1119
38,12_21,1000
39,12_22,862
40,12_23,770
41,12_3,94
42,12_4,108
43,12_5,98
44,12_6,103
45,12_7,92
46,12_8,111
47,12_9,81
48,13_0,605
49,13_1,636
50,13_10,386
51,13_11,373
52,13_12,308
53,13_13,277
54,13_14,304
55,13_15,330
56,13_16,291
57,13_17,276
58,13_18,270
59,13_19,241
60,13_2,665
61,13_20,233
62,13_21,239
63,13_22,231
64,13_23,237
65,13_3,616
66,13_4,617
67,13_5,620
68,13_6,464
69,13_7,501
70,13_8,442
71,13_9,467
72,14_0,250
73,14_1,240
74,14_10,246
75,14_11,221
76,14_12,198
77,14_13,211
78,14_14,200
79,14_15,193
80,14_16,179
81,14_17,210
82,14_18,171
83,14_19,219
84,14_2,210
85,14_20,171
86,14_21,190
87,14_22,167
88,14_23,184
89,14_3,227
90,14_4,208
91,14_5,236
92,14_6,250
93,14_7,226
94,14_8,222
95,14_9,230
96,15_0,145
97,15_1,167
98,15_10,222
99,15_11,390
100,15_12,456
101,15_13,460
102,15_14,447
103,15_15,440
104,15_16,426
105,15_17,342
106,15_18,349
107,15_19,328
108,15_2,159
109,15_20,321
110,15_21,273
111,15_22,261
112,15_23,220
113,15_3,164
114,15_4,136
115,15_5,162
116,15_6,188
117,15_7,168
118,15_8,204
119,15_9,228
120,16_0,224
121,16_1,177
122,16_10,198
123,16_11,193
124,16_12,157
125,16_13,185
126,16_14,161
127,16_15,130
128,16_16,134
129,16_17,129
130,16_18,130
131,16_19,113
132,16_2,197
133,16_20,121
134,16_21,112
135,16_22,121
136,16_23,116
137,16_3,166
138,16_4,173
139,16_5,185
140,16_6,182
141,16_7,160
142,16_8,200
143,16_9,217
144,17_0,121
145,17_1,107
146,17_10,104
147,17_11,77
148,17_12,124
149,17_13,99
150,17_14,99
151,17_15,97
152,17_16,101
153,17_17,70
154,17_18,63
155,17_19,70
156,17_2,105
157,17_20,61
158,17_21,70
159,17_22,62
160,17_23,74
161,17_3,76
162,17_4,85
163,17_5,85
164,17_6,83
165,17_7,102
166,17_8,112
167,17_9,162
168,18_0,58
169,18_1,58
170,18_10,104
171,18_11,73
172,18_12,87
173,18_13,64
174,18_14,72
175,18_15,57
176,18_16,50
177,18_17,63
178,18_18,49
179,18_19,65
180,18_2,63
181,18_20,59
182,18_21,71
183,18_22,55
184,18_23,43
185,18_3,76
186,18_4,67
187,18_5,70
188,18_6,66
189,18_7,84
190,18_8,86
191,18_9,94
