,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,0
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,0
25,12_1,0
26,12_10,61
27,12_11,86
28,12_12,17
29,12_13,38
30,12_14,156
31,12_15,211
32,12_16,20
33,12_17,32
34,12_18,48
35,12_19,0
36,12_2,0
37,12_20,0
38,12_21,0
39,12_22,0
40,12_23,0
41,12_3,0
42,12_4,0
43,12_5,0
44,12_6,0
45,12_7,0
46,12_8,0
47,12_9,31
48,13_0,0
49,13_1,0
50,13_10,39
51,13_11,47
52,13_12,80
53,13_13,17
54,13_14,23
55,13_15,53
56,13_16,62
57,13_17,32
58,13_18,90
59,13_19,161
60,13_2,0
61,13_20,50
62,13_21,59
63,13_22,2
64,13_23,0
65,13_3,0
66,13_4,0
67,13_5,0
68,13_6,0
69,13_7,0
70,13_8,0
71,13_9,0
72,14_0,0
73,14_1,0
74,14_10,0
75,14_11,0
76,14_12,189
77,14_13,126
78,14_14,47
79,14_15,40
80,14_16,93
81,14_17,74
82,14_18,94
83,14_19,43
84,14_2,0
85,14_20,75
86,14_21,106
87,14_22,0
88,14_23,0
89,14_3,0
90,14_4,0
91,14_5,0
92,14_6,0
93,14_7,0
94,14_8,0
95,14_9,0
96,15_0,0
97,15_1,0
98,15_10,132
99,15_11,25
100,15_12,21
101,15_13,35
102,15_14,102
103,15_15,77
104,15_16,151
105,15_17,243
106,15_18,121
107,15_19,34
108,15_2,0
109,15_20,115
110,15_21,71
111,15_22,0
112,15_23,0
113,15_3,0
114,15_4,0
115,15_5,0
116,15_6,0
117,15_7,0
118,15_8,0
119,15_9,34
120,16_0,0
121,16_1,0
122,16_10,77
123,16_11,45
124,16_12,20
125,16_13,152
126,16_14,41
127,16_15,34
128,16_16,52
129,16_17,139
130,16_18,32
131,16_19,34
132,16_2,0
133,16_20,2
134,16_21,0
135,16_22,0
136,16_23,0
137,16_3,0
138,16_4,0
139,16_5,0
140,16_6,0
141,16_7,0
142,16_8,0
143,16_9,49
144,17_0,0
145,17_1,0
146,17_10,178
147,17_11,139
148,17_12,109
149,17_13,166
150,17_14,126
151,17_15,110
152,17_16,104
153,17_17,224
154,17_18,128
155,17_19,102
156,17_2,0
157,17_20,12
158,17_21,0
159,17_22,0
160,17_23,0
161,17_3,0
162,17_4,0
163,17_5,0
164,17_6,0
165,17_7,0
166,17_8,0
167,17_9,145
168,18_0,0
169,18_1,0
170,18_10,53
171,18_11,44
172,18_12,22
173,18_13,158
174,18_14,19
175,18_15,102
176,18_16,86
177,18_17,146
178,18_18,15
179,18_19,52
180,18_2,0
181,18_20,0
182,18_21,0
183,18_22,0
184,18_23,0
185,18_3,0
186,18_4,0
187,18_5,0
188,18_6,0
189,18_7,0
190,18_8,0
191,18_9,18
