,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,298
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,3168
25,12_1,2550
26,12_10,2471
27,12_11,2669
28,12_12,2382
29,12_13,4278
30,12_14,2924
31,12_15,2757
32,12_16,3299
33,12_17,3419
34,12_18,3592
35,12_19,3139
36,12_2,2860
37,12_20,2669
38,12_21,2391
39,12_22,2728
40,12_23,2177
41,12_3,3455
42,12_4,4115
43,12_5,3621
44,12_6,3767
45,12_7,3266
46,12_8,2611
47,12_9,3367
48,13_0,2370
49,13_1,3520
50,13_10,3105
51,13_11,3209
52,13_12,3339
53,13_13,3694
54,13_14,3370
55,13_15,2865
56,13_16,3212
57,13_17,3503
58,13_18,2982
59,13_19,3577
60,13_2,3392
61,13_20,3353
62,13_21,3307
63,13_22,3142
64,13_23,3551
65,13_3,3594
66,13_4,4016
67,13_5,3700
68,13_6,3885
69,13_7,3360
70,13_8,3593
71,13_9,3035
72,14_0,4002
73,14_1,3998
74,14_10,3341
75,14_11,3558
76,14_12,3783
77,14_13,3431
78,14_14,3766
79,14_15,3639
80,14_16,3410
81,14_17,3620
82,14_18,3167
83,14_19,1291
84,14_2,3985
85,14_20,2312
86,14_21,2248
87,14_22,2533
88,14_23,2254
89,14_3,4086
90,14_4,2468
91,14_5,3950
92,14_6,3761
93,14_7,3889
94,14_8,2556
95,14_9,4924
96,15_0,4089
97,15_1,3922
98,15_10,2404
99,15_11,2466
100,15_12,3208
101,15_13,2003
102,15_14,3244
103,15_15,2593
104,15_16,2653
105,15_17,2764
106,15_18,3172
107,15_19,2935
108,15_2,3703
109,15_20,3171
110,15_21,3465
111,15_22,3218
112,15_23,3323
113,15_3,3240
114,15_4,3789
115,15_5,3858
116,15_6,3659
117,15_7,3824
118,15_8,3073
119,15_9,2887
120,16_0,3923
121,16_1,3596
122,16_10,3081
123,16_11,3387
124,16_12,3380
125,16_13,3494
126,16_14,3569
127,16_15,2942
128,16_16,3063
129,16_17,3325
130,16_18,3255
131,16_19,3278
132,16_2,3279
133,16_20,3341
134,16_21,2981
135,16_22,4027
136,16_23,3859
137,16_3,3657
138,16_4,3904
139,16_5,3861
140,16_6,3601
141,16_7,3549
142,16_8,3654
143,16_9,2761
144,17_0,3792
145,17_1,4363
146,17_10,2542
147,17_11,2716
148,17_12,3549
149,17_13,3268
150,17_14,3420
151,17_15,2896
152,17_16,2920
153,17_17,2988
154,17_18,2694
155,17_19,2176
156,17_2,4352
157,17_20,2760
158,17_21,2674
159,17_22,2542
160,17_23,2938
161,17_3,4233
162,17_4,3992
163,17_5,3222
164,17_6,5684
165,17_7,4138
166,17_8,2978
167,17_9,3344
168,18_0,2590
169,18_1,3257
170,18_10,3570
171,18_11,3722
172,18_12,3126
173,18_13,3551
174,18_14,4164
175,18_15,4013
176,18_16,3656
177,18_17,2677
178,18_18,3658
179,18_19,3817
180,18_2,4293
181,18_20,3431
182,18_21,3556
183,18_22,3531
184,18_23,3104
185,18_3,4411
186,18_4,3913
187,18_5,4173
188,18_6,4204
189,18_7,3104
190,18_8,3228
191,18_9,4137
