,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,30
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,355
25,12_1,361
26,12_10,263
27,12_11,395
28,12_12,466
29,12_13,348
30,12_14,346
31,12_15,381
32,12_16,388
33,12_17,670
34,12_18,673
35,12_19,582
36,12_2,371
37,12_20,580
38,12_21,625
39,12_22,609
40,12_23,653
41,12_3,342
42,12_4,354
43,12_5,359
44,12_6,367
45,12_7,366
46,12_8,350
47,12_9,340
48,13_0,584
49,13_1,570
50,13_10,503
51,13_11,566
52,13_12,521
53,13_13,543
54,13_14,546
55,13_15,519
56,13_16,493
57,13_17,531
58,13_18,555
59,13_19,545
60,13_2,606
61,13_20,537
62,13_21,572
63,13_22,524
64,13_23,574
65,13_3,638
66,13_4,675
67,13_5,594
68,13_6,597
69,13_7,623
70,13_8,659
71,13_9,649
72,14_0,509
73,14_1,549
74,14_10,474
75,14_11,417
76,14_12,429
77,14_13,457
78,14_14,450
79,14_15,437
80,14_16,448
81,14_17,344
82,14_18,379
83,14_19,306
84,14_2,524
85,14_20,307
86,14_21,313
87,14_22,290
88,14_23,291
89,14_3,560
90,14_4,493
91,14_5,535
92,14_6,574
93,14_7,523
94,14_8,528
95,14_9,513
96,15_0,298
97,15_1,324
98,15_10,406
99,15_11,289
100,15_12,329
101,15_13,345
102,15_14,343
103,15_15,323
104,15_16,385
105,15_17,379
106,15_18,407
107,15_19,493
108,15_2,272
109,15_20,537
110,15_21,293
111,15_22,303
112,15_23,317
113,15_3,334
114,15_4,338
115,15_5,343
116,15_6,293
117,15_7,287
118,15_8,304
119,15_9,325
120,16_0,284
121,16_1,326
122,16_10,348
123,16_11,325
124,16_12,265
125,16_13,305
126,16_14,307
127,16_15,365
128,16_16,314
129,16_17,394
130,16_18,360
131,16_19,470
132,16_2,293
133,16_20,429
134,16_21,429
135,16_22,412
136,16_23,474
137,16_3,317
138,16_4,289
139,16_5,313
140,16_6,319
141,16_7,268
142,16_8,320
143,16_9,306
144,17_0,484
145,17_1,468
146,17_10,406
147,17_11,460
148,17_12,690
149,17_13,464
150,17_14,494
151,17_15,497
152,17_16,510
153,17_17,563
154,17_18,488
155,17_19,499
156,17_2,449
157,17_20,450
158,17_21,455
159,17_22,570
160,17_23,572
161,17_3,484
162,17_4,496
163,17_5,446
164,17_6,469
165,17_7,419
166,17_8,494
167,17_9,487
168,18_0,556
169,18_1,577
170,18_10,509
171,18_11,494
172,18_12,403
173,18_13,422
174,18_14,467
175,18_15,470
176,18_16,473
177,18_17,402
178,18_18,394
179,18_19,350
180,18_2,586
181,18_20,264
182,18_21,290
183,18_22,301
184,18_23,245
185,18_3,541
186,18_4,543
187,18_5,559
188,18_6,508
189,18_7,579
190,18_8,603
191,18_9,555
