,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,14
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,88
25,12_1,84
26,12_10,103
27,12_11,88
28,12_12,104
29,12_13,112
30,12_14,110
31,12_15,109
32,12_16,97
33,12_17,114
34,12_18,101
35,12_19,86
36,12_2,106
37,12_20,106
38,12_21,98
39,12_22,106
40,12_23,88
41,12_3,91
42,12_4,115
43,12_5,99
44,12_6,104
45,12_7,101
46,12_8,88
47,12_9,86
48,13_0,108
49,13_1,114
50,13_10,107
51,13_11,87
52,13_12,102
53,13_13,34
54,13_14,0
55,13_15,0
56,13_16,0
57,13_17,0
58,13_18,0
59,13_19,0
60,13_2,108
61,13_20,0
62,13_21,0
63,13_22,0
64,13_23,0
65,13_3,104
66,13_4,93
67,13_5,104
68,13_6,107
69,13_7,120
70,13_8,111
71,13_9,92
72,14_0,0
73,14_1,0
74,14_10,0
75,14_11,0
76,14_12,0
77,14_13,0
78,14_14,0
79,14_15,0
80,14_16,0
81,14_17,0
82,14_18,0
83,14_19,0
84,14_2,0
85,14_20,0
86,14_21,0
87,14_22,0
88,14_23,0
89,14_3,0
90,14_4,0
91,14_5,0
92,14_6,0
93,14_7,0
94,14_8,0
95,14_9,0
96,15_0,0
97,15_1,0
98,15_10,0
99,15_11,58
100,15_12,98
101,15_13,84
102,15_14,103
103,15_15,98
104,15_16,84
105,15_17,106
106,15_18,95
107,15_19,107
108,15_2,0
109,15_20,93
110,15_21,110
111,15_22,104
112,15_23,97
113,15_3,0
114,15_4,0
115,15_5,0
116,15_6,0
117,15_7,0
118,15_8,0
119,15_9,0
120,16_0,102
121,16_1,107
122,16_10,104
123,16_11,111
124,16_12,101
125,16_13,108
126,16_14,92
127,16_15,124
128,16_16,99
129,16_17,116
130,16_18,99
131,16_19,106
132,16_2,109
133,16_20,96
134,16_21,115
135,16_22,94
136,16_23,102
137,16_3,93
138,16_4,126
139,16_5,111
140,16_6,98
141,16_7,103
142,16_8,105
143,16_9,99
144,17_0,96
145,17_1,82
146,17_10,117
147,17_11,103
148,17_12,116
149,17_13,93
150,17_14,90
151,17_15,104
152,17_16,110
153,17_17,122
154,17_18,91
155,17_19,81
156,17_2,109
157,17_20,90
158,17_21,102
159,17_22,92
160,17_23,105
161,17_3,99
162,17_4,116
163,17_5,95
164,17_6,107
165,17_7,113
166,17_8,112
167,17_9,106
168,18_0,98
169,18_1,95
170,18_10,84
171,18_11,86
172,18_12,106
173,18_13,82
174,18_14,83
175,18_15,100
176,18_16,113
177,18_17,109
178,18_18,110
179,18_19,108
180,18_2,113
181,18_20,92
182,18_21,115
183,18_22,95
184,18_23,94
185,18_3,88
186,18_4,0
187,18_5,0
188,18_6,0
189,18_7,0
190,18_8,0
191,18_9,0
