,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,6
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,32
25,12_1,21
26,12_10,8
27,12_11,53
28,12_12,10
29,12_13,29
30,12_14,30
31,12_15,29
32,12_16,35
33,12_17,28
34,12_18,30
35,12_19,26
36,12_2,37
37,12_20,24
38,12_21,26
39,12_22,18
40,12_23,22
41,12_3,35
42,12_4,30
43,12_5,31
44,12_6,24
45,12_7,16
46,12_8,25
47,12_9,11
48,13_0,12
49,13_1,16
50,13_10,13
51,13_11,10
52,13_12,18
53,13_13,18
54,13_14,21
55,13_15,20
56,13_16,16
57,13_17,16
58,13_18,14
59,13_19,18
60,13_2,13
61,13_20,12
62,13_21,17
63,13_22,12
64,13_23,13
65,13_3,20
66,13_4,27
67,13_5,26
68,13_6,26
69,13_7,20
70,13_8,19
71,13_9,15
72,14_0,10
73,14_1,14
74,14_10,5
75,14_11,14
76,14_12,12
77,14_13,13
78,14_14,22
79,14_15,13
80,14_16,16
81,14_17,7
82,14_18,15
83,14_19,12
84,14_2,21
85,14_20,12
86,14_21,9
87,14_22,11
88,14_23,13
89,14_3,23
90,14_4,19
91,14_5,20
92,14_6,23
93,14_7,23
94,14_8,9
95,14_9,15
96,15_0,15
97,15_1,15
98,15_10,11
99,15_11,15
100,15_12,21
101,15_13,27
102,15_14,19
103,15_15,23
104,15_16,24
105,15_17,19
106,15_18,17
107,15_19,29
108,15_2,23
109,15_20,29
110,15_21,18
111,15_22,21
112,15_23,17
113,15_3,19
114,15_4,22
115,15_5,10
116,15_6,20
117,15_7,13
118,15_8,11
119,15_9,14
120,16_0,21
121,16_1,19
122,16_10,14
123,16_11,28
124,16_12,34
125,16_13,17
126,16_14,29
127,16_15,16
128,16_16,30
129,16_17,18
130,16_18,35
131,16_19,50
132,16_2,30
133,16_20,28
134,16_21,24
135,16_22,27
136,16_23,16
137,16_3,10
138,16_4,13
139,16_5,18
140,16_6,12
141,16_7,36
142,16_8,15
143,16_9,8
144,17_0,31
145,17_1,32
146,17_10,16
147,17_11,19
148,17_12,29
149,17_13,22
150,17_14,38
151,17_15,31
152,17_16,25
153,17_17,34
154,17_18,40
155,17_19,29
156,17_2,35
157,17_20,22
158,17_21,27
159,17_22,13
160,17_23,15
161,17_3,22
162,17_4,28
163,17_5,27
164,17_6,25
165,17_7,14
166,17_8,20
167,17_9,19
168,18_0,22
169,18_1,16
170,18_10,21
171,18_11,18
172,18_12,17
173,18_13,20
174,18_14,27
175,18_15,27
176,18_16,20
177,18_17,8
178,18_18,28
179,18_19,21
180,18_2,15
181,18_20,13
182,18_21,20
183,18_22,11
184,18_23,8
185,18_3,27
186,18_4,20
187,18_5,21
188,18_6,25
189,18_7,15
190,18_8,29
191,18_9,16
