,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,598
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,1875
25,12_1,5493
26,12_10,1226
27,12_11,3205
28,12_12,1434
29,12_13,5335
30,12_14,1675
31,12_15,3983
32,12_16,1998
33,12_17,5733
34,12_18,1529
35,12_19,4679
36,12_2,1281
37,12_20,1177
38,12_21,4250
39,12_22,2382
40,12_23,2468
41,12_3,4860
42,12_4,1606
43,12_5,2119
44,12_6,783
45,12_7,2800
46,12_8,1428
47,12_9,5458
48,13_0,272
49,13_1,4157
50,13_10,1188
51,13_11,4794
52,13_12,917
53,13_13,3182
54,13_14,1548
55,13_15,4746
56,13_16,2565
57,13_17,3402
58,13_18,1797
59,13_19,3872
60,13_2,608
61,13_20,2408
62,13_21,4277
63,13_22,927
64,13_23,3815
65,13_3,3087
66,13_4,1870
67,13_5,2720
68,13_6,1362
69,13_7,3942
70,13_8,930
71,13_9,4320
72,14_0,1324
73,14_1,3634
74,14_10,309
75,14_11,3764
76,14_12,570
77,14_13,3691
78,14_14,419
79,14_15,1610
80,14_16,4453
81,14_17,2690
82,14_18,2971
83,14_19,2697
84,14_2,1253
85,14_20,2435
86,14_21,3424
87,14_22,4116
88,14_23,3435
89,14_3,3674
90,14_4,2897
91,14_5,34
92,14_6,0
93,14_7,4525
94,14_8,257
95,14_9,3548
96,15_0,2354
97,15_1,2233
98,15_10,6922
99,15_11,11497
100,15_12,1464
101,15_13,6024
102,15_14,7912
103,15_15,16572
104,15_16,12459
105,15_17,3321
106,15_18,1741
107,15_19,6271
108,15_2,1234
109,15_20,4738
110,15_21,5148
111,15_22,5065
112,15_23,7933
113,15_3,3846
114,15_4,3070
115,15_5,3039
116,15_6,3196
117,15_7,4274
118,15_8,1450
119,15_9,12946
120,16_0,2679
121,16_1,1538
122,16_10,0
123,16_11,2080
124,16_12,663
125,16_13,3797
126,16_14,635
127,16_15,3813
128,16_16,832
129,16_17,3401
130,16_18,1813
131,16_19,4452
132,16_2,2
133,16_20,1167
134,16_21,2184
135,16_22,1216
136,16_23,2144
137,16_3,2605
138,16_4,552
139,16_5,3360
140,16_6,366
141,16_7,3920
142,16_8,190
143,16_9,0
144,17_0,220
145,17_1,2513
146,17_10,949
147,17_11,1929
148,17_12,584
149,17_13,2956
150,17_14,1931
151,17_15,1225
152,17_16,1667
153,17_17,2492
154,17_18,1184
155,17_19,2596
156,17_2,1341
157,17_20,2684
158,17_21,2713
159,17_22,718
160,17_23,3756
161,17_3,2876
162,17_4,409
163,17_5,2258
164,17_6,330
165,17_7,2102
166,17_8,1148
167,17_9,1323
168,18_0,1215
169,18_1,2705
170,18_10,0
171,18_11,3281
172,18_12,1449
173,18_13,2081
174,18_14,1474
175,18_15,2061
176,18_16,1864
177,18_17,2631
178,18_18,730
179,18_19,2325
180,18_2,335
181,18_20,1698
182,18_21,2269
183,18_22,1523
184,18_23,2602
185,18_3,1399
186,18_4,761
187,18_5,3146
188,18_6,691
189,18_7,2854
190,18_8,625
191,18_9,0
