,day_time,in_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,131
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,1305
25,12_1,1334
26,12_10,1049
27,12_11,1182
28,12_12,1221
29,12_13,1173
30,12_14,1249
31,12_15,1220
32,12_16,1249
33,12_17,1251
34,12_18,1266
35,12_19,1303
36,12_2,1300
37,12_20,1296
38,12_21,1317
39,12_22,1276
40,12_23,1311
41,12_3,1368
42,12_4,1338
43,12_5,1371
44,12_6,1292
45,12_7,1339
46,12_8,1294
47,12_9,1296
48,13_0,1329
49,13_1,1339
50,13_10,1330
51,13_11,1264
52,13_12,1341
53,13_13,1325
54,13_14,1322
55,13_15,1302
56,13_16,1293
57,13_17,1292
58,13_18,1318
59,13_19,1296
60,13_2,1348
61,13_20,1301
62,13_21,1336
63,13_22,1237
64,13_23,1351
65,13_3,1310
66,13_4,1243
67,13_5,1375
68,13_6,1318
69,13_7,1362
70,13_8,1358
71,13_9,1349
72,14_0,1369
73,14_1,1293
74,14_10,1293
75,14_11,1253
76,14_12,1350
77,14_13,1357
78,14_14,1334
79,14_15,1393
80,14_16,1297
81,14_17,1305
82,14_18,1331
83,14_19,1334
84,14_2,1335
85,14_20,1341
86,14_21,1245
87,14_22,1291
88,14_23,1335
89,14_3,1337
90,14_4,1304
91,14_5,1343
92,14_6,1355
93,14_7,1341
94,14_8,1335
95,14_9,1333
96,15_0,1320
97,15_1,1374
98,15_10,1159
99,15_11,1053
100,15_12,1246
101,15_13,1202
102,15_14,1208
103,15_15,1134
104,15_16,1126
105,15_17,1138
106,15_18,1115
107,15_19,1179
108,15_2,1244
109,15_20,1213
110,15_21,1258
111,15_22,1224
112,15_23,1267
113,15_3,1225
114,15_4,1311
115,15_5,1273
116,15_6,1280
117,15_7,1354
118,15_8,1257
119,15_9,1187
120,16_0,1350
121,16_1,1228
122,16_10,1199
123,16_11,1243
124,16_12,1209
125,16_13,1150
126,16_14,1231
127,16_15,1153
128,16_16,1201
129,16_17,1168
130,16_18,1173
131,16_19,1200
132,16_2,1298
133,16_20,1312
134,16_21,1259
135,16_22,1301
136,16_23,1274
137,16_3,1297
138,16_4,1254
139,16_5,1230
140,16_6,1284
141,16_7,1348
142,16_8,1213
143,16_9,1214
144,17_0,1265
145,17_1,1331
146,17_10,1165
147,17_11,1229
148,17_12,1207
149,17_13,1253
150,17_14,1158
151,17_15,1241
152,17_16,1189
153,17_17,1287
154,17_18,1248
155,17_19,1234
156,17_2,1254
157,17_20,1228
158,17_21,1227
159,17_22,1260
160,17_23,1256
161,17_3,1256
162,17_4,1260
163,17_5,1246
164,17_6,1292
165,17_7,1320
166,17_8,1353
167,17_9,1308
168,18_0,1238
169,18_1,1298
170,18_10,1179
171,18_11,1276
172,18_12,1230
173,18_13,1246
174,18_14,1258
175,18_15,1239
176,18_16,1272
177,18_17,1235
178,18_18,1219
179,18_19,1269
180,18_2,1333
181,18_20,1266
182,18_21,1301
183,18_22,1279
184,18_23,1104
185,18_3,1221
186,18_4,1213
187,18_5,1304
188,18_6,1301
189,18_7,1307
190,18_8,1254
191,18_9,1223
