,day_time,uplink_length,downlink_length,sum_flow
0,11_23,16307,9241,25548
1,12_0,67815,67585,135400
2,12_1,83292,71808,155100
3,12_10,770453,2651877,3422330
4,12_11,696439,574160,1270599
5,12_12,462567,449081,911648
6,12_13,677123,749061,1426184
7,12_14,588221,624296,1212517
8,12_15,617544,554321,1171865
9,12_16,625519,685354,1310873
10,12_17,616831,2892317,3509148
11,12_18,630111,603045,1233156
12,12_19,339669,349878,689547
13,12_2,69272,50479,119751
14,12_20,233547,208914,442461
15,12_21,146509,134935,281444
16,12_22,99089,238202,337291
17,12_23,84286,60564,144850
18,12_3,63919,50598,114517
19,12_4,66963,52677,119640
20,12_5,59200,43958,103158
21,12_6,67773,54869,122642
22,12_7,37840,34447,72287
23,12_8,71507,59157,130664
24,12_9,583503,692857,1276360
25,13_0,92826,114504,207330
26,13_1,68862,49755,118617
27,13_10,140683,195457,336140
28,13_11,140865,178229,319094
29,13_12,160211,123928,284139
30,13_13,143272,113004,256276
31,13_14,134555,176425,310980
32,13_15,126372,121014,247386
33,13_16,111013,150007,261020
34,13_17,154546,207691,362237
35,13_18,138046,258335,396381
36,13_19,153642,198818,352460
37,13_2,71741,140217,211958
38,13_20,120858,156893,277751
39,13_21,70071,74197,144268
40,13_22,91204,62770,153974
41,13_23,96230,78324,174554
42,13_3,64300,133888,198188
43,13_4,67091,65106,132197
44,13_5,58405,45393,103798
45,13_6,51772,57856,109628
46,13_7,80360,137055,217415
47,13_8,46610,62660,109270
48,13_9,104088,80844,184932
49,14_0,68540,65810,134350
50,14_1,62822,50924,113746
51,14_10,121554,93744,215298
52,14_11,105394,121014,226408
53,14_12,136845,135522,272367
54,14_13,114491,129184,243675
55,14_14,111951,158818,270769
56,14_15,104466,100206,204672
57,14_16,131070,83113,214183
58,14_17,79843,80078,159921
59,14_18,86886,74874,161760
60,14_19,75904,47782,123686
61,14_2,76930,99687,176617
62,14_20,102121,155529,257650
63,14_21,71189,50852,122041
64,14_22,73948,85128,159076
65,14_23,55340,69987,125327
66,14_3,55706,122306,178012
67,14_4,49115,208945,258060
68,14_5,51284,60018,111302
69,14_6,54825,54092,108917
70,14_7,91995,67026,159021
71,14_8,65331,61093,126424
72,14_9,89668,73955,163623
73,15_0,47784,34348,82132
74,15_1,82417,138479,220896
75,15_10,491235,509772,1001007
76,15_11,620470,496374,1116844
77,15_12,454356,844355,1298711
78,15_13,637008,688143,1325151
79,15_14,535688,584717,1120405
80,15_15,465272,468032,933304
81,15_16,451181,420264,871445
82,15_17,568070,938325,1506395
83,15_18,485112,607043,1092155
84,15_19,420658,358937,779595
