,day_time,uplink_length,downlink_length,sum_flow
0,11_23,2373,4305,6678
1,12_0,23278,42230,65508
2,12_1,23278,41820,65098
3,12_10,17967,27675,45642
4,12_11,21357,36900,58257
5,12_12,24408,42230,66638
6,12_13,16837,28700,45537
7,12_14,17967,30340,48307
8,12_15,22713,39770,62483
9,12_16,20792,35465,56257
10,12_17,19549,33005,52554
11,12_18,20453,35055,55508
12,12_19,22487,39155,61642
13,12_2,21357,38335,59692
14,12_20,22374,39770,62144
15,12_21,25425,45305,70730
16,12_22,19549,34850,54399
17,12_23,20679,36285,56964
18,12_3,23617,41410,65027
19,12_4,20340,36285,56625
20,12_5,23278,41000,64278
21,12_6,17854,31775,49629
22,12_7,21018,37720,58738
23,12_8,19888,35055,54943
24,12_9,20792,36080,56872
25,13_0,25764,46125,71889
26,13_1,21244,36490,57734
27,13_10,24521,43665,68186
28,13_11,20792,36285,57077
29,13_12,23504,42025,65529
30,13_13,22713,40795,63508
31,13_14,21922,38745,60667
32,13_15,23843,42025,65868
33,13_16,21922,38130,60052
34,13_17,23956,42435,66391
35,13_18,22148,39155,61303
36,13_19,21131,37720,58851
37,13_2,20905,36695,57600
38,13_20,23165,41000,64165
39,13_21,23165,40795,63960
40,13_22,22600,39975,62575
41,13_23,24182,42230,66412
42,13_3,24521,43460,67981
43,13_4,21131,37310,58441
44,13_5,22939,41410,64349
45,13_6,21696,37925,59621
46,13_7,22035,38950,60985
47,13_8,22939,41000,63939
48,13_9,19549,34440,53989
49,14_0,23278,41205,64483
50,14_1,20905,37105,58010
51,14_10,24747,44690,69437
52,14_11,18306,33005,51311
53,14_12,22713,39360,62073
54,14_13,22487,40385,62872
55,14_14,22487,39770,62257
56,14_15,20453,36900,57353
57,14_16,21244,37925,59169
58,14_17,24860,43870,68730
59,14_18,24860,44485,69345
60,14_19,22600,40385,62985
61,14_2,24521,43255,67776
62,14_20,23165,41410,64575
63,14_21,21809,38950,60759
64,14_22,21131,38130,59261
65,14_23,23617,42230,65847
66,14_3,23052,41000,64052
67,14_4,22261,40180,62441
68,14_5,20566,36490,57056
69,14_6,22826,39975,62801
70,14_7,22826,41410,64236
71,14_8,22148,39155,61303
72,14_9,21018,37720,58738
73,15_0,22600,40795,63395
74,15_1,23730,42845,66575
75,15_10,21131,36900,58031
76,15_11,15142,26035,41177
77,15_12,22487,38540,61027
78,15_13,18984,32595,51579
79,15_14,20453,34030,54483
80,15_15,17854,30340,48194
81,15_16,20340,33825,54165
82,15_17,21696,36695,58391
83,15_18,18984,31160,50144
84,15_19,24521,43255,67776
85,15_2,20679,37105,57784
86,15_20,20679,36490,57169
87,15_21,21131,38130,59261
88,15_22,23730,42845,66575
89,15_23,21244,38335,59579
90,15_3,22939,40590,63529
91,15_4,22826,41000,63826
92,15_5,22713,40590,63303
93,15_6,22939,39975,62914
94,15_7,24295,43255,67550
95,15_8,23843,41410,65253
96,15_9,23165,39770,62935
97,16_0,22035,39770,61805
98,16_1,21470,38540,60010
99,16_10,23617,41410,65027
100,16_11,21696,37720,59416
101,16_12,20566,36080,56646
102,16_13,21357,36900,58257
103,16_14,22374,38745,61119
104,16_15,21583,37515,59098
105,16_16,21244,37105,58349
106,16_17,18193,32390,50583
107,16_18,20679,36490,57169
108,16_19,21809,38335,60144
109,16_2,23617,42640,66257
110,16_20,24182,42640,66822
111,16_21,20227,36285,56512
112,16_22,22261,39770,62031
113,16_23,19323,35055,54378
114,16_3,22261,40180,62441
115,16_4,23052,41205,64257
116,16_5,22261,40385,62646
117,16_6,22600,41000,63600
118,16_7,25764,46330,72094
119,16_8,23165,41820,64985
120,16_9,22148,38745,60893
121,17_0,20453,36900,57353
122,17_1,23165,41615,64780
123,17_10,20905,35670,56575
124,17_11,20566,36490,57056
125,17_12,22035,38130,60165
126,17_13,22939,39155,62094
127,17_14,22826,39975,62801
128,17_15,22826,39770,62596
129,17_16,19662,34850,54512
130,17_17,20905,37515,58420
131,17_18,20905,36490,57395
132,17_19,21018,37515,58533
133,17_2,25199,45100,70299
134,17_20,19662,34850,54512
135,17_21,23278,40590,63868
136,17_22,24295,43050,67345
137,17_23,21470,38950,60420
138,17_3,20340,36695,57035
139,17_4,21696,38335,60031
140,17_5,22148,39975,62123
141,17_6,21018,37720,58738
142,17_7,23843,43050,66893
143,17_8,23278,42025,65303
144,17_9,21357,37925,59282
145,18_0,22826,41000,63826
146,18_1,21696,38540,60236
147,18_10,22487,38745,61232
148,18_11,20453,35670,56123
149,18_12,21583,37515,59098
150,18_13,21244,37515,58759
151,18_14,23391,40180,63571
152,18_15,23391,40795,64186
153,18_16,21809,38950,60759
154,18_17,18645,32185,50830
155,18_18,20905,36490,57395
156,18_19,21470,37310,58780
157,18_2,22148,39565,61713
158,18_20,24634,44075,68709
159,18_21,25651,45920,71571
160,18_22,22035,39565,61600
161,18_23,18532,33210,51742
162,18_3,22374,39975,62349
163,18_4,23730,43050,66780
164,18_5,21583,38745,60328
165,18_6,23165,41205,64370
166,18_7,21357,38130,59487
167,18_8,22600,40385,62985
168,18_9,24634,43870,68504
169,11-0,0,0,0
170,11-1,0,0,0
171,11-2,0,0,0
172,11-3,0,0,0
173,11-4,0,0,0
174,11-5,0,0,0
175,11-6,0,0,0
176,11-7,0,0,0
177,11-8,0,0,0
178,11-9,0,0,0
179,11-10,0,0,0
180,11-11,0,0,0
181,11-12,0,0,0
182,11-13,0,0,0
183,11-14,0,0,0
184,11-15,0,0,0
185,11-16,0,0,0
186,11-17,0,0,0
187,11-18,0,0,0
188,11-19,0,0,0
189,11-20,0,0,0
190,11-21,0,0,0
191,11-22,0,0,0
192,11-23,0,0,0
193,12-0,0,0,0
194,12-1,0,0,0
195,12-2,0,0,0
196,12-3,0,0,0
197,12-4,0,0,0
198,12-5,0,0,0
199,12-6,0,0,0
200,12-7,0,0,0
201,12-8,0,0,0
202,12-9,0,0,0
203,12-10,0,0,0
204,12-11,0,0,0
205,12-12,0,0,0
206,12-13,0,0,0
207,12-14,0,0,0
208,12-15,0,0,0
209,12-16,0,0,0
210,12-17,0,0,0
211,12-18,0,0,0
212,12-19,0,0,0
213,12-20,0,0,0
214,12-21,0,0,0
215,12-22,0,0,0
216,12-23,0,0,0
217,13-0,0,0,0
218,13-1,0,0,0
219,13-2,0,0,0
220,13-3,0,0,0
221,13-4,0,0,0
222,13-5,0,0,0
223,13-6,0,0,0
224,13-7,0,0,0
225,13-8,0,0,0
226,13-9,0,0,0
227,13-10,0,0,0
228,13-11,0,0,0
229,13-12,0,0,0
230,13-13,0,0,0
231,13-14,0,0,0
232,13-15,0,0,0
233,13-16,0,0,0
234,13-17,0,0,0
235,13-18,0,0,0
236,13-19,0,0,0
237,13-20,0,0,0
238,13-21,0,0,0
239,13-22,0,0,0
240,13-23,0,0,0
241,14-0,0,0,0
242,14-1,0,0,0
243,14-2,0,0,0
244,14-3,0,0,0
245,14-4,0,0,0
246,14-5,0,0,0
247,14-6,0,0,0
248,14-7,0,0,0
249,14-8,0,0,0
250,14-9,0,0,0
251,14-10,0,0,0
252,14-11,0,0,0
253,14-12,0,0,0
254,14-13,0,0,0
255,14-14,0,0,0
256,14-15,0,0,0
257,14-16,0,0,0
258,14-17,0,0,0
259,14-18,0,0,0
260,14-19,0,0,0
261,14-20,0,0,0
262,14-21,0,0,0
263,14-22,0,0,0
264,14-23,0,0,0
265,15-0,0,0,0
266,15-1,0,0,0
267,15-2,0,0,0
268,15-3,0,0,0
269,15-4,0,0,0
270,15-5,0,0,0
271,15-6,0,0,0
272,15-7,0,0,0
273,15-8,0,0,0
274,15-9,0,0,0
275,15-10,0,0,0
276,15-11,0,0,0
277,15-12,0,0,0
278,15-13,0,0,0
279,15-14,0,0,0
280,15-15,0,0,0
281,15-16,0,0,0
282,15-17,0,0,0
283,15-18,0,0,0
284,15-19,0,0,0
285,15-20,0,0,0
286,15-21,0,0,0
287,15-22,0,0,0
288,15-23,0,0,0
289,16-0,0,0,0
290,16-1,0,0,0
291,16-2,0,0,0
292,16-3,0,0,0
293,16-4,0,0,0
294,16-5,0,0,0
295,16-6,0,0,0
296,16-7,0,0,0
297,16-8,0,0,0
298,16-9,0,0,0
299,16-10,0,0,0
300,16-11,0,0,0
301,16-12,0,0,0
302,16-13,0,0,0
303,16-14,0,0,0
304,16-15,0,0,0
305,16-16,0,0,0
306,16-17,0,0,0
307,16-18,0,0,0
308,16-19,0,0,0
309,16-20,0,0,0
310,16-21,0,0,0
311,16-22,0,0,0
312,16-23,0,0,0
313,17-0,0,0,0
314,17-1,0,0,0
315,17-2,0,0,0
316,17-3,0,0,0
317,17-4,0,0,0
318,17-5,0,0,0
319,17-6,0,0,0
320,17-7,0,0,0
321,17-8,0,0,0
322,17-9,0,0,0
323,17-10,0,0,0
324,17-11,0,0,0
325,17-12,0,0,0
326,17-13,0,0,0
327,17-14,0,0,0
328,17-15,0,0,0
329,17-16,0,0,0
330,17-17,0,0,0
331,17-18,0,0,0
332,17-19,0,0,0
333,17-20,0,0,0
334,17-21,0,0,0
335,17-22,0,0,0
336,17-23,0,0,0
337,18-0,0,0,0
338,18-1,0,0,0
