,day_time,uplink_length,downlink_length,sum_flow
0,11_23,980,2040,3020
1,12_0,10682,22236,32918
2,12_1,81783,90310,172093
3,12_10,9114,17340,26454
4,12_11,10388,21012,31400
5,12_12,11650,20160,31810
6,12_13,11748,21516,33264
7,12_14,10094,20196,30290
8,12_15,9604,19584,29188
9,12_16,11160,19884,31044
10,12_17,9604,19176,28780
11,12_18,7840,15708,23548
12,12_19,9408,19584,28992
13,12_2,10388,21624,32012
14,12_20,12238,22536,34774
15,12_21,9408,19176,28584
16,12_22,12270,22276,34546
17,12_23,7546,15504,23050
18,12_3,10094,20604,30698
19,12_4,10388,21420,31808
20,12_5,10878,22644,33522
21,12_6,8820,17544,26364
22,12_7,9016,18768,27784
23,12_8,9016,18768,27784
24,12_9,4410,8976,13386
25,13_0,12924,24576,37500
26,13_1,12532,23556,36088
27,13_10,10780,22032,32812
28,13_11,9702,19992,29694
29,13_12,12042,22536,34578
30,13_13,8330,16728,25058
31,13_14,9604,19380,28984
32,13_15,8624,17544,26168
33,13_16,6272,12852,19124
34,13_17,7240,12540,19780
35,13_18,7252,14688,21940
36,13_19,3724,7344,11068
37,13_2,12238,22668,34906
38,13_20,6750,11420,18170
39,13_21,4998,10404,15402
40,13_22,7730,13560,21290
41,13_23,3724,7344,11068
42,13_3,8036,16524,24560
43,13_4,8134,16524,24658
44,13_5,11172,22236,33408
45,13_6,30447,44619,75066
46,13_7,10358,21646,32004
47,13_8,9408,19380,28788
48,13_9,9310,19380,28690
49,14_0,4508,9384,13892
50,14_1,4312,8772,13084
51,14_10,5838,10114,15952
52,14_11,4312,8568,12880
53,14_12,6946,12336,19282
54,14_13,7406,12970,20376
55,14_14,4312,8772,13084
56,14_15,4674,9202,13876
57,14_16,4998,9588,14586
58,14_17,4998,10404,15402
59,14_18,4116,8364,12480
60,14_19,4802,9996,14798
61,14_2,3920,8160,12080
62,14_20,7436,12948,20384
63,14_21,6242,13078,19320
64,14_22,4018,8160,12178
65,14_23,4998,10404,15402
66,14_3,6468,13260,19728
67,14_4,3920,7752,11672
68,14_5,5782,11628,17410
69,14_6,5555,13108,18663
70,14_7,48121,56864,104985
71,14_8,4018,8364,12382
72,14_9,6554,11112,17666
73,15_0,8318,14276,22594
74,15_1,6328,10930,17258
75,15_10,8526,17136,25662
76,15_11,8526,17340,25866
77,15_12,9114,18360,27474
78,15_13,9898,19584,29482
79,15_14,7938,15300,23238
80,15_15,10836,18886,29722
81,15_16,9996,20196,30192
82,15_17,8722,17544,26266
83,15_18,9114,18156,27270
84,15_19,7908,16546,24454
85,15_2,5262,10630,15892
86,15_20,12140,22944,35084
87,15_21,10192,20808,31000
88,15_22,11270,22848,34118
89,15_23,9016,18360,27376
90,15_3,15068,25404,40472
91,15_4,11172,22440,33612
92,15_5,8428,17136,25564
93,15_6,11368,23256,34624
94,15_7,10584,21624,32208
95,15_8,19645,32467,52112
96,15_9,8624,17340,25964
97,16_0,9408,19176,28584
98,16_1,7938,15912,23850
99,16_10,9114,18768,27882
100,16_11,10192,19380,29572
101,16_12,11172,23052,34224
102,16_13,9604,19176,28780
103,16_14,9114,18360,27474
104,16_15,9212,18360,27572
105,16_16,9702,19788,29490
106,16_17,10094,20196,30290
107,16_18,11718,21538,33256
108,16_19,8918,17952,26870
109,16_2,11258,21312,32570
110,16_20,8918,18156,27074
111,16_21,11356,21516,32872
112,16_22,10388,20400,30788
113,16_23,9506,19584,29090
114,16_3,8036,16524,24560
115,16_4,10584,21420,32004
116,16_5,15166,27120,42286
117,16_6,10094,20808,30902
118,16_7,8232,16932,25164
119,16_8,8918,18156,27074
120,16_9,8594,17974,26568
121,17_0,11564,23868,35432
122,17_1,13022,24780,37802
123,17_10,10486,20196,30682
124,17_11,10878,21828,32706
125,17_12,12238,22944,35182
126,17_13,9408,18768,28176
127,17_14,10396,20247,30643
128,17_15,9408,18768,28176
129,17_16,10388,20808,31196
130,17_17,9604,19584,29188
131,17_18,9898,20196,30094
132,17_19,8722,17952,26674
133,17_2,10780,21624,32404
134,17_20,12336,22844,35180
135,17_21,9016,18360,27376
136,17_22,10094,20808,30902
137,17_23,11846,21180,33026
138,17_3,13512,25800,39312
139,17_4,10780,21624,32404
140,17_5,9996,20604,30600
141,17_6,10670,19272,29942
142,17_7,11172,22236,33408
143,17_8,12140,22212,34352
144,17_9,9280,19198,28478
145,18_0,10976,22644,33620
146,18_1,12042,22536,34578
147,18_10,9702,18768,28470
148,18_11,9898,20196,30094
149,18_12,10486,21624,32110
150,18_13,9800,20196,29996
151,18_14,12140,22944,35084
152,18_15,9702,19992,29694
153,18_16,9310,19176,28486
154,18_17,8134,16728,24862
155,18_18,8036,16320,24356
156,18_19,8820,18360,27180
157,18_2,6958,14484,21442
158,18_20,9574,19810,29384
159,18_21,10682,22236,32918
160,18_22,13904,26004,39908
161,18_23,9886,18048,27934
162,18_3,8036,16728,24764
163,18_4,9408,18768,28176
164,18_5,10682,21828,32510
165,18_6,7644,15912,23556
166,18_7,9408,18768,28176
167,18_8,11552,21720,33272
168,18_9,9788,18252,28040
169,11-0,0,0,0
