,day_time,uplink_length,downlink_length,sum_flow
0,11_23,6522,4830,11352
1,12_0,88437,62344,150781
2,12_1,83130,57466,140596
3,12_10,1639462,3313130,4952592
4,12_11,993262,1600292,2593554
5,12_12,585207,1236423,1821630
6,12_13,1137463,2113569,3251032
7,12_14,1291964,2412767,3704731
8,12_15,2421969,1983063,4405032
9,12_16,1835115,2158206,3993321
10,12_17,2020248,15174087,17194335
11,12_18,832291,1959485,2791776
12,12_19,2759432,5768725,8528157
13,12_2,72904,45990,118894
14,12_20,6380764,101895,6482659
15,12_21,728581,727233,1455814
16,12_22,70381,167513,237894
17,12_23,31467,28488,59955
18,12_3,81956,60400,142356
19,12_4,83817,59372,143189
20,12_5,93363,67150,160513
21,12_6,67825,44252,112077
22,12_7,76687,52234,128921
23,12_8,79478,52500,131978
24,12_9,1366789,2767619,4134408
25,13_0,51397,44270,95667
26,13_1,26113,22810,48923
27,13_10,80112,72178,152290
28,13_11,98926,95733,194659
29,13_12,73365,67952,141317
30,13_13,126983,109894,236877
31,13_14,41215,35246,76461
32,13_15,126933,257812,384745
33,13_16,81401,68215,149616
34,13_17,58419,54639,113058
35,13_18,62223,58935,121158
36,13_19,95069,146537,241606
37,13_2,5475,4778,10253
38,13_20,32965,25798,58763
39,13_21,24881,21784,46665
40,13_22,38340,33428,71768
41,13_23,69920,63828,133748
42,13_3,19788,15624,35412
43,13_4,27982,24918,52900
44,13_5,16432,13544,29976
45,13_6,35271,27889,63160
46,13_7,24849,19694,44543
47,13_8,19070,15196,34266
48,13_9,112459,109058,221517
49,14_0,64373,59645,124018
50,14_1,9475,11854,21329
51,14_10,56187,47216,103403
52,14_11,93772,64126,157898
53,14_12,101809,69784,171593
54,14_13,142012,117374,259386
55,14_14,119711,101122,220833
56,14_15,116589,98462,215051
57,14_16,120560,100899,221459
58,14_17,94977,73893,168870
59,14_18,95247,66450,161697
60,14_19,102683,76599,179282
61,14_2,55316,50512,105828
62,14_20,81450,55676,137126
63,14_21,100476,66858,167334
64,14_22,65555,47242,112797
65,14_23,69774,46407,116181
66,14_3,22645,18676,41321
67,14_4,12068,8759,20827
68,14_5,3996,3154,7150
69,14_6,27397,24422,51819
70,14_7,43013,41155,84168
71,14_8,26807,21990,48797
72,14_9,26123,27393,53516
73,15_0,74553,49566,124119
74,15_1,75099,51964,127063
75,15_10,4953584,3437220,8390804
76,15_11,1180439,1427882,2608321
77,15_12,811618,1564450,2376068
78,15_13,1532261,1843659,3375920
79,15_14,2402642,2932264,5334906
80,15_15,3149424,5932890,9082314
81,15_16,1157578,1333741,2491319
82,15_17,1494348,1331669,2826017
83,15_18,899387,838223,1737610
84,15_19,675211,791846,1467057
85,15_2,99372,74546,173918
86,15_20,340119,317549,657668
87,15_21,324814,300446,625260
88,15_22,316967,266294,583261
89,15_23,220435,164608,385043
90,15_3,74476,53958,128434
91,15_4,61956,41526,103482
