,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,38
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,347
25,12_1,280
26,12_10,160
27,12_11,192
28,12_12,257
29,12_13,201
30,12_14,240
31,12_15,240
32,12_16,230
33,12_17,232
34,12_18,240
35,12_19,230
36,12_2,266
37,12_20,271
38,12_21,230
39,12_22,249
40,12_23,229
41,12_3,239
42,12_4,246
43,12_5,234
44,12_6,240
45,12_7,260
46,12_8,248
47,12_9,243
48,13_0,252
49,13_1,269
50,13_10,277
51,13_11,236
52,13_12,270
53,13_13,298
54,13_14,174
55,13_15,156
56,13_16,184
57,13_17,176
58,13_18,178
59,13_19,156
60,13_2,245
61,13_20,175
62,13_21,141
63,13_22,171
64,13_23,142
65,13_3,230
66,13_4,251
67,13_5,243
68,13_6,269
69,13_7,252
70,13_8,247
71,13_9,252
72,14_0,166
73,14_1,156
74,14_10,170
75,14_11,157
76,14_12,169
77,14_13,150
78,14_14,170
79,14_15,161
80,14_16,182
81,14_17,172
82,14_18,147
83,14_19,148
84,14_2,147
85,14_20,157
86,14_21,157
87,14_22,152
88,14_23,173
89,14_3,181
90,14_4,171
91,14_5,163
92,14_6,167
93,14_7,163
94,14_8,189
95,14_9,159
96,15_0,169
97,15_1,161
98,15_10,137
99,15_11,146
100,15_12,182
101,15_13,174
102,15_14,154
103,15_15,129
104,15_16,146
105,15_17,138
106,15_18,140
107,15_19,176
108,15_2,177
109,15_20,171
110,15_21,163
111,15_22,185
112,15_23,147
113,15_3,176
114,15_4,154
115,15_5,150
116,15_6,155
117,15_7,166
118,15_8,149
119,15_9,156
120,16_0,163
121,16_1,147
122,16_10,156
123,16_11,141
124,16_12,174
125,16_13,170
126,16_14,143
127,16_15,138
128,16_16,171
129,16_17,137
130,16_18,148
131,16_19,143
132,16_2,177
133,16_20,168
134,16_21,163
135,16_22,152
136,16_23,181
137,16_3,162
138,16_4,157
139,16_5,175
140,16_6,182
141,16_7,149
142,16_8,149
143,16_9,149
144,17_0,164
145,17_1,189
146,17_10,130
147,17_11,130
148,17_12,139
149,17_13,170
150,17_14,138
151,17_15,159
152,17_16,162
153,17_17,164
154,17_18,141
155,17_19,180
156,17_2,154
157,17_20,150
158,17_21,143
159,17_22,169
160,17_23,159
161,17_3,162
162,17_4,166
163,17_5,170
164,17_6,165
165,17_7,180
166,17_8,171
167,17_9,152
168,18_0,152
169,18_1,188
170,18_10,167
171,18_11,170
172,18_12,167
173,18_13,153
174,18_14,159
175,18_15,157
176,18_16,145
177,18_17,181
178,18_18,161
179,18_19,160
180,18_2,157
181,18_20,158
182,18_21,176
183,18_22,177
184,18_23,149
185,18_3,167
186,18_4,173
187,18_5,171
188,18_6,161
189,18_7,160
190,18_8,170
191,18_9,195
