,day_time,uplink_length,downlink_length,sum_flow
0,11_23,3640,1983,5623
1,12_0,8822,10160,18982
2,12_1,9571,9782,19353
3,12_10,87557,78030,165587
4,12_11,113121,87906,201027
5,12_12,98315,84552,182867
6,12_13,103117,83664,186781
7,12_14,106758,89032,195790
8,12_15,122443,89103,211546
9,12_16,114005,93125,207130
10,12_17,119689,91465,211154
11,12_18,85927,70204,156131
12,12_19,54064,48285,102349
13,12_2,9612,11095,20707
14,12_20,42093,26151,68244
15,12_21,33434,19482,52916
16,12_22,11830,11592,23422
17,12_23,13483,12642,26125
18,12_3,8269,8557,16826
19,12_4,9160,9607,18767
20,12_5,9712,9525,19237
21,12_6,9131,10019,19150
22,12_7,8019,8710,16729
23,12_8,10398,11982,22380
24,12_9,67029,50843,117872
25,13_0,14764,8320,23084
26,13_1,13692,9215,22907
27,13_10,19522,21229,40751
28,13_11,22675,24310,46985
29,13_12,19298,20304,39602
30,13_13,28221,27492,55713
31,13_14,25413,23229,48642
32,13_15,21733,24954,46687
33,13_16,43554,23174,66728
34,13_17,25591,21499,47090
35,13_18,19598,18583,38181
36,13_19,18181,14649,32830
37,13_2,9832,8111,17943
38,13_20,18506,12785,31291
39,13_21,14662,11401,26063
40,13_22,12825,10796,23621
41,13_23,6746,6514,13260
42,13_3,6814,7353,14167
43,13_4,6139,5229,11368
44,13_5,10524,9207,19731
45,13_6,9610,8238,17848
46,13_7,11939,11753,23692
47,13_8,11564,10408,21972
48,13_9,24381,17113,41494
49,14_0,6670,5826,12496
50,14_1,5101,4493,9594
51,14_10,20833,15486,36319
52,14_11,12287,14142,26429
53,14_12,11340,13032,24372
54,14_13,14171,16242,30413
55,14_14,14338,16537,30875
56,14_15,24846,18694,43540
57,14_16,21186,18156,39342
58,14_17,34277,18740,53017
59,14_18,18666,12199,30865
60,14_19,14093,10046,24139
61,14_2,6375,6375,12750
62,14_20,14830,13529,28359
63,14_21,8855,8197,17052
64,14_22,7926,7437,15363
65,14_23,6268,5229,11497
66,14_3,7747,5951,13698
67,14_4,6552,5740,12292
68,14_5,5315,5217,10532
69,14_6,5232,5193,10425
70,14_7,6222,5953,12175
71,14_8,8033,9237,17270
72,14_9,20949,13213,34162
73,15_0,9421,8228,17649
74,15_1,5510,6305,11815
75,15_10,89360,79561,168921
76,15_11,81828,66121,147949
77,15_12,82907,82238,165145
78,15_13,131555,85810,217365
79,15_14,176243,95026,271269
80,15_15,226040,111148,337188
81,15_16,190792,96719,287511
82,15_17,211759,103737,315496
83,15_18,226350,93910,320260
84,15_19,129173,62712,191885
85,15_2,6743,5265,12008
86,15_20,112923,40822,153745
87,15_21,48316,25272,73588
88,15_22,58916,21052,79968
89,15_23,40146,18326,58472
90,15_3,5199,5991,11190
91,15_4,9260,6838,16098
92,15_5,7984,5999,13983
93,15_6,3939,4543,8482
94,15_7,11661,9197,20858
95,15_8,13004,8248,21252
96,15_9,58744,43412,102156
97,16_0,33845,14141,47986
98,16_1,29282,12137,41419
99,16_10,371093,109220,480313
100,16_11,361752,116126,477878
101,16_12,322198,103838,426036
102,16_13,340816,90179,430995
103,16_14,542247,121724,663971
104,16_15,453051,109653,562704
105,16_16,442124,115027,557151
