,day_time,uplink_length,downlink_length,sum_flow
0,11_23,1066,840,1906
1,12_0,12109,9240,21349
2,12_1,8801,6552,15353
3,12_10,57670,43176,100846
4,12_11,66277,50232,116509
5,12_12,67643,50568,118211
6,12_13,61271,46536,107807
7,12_14,75446,56784,132230
8,12_15,73503,55608,129111
9,12_16,72297,54600,126897
10,12_17,72141,54768,126909
11,12_18,65189,48384,113573
12,12_19,38672,29568,68240
13,12_2,7583,5880,13463
14,12_20,19915,15792,35707
15,12_21,14980,11592,26572
16,12_22,10116,7896,18012
17,12_23,10876,8400,19276
18,12_3,7055,5544,12599
19,12_4,9078,7056,16134
20,12_5,8109,6384,14493
21,12_6,11094,8736,19830
22,12_7,8254,6384,14638
23,12_8,13005,10248,23253
24,12_9,39667,30576,70243
25,13_0,5664,4368,10032
26,13_1,7997,6216,14213
27,13_10,14648,11256,25904
28,13_11,18113,13944,32057
29,13_12,19440,15120,34560
30,13_13,20165,15792,35957
31,13_14,20139,15792,35931
32,13_15,20681,15960,36641
33,13_16,20368,15456,35824
34,13_17,23159,17808,40967
35,13_18,15307,12096,27403
36,13_19,11586,8904,20490
37,13_2,6403,5040,11443
38,13_20,12599,9744,22343
39,13_21,9738,7560,17298
40,13_22,6512,5040,11552
41,13_23,8575,6384,14959
42,13_3,5639,4368,10007
43,13_4,7735,6048,13783
44,13_5,7547,5712,13259
45,13_6,9028,6720,15748
46,13_7,8682,6720,15402
47,13_8,9145,7224,16369
48,13_9,11712,9072,20784
49,14_0,6373,4872,11245
50,14_1,8599,6552,15151
51,14_10,12476,9744,22220
52,14_11,12763,9744,22507
53,14_12,16733,12936,29669
54,14_13,14955,11592,26547
55,14_14,17073,13104,30177
56,14_15,18184,14280,32464
57,14_16,18749,14952,33701
58,14_17,18127,13944,32071
59,14_18,15589,12264,27853
60,14_19,11393,9072,20465
61,14_2,5749,4368,10117
62,14_20,11704,9240,20944
63,14_21,6888,5544,12432
64,14_22,8056,6216,14272
65,14_23,9836,7728,17564
66,14_3,7382,5544,12926
67,14_4,6833,5208,12041
68,14_5,5276,4032,9308
69,14_6,8006,6216,14222
70,14_7,5355,4200,9555
