,day_time,out_degree
0,11_0,0
1,11_1,0
2,11_10,0
3,11_11,0
4,11_12,0
5,11_13,0
6,11_14,0
7,11_15,0
8,11_16,0
9,11_17,0
10,11_18,0
11,11_19,0
12,11_2,0
13,11_20,0
14,11_21,0
15,11_22,0
16,11_23,4
17,11_3,0
18,11_4,0
19,11_5,0
20,11_6,0
21,11_7,0
22,11_8,0
23,11_9,0
24,12_0,38
25,12_1,47
26,12_10,200
27,12_11,237
28,12_12,185
29,12_13,240
30,12_14,246
31,12_15,219
32,12_16,275
33,12_17,292
34,12_18,267
35,12_19,126
36,12_2,29
37,12_20,61
38,12_21,30
39,12_22,42
40,12_23,18
41,12_3,34
42,12_4,29
43,12_5,22
44,12_6,24
45,12_7,17
46,12_8,32
47,12_9,297
48,13_0,21
49,13_1,21
50,13_10,57
51,13_11,52
52,13_12,68
53,13_13,63
54,13_14,73
55,13_15,58
56,13_16,67
57,13_17,71
58,13_18,43
59,13_19,46
60,13_2,19
61,13_20,31
62,13_21,38
63,13_22,30
64,13_23,47
65,13_3,18
66,13_4,18
67,13_5,25
68,13_6,20
69,13_7,26
70,13_8,33
71,13_9,65
72,14_0,33
73,14_1,18
74,14_10,38
75,14_11,44
76,14_12,24
77,14_13,30
78,14_14,46
79,14_15,33
80,14_16,25
81,14_17,32
82,14_18,26
83,14_19,34
84,14_2,31
85,14_20,46
86,14_21,29
87,14_22,16
88,14_23,34
89,14_3,13
90,14_4,17
91,14_5,8
92,14_6,10
93,14_7,16
94,14_8,18
95,14_9,40
96,15_0,17
97,15_1,21
98,15_10,222
99,15_11,200
100,15_12,168
101,15_13,234
102,15_14,185
103,15_15,220
104,15_16,214
105,15_17,261
106,15_18,190
107,15_19,136
108,15_2,30
109,15_20,81
110,15_21,66
111,15_22,133
112,15_23,69
113,15_3,28
114,15_4,31
115,15_5,16
116,15_6,24
117,15_7,19
118,15_8,39
119,15_9,305
120,16_0,93
121,16_1,14
122,16_10,244
123,16_11,261
124,16_12,162
125,16_13,219
126,16_14,311
127,16_15,351
128,16_16,257
129,16_17,260
130,16_18,244
131,16_19,189
132,16_2,27
133,16_20,115
134,16_21,81
135,16_22,77
136,16_23,42
137,16_3,21
138,16_4,16
139,16_5,20
140,16_6,14
141,16_7,30
142,16_8,30
143,16_9,286
144,17_0,47
145,17_1,44
146,17_10,217
147,17_11,211
148,17_12,175
149,17_13,235
150,17_14,318
151,17_15,248
152,17_16,288
153,17_17,356
154,17_18,250
155,17_19,153
156,17_2,30
157,17_20,92
158,17_21,95
159,17_22,100
160,17_23,67
161,17_3,46
162,17_4,25
163,17_5,32
164,17_6,28
165,17_7,49
166,17_8,65
167,17_9,307
168,18_0,104
169,18_1,42
170,18_10,367
171,18_11,321
172,18_12,163
173,18_13,191
174,18_14,216
175,18_15,195
176,18_16,184
177,18_17,250
178,18_18,234
179,18_19,129
180,18_2,32
181,18_20,92
182,18_21,50
183,18_22,42
184,18_23,27
185,18_3,23
186,18_4,22
187,18_5,22
188,18_6,22
189,18_7,46
190,18_8,60
191,18_9,435
