day_time,send_flow,receive_flow,sum_flow
5_30_0,0,0,0
5_30_1,0,0,0
5_30_10,0,0,0
5_30_11,0,0,0
5_30_12,0,0,0
5_30_13,0,0,0
5_30_14,0,0,0
5_30_15,0,0,0
5_30_16,0,0,0
5_30_17,0,0,0
5_30_18,0,0,0
5_30_19,0,0,0
5_30_2,0,0,0
5_30_20,0,0,0
5_30_21,0,0,0
5_30_22,0,0,0
5_30_23,0,0,0
5_30_3,0,0,0
5_30_4,0,0,0
5_30_5,0,0,0
5_30_6,0,0,0
5_30_7,0,0,0
5_30_8,0,0,0
5_30_9,0,0,0
5_31_0,0,0,0
5_31_1,37687,176681,214368
5_31_10,1856720,429829,2286549
5_31_11,29265410,7879471,37144881
5_31_12,32275971,7865772,40141743
5_31_13,30940931,7478431,38419362
5_31_14,28691008,6699792,35390800
5_31_15,31691768,8082834,39774602
5_31_16,32112103,8455596,40567699
5_31_17,28639934,7329412,35969346
5_31_18,31826609,8039495,39866104
5_31_19,31026696,8511831,39538527
5_31_2,0,0,0
5_31_20,3151421,768549,3919970
5_31_21,0,0,0
5_31_22,0,0,0
5_31_23,0,0,0
5_31_3,42315,172919,215234
5_31_4,0,0,0
5_31_5,24356,4658,29014
5_31_6,0,0,0
5_31_7,319911,313240,633151
5_31_8,719073,393055,1112128
5_31_9,5572,17879,23451
6_10_0,93,0,93
6_10_1,0,0,0
6_10_10,7041,7984,15025
6_10_11,2577,4147,6724
6_10_12,12231,12579,24810
6_10_13,13343,16315,29658
6_10_14,12588,7847,20435
6_10_15,22349,23019,45368
6_10_16,41104,43685,84789
6_10_17,21277,22158,43435
6_10_18,16257,20883,37140
6_10_19,12259,18246,30505
6_10_2,0,0,0
6_10_20,12243,21677,33920
6_10_21,0,0,0
6_10_22,0,0,0
6_10_23,0,0,0
6_10_3,0,0,0
6_10_4,0,0,0
6_10_5,0,0,0
6_10_6,0,0,0
6_10_7,0,0,0
6_10_8,15721,48323,64044
6_10_9,12814,45549,58363
6_11_0,0,0,0
6_11_1,0,0,0
6_11_10,15699,25831,41530
6_11_11,12467,17467,29934
6_11_12,1181,1624,2805
6_11_13,5447,6517,11964
6_11_14,23822,32739,56561
6_11_15,19519,23797,43316
6_11_16,63695,102562,166257
6_11_17,44063,78559,122622
6_11_18,89501,188846,278347
6_11_19,21140,34310,55450
6_11_2,0,0,0
6_11_20,12470,13413,25883
6_11_21,1620,2216,3836
6_11_22,2104,2713,4817
6_11_23,4390,6000,10390
6_11_3,0,0,0
6_11_4,0,0,0
6_11_5,0,0,0
6_11_6,0,0,0
6_11_7,0,0,0
6_11_8,0,0,0
6_11_9,1467,1507,2974
6_12_0,5091,7208,12299
6_12_1,3074,3600,6674
6_12_10,508288,1155323,1663611
6_12_11,5489,5326,10815
6_12_12,959,4314,5273
6_12_13,14305,16615,30920
6_12_14,10865,16441,27306
6_12_15,7894,6184,14078
6_12_16,13918,23299,37217
6_12_17,0,0,0
6_12_18,3606779,60225119,63831898
6_12_19,7533073,142092263,149625336
6_12_2,606,880,1486
6_12_20,7693114,126185274,133878388
6_12_21,7465162,156643809,164108971
6_12_22,7935273,169810741,177746014
6_12_23,8619665,159365567,167985232
6_12_3,0,0,0
6_12_4,0,0,0
6_12_5,0,0,0
6_12_6,303,440,743
6_12_7,0,0,0
6_12_8,303,440,743
6_12_9,1434,1342,2776
6_13_0,8710817,158253017,166963834
6_13_1,8659484,161277533,169937017
6_13_10,7651252,133362922,141014174
6_13_11,6993553,117436024,124429577
6_13_12,7155426,126139189,133294615
6_13_13,8696915,157765146,166462061
6_13_14,7738988,160478728,168217716
6_13_15,7298575,132476467,139775042
6_13_16,7921175,148453861,156375036
6_13_17,6887546,124163558,131051104
6_13_18,5456158,78269241,83725399
6_13_19,39856802,749047052,788903854
6_13_2,8721442,181445563,190167005
6_13_20,55947376,839530273,895477649
6_13_21,59006537,1172096470,1231103007
6_13_22,58961684,1072119636,1131081320
6_13_23,50365213,889512877,939878090
6_13_3,8763812,173373787,182137599
6_13_4,8723772,178475006,187198778
6_13_5,8478139,184580358,193058497
6_13_6,8531437,184773520,193304957
6_13_7,8064754,170903002,178967756
6_13_8,8053334,140879466,148932800
6_13_9,8622529,161729784,170352313
6_1_0,0,0,0
6_1_1,263,1547,1810
6_1_10,4387,6195,10582
6_1_11,1078,1200,2278
6_1_12,0,0,0
6_1_13,1508,947,2455
6_1_14,991950,543303,1535253
6_1_15,0,0,0
6_1_16,0,0,0
6_1_17,0,0,0
6_1_18,0,0,0
6_1_19,0,0,0
6_1_2,403,1540,1943
6_1_20,0,0,0
6_1_21,0,0,0
6_1_22,0,0,0
6_1_23,0,0,0
6_1_3,0,0,0
6_1_4,0,0,0
6_1_5,1392,1110,2502
6_1_6,722980,543668,1266648
6_1_7,0,0,0
6_1_8,121087,49940,171027
6_1_9,872193,478835,1351028
6_2_0,0,0,0
6_2_1,93,0,93
6_2_10,533742,276586,810328
6_2_11,463226,253740,716966
6_2_12,0,0,0
6_2_13,0,0,0
6_2_14,0,0,0
6_2_15,2496,1499,3995
6_2_16,995460,544274,1539734
6_2_17,0,0,0
6_2_18,0,0,0
6_2_19,0,0,0
6_2_2,0,0,0
6_2_20,0,0,0
6_2_21,0,0,0
6_2_22,702,193,895
6_2_23,0,0,0
6_2_3,0,0,0
6_2_4,0,0,0
6_2_5,0,0,0
6_2_6,0,0,0
6_2_7,723088,544097,1267185
6_2_8,0,0,0
6_2_9,0,0,0
6_3_0,0,0,0
6_3_1,0,0,0
6_3_10,8092,10165,18257
6_3_11,2364,3999,6363
6_3_12,24427211,6175833,30603044
6_3_13,28882392,7762375,36644767
6_3_14,26253173,5959197,32212370
6_3_15,27150374,6900186,34050560
6_3_16,28033897,7689083,35722980
6_3_17,21229395,6267483,27496878
6_3_18,20102868,6265005,26367873
6_3_19,18625046,6288445,24913491
6_3_2,93,0,93
6_3_20,23692724,7633557,31326281
6_3_21,23420643,6628303,30048946
6_3_22,0,0,0
6_3_23,0,0,0
6_3_3,0,0,0
6_3_4,0,0,0
6_3_5,0,0,0
6_3_6,0,0,0
6_3_7,0,0,0
6_3_8,0,0,0
6_3_9,636908,500133,1137041
6_4_0,702,193,895
6_4_1,522,1430,1952
6_4_10,19504,13044,32548
6_4_11,940894,524760,1465654
6_4_12,76292,76706,152998
6_4_13,1466703,2698880,4165583
6_4_14,1870894,5164988,7035882
6_4_15,856192,2629646,3485838
6_4_16,784258,2441062,3225320
6_4_17,59944273,45962007,105906280
6_4_18,68495123,51818428,120313551
6_4_19,15261820,13111296,28373116
6_4_2,858,2860,3718
6_4_20,927427,2516398,3443825
6_4_21,930591,2366141,3296732
6_4_22,606,896,1502
6_4_23,0,0,0
6_4_3,38623,11586,50209
6_4_4,649,1945,2594
6_4_5,25214,7518,32732
6_4_6,858,2860,3718
6_4_7,996318,532404,1528722
6_4_8,858,2860,3718
6_4_9,265403,66070,331473
6_5_0,0,0,0
6_5_1,396,448,844
6_5_10,11184373,6127884,17312257
6_5_11,9761749,3948695,13710444
6_5_12,16096615,4682997,20779612
6_5_13,13798306,3863984,17662290
6_5_14,55064,16966,72030
6_5_15,1048843,538075,1586918
6_5_16,5294,6924,12218
6_5_17,116825,30122,146947
6_5_18,206137,248995,455132
6_5_19,20025,25340,45365
6_5_2,0,0,0
6_5_20,5580,4135,9715
6_5_21,437,552,989
6_5_22,303,448,751
6_5_23,0,0,0
6_5_3,0,0,0
6_5_4,606,896,1502
6_5_5,0,0,0
6_5_6,1395,1395,2790
6_5_7,682983,520487,1203470
6_5_8,41377,24989,66366
6_5_9,926857,1506844,2433701
6_6_0,0,0,0
6_6_1,303,448,751
6_6_10,7482,4271,11753
6_6_11,2487,1782,4269
6_6_12,17977940,2669599,20647539
6_6_13,18308107,5681678,23989785
6_6_14,1282,1884,3166
6_6_15,0,0,0
6_6_16,1005,633,1638
6_6_17,11319,13042,24361
6_6_18,5891,8828,14719
6_6_19,35534,161625,197159
6_6_2,0,0,0
6_6_20,89800,264805,354605
6_6_21,86651,210012,296663
6_6_22,0,0,0
6_6_23,0,0,0
6_6_3,303,448,751
6_6_4,0,0,0
6_6_5,0,0,0
6_6_6,0,0,0
6_6_7,303,448,751
6_6_8,303,448,751
6_6_9,1542,896,2438
6_7_0,0,0,0
6_7_1,0,0,0
6_7_10,1046,1264,2310
6_7_11,3853,6272,10125
6_7_12,0,0,0
6_7_13,1580,1321,2901
6_7_14,0,0,0
6_7_15,0,0,0
6_7_16,0,0,0
6_7_17,0,0,0
6_7_18,0,0,0
6_7_19,0,0,0
6_7_2,0,0,0
6_7_20,0,0,0
6_7_21,0,0,0
6_7_22,0,0,0
6_7_23,0,0,0
6_7_3,0,0,0
6_7_4,0,0,0
6_7_5,0,0,0
6_7_6,642458,498474,1140932
6_7_7,0,0,0
6_7_8,777220,410586,1187806
6_7_9,317177,175082,492259
6_8_0,93,0,93
6_8_1,0,0,0
6_8_10,0,0,0
6_8_11,0,0,0
6_8_12,0,0,0
6_8_13,0,0,0
6_8_14,0,0,0
6_8_15,0,0,0
6_8_16,0,0,0
6_8_17,0,0,0
6_8_18,7246,11801,19047
6_8_19,577,1284,1861
6_8_2,0,0,0
6_8_20,0,0,0
6_8_21,0,0,0
6_8_22,0,0,0
6_8_23,0,0,0
6_8_3,0,0,0
6_8_4,0,0,0
6_8_5,0,0,0
6_8_6,0,0,0
6_8_7,0,0,0
6_8_8,0,0,0
6_8_9,0,0,0
6_9_0,0,0,0
6_9_1,0,0,0
6_9_10,1444,1225,2669
6_9_11,1217,6348,7565
6_9_12,2795,15217,18012
6_9_13,702,193,895
6_9_14,0,0,0
6_9_15,0,0,0
6_9_16,0,0,0
6_9_17,0,0,0
6_9_18,0,0,0
6_9_19,0,0,0
6_9_2,0,0,0
6_9_20,0,0,0
6_9_21,0,0,0
6_9_22,0,0,0
6_9_23,0,0,0
6_9_3,0,0,0
6_9_4,0,0,0
6_9_5,0,0,0
6_9_6,0,0,0
6_9_7,0,0,0
6_9_8,0,0,0
6_9_9,0,0,0
