day_time,send_flow,receive_flow,sum_flow
5_30_0,0,0,0
5_30_1,0,0,0
5_30_10,0,0,0
5_30_11,0,0,0
5_30_12,0,0,0
5_30_13,0,0,0
5_30_14,0,0,0
5_30_15,0,0,0
5_30_16,0,0,0
5_30_17,0,0,0
5_30_18,0,0,0
5_30_19,0,0,0
5_30_2,0,0,0
5_30_20,0,0,0
5_30_21,0,0,0
5_30_22,0,0,0
5_30_23,0,0,0
5_30_3,0,0,0
5_30_4,0,0,0
5_30_5,0,0,0
5_30_6,0,0,0
5_30_7,0,0,0
5_30_8,0,0,0
5_30_9,0,0,0
5_31_0,0,0,0
5_31_1,0,0,0
5_31_10,13704,52204,65908
5_31_11,7144,202214,209358
5_31_12,116342,847327,963669
5_31_13,118609,814416,933025
5_31_14,15168,49969,65137
5_31_15,20867,120479,141346
5_31_16,21788,97293,119081
5_31_17,9924,21861,31785
5_31_18,10682,20821,31503
5_31_19,2725,3173,5898
5_31_2,0,0,0
5_31_20,0,0,0
5_31_21,0,0,0
5_31_22,0,0,0
5_31_23,0,0,0
5_31_3,0,0,0
5_31_4,0,0,0
5_31_5,0,0,0
5_31_6,0,0,0
5_31_7,0,0,0
5_31_8,0,0,0
5_31_9,7205,11271,18476
6_10_0,0,0,0
6_10_1,0,0,0
6_10_10,0,0,0
6_10_11,0,0,0
6_10_12,0,0,0
6_10_13,0,0,0
6_10_14,0,0,0
6_10_15,0,0,0
6_10_16,0,0,0
6_10_17,0,0,0
6_10_18,846637,114500018,115346655
6_10_19,727294,23628535,24355829
6_10_2,0,0,0
6_10_20,0,0,0
6_10_21,0,0,0
6_10_22,0,0,0
6_10_23,0,0,0
6_10_3,0,0,0
6_10_4,0,0,0
6_10_5,0,0,0
6_10_6,0,0,0
6_10_7,0,0,0
6_10_8,0,0,0
6_10_9,0,0,0
6_11_0,0,0,0
6_11_1,0,0,0
6_11_10,0,0,0
6_11_11,0,0,0
6_11_12,0,0,0
6_11_13,0,0,0
6_11_14,0,0,0
6_11_15,0,0,0
6_11_16,0,0,0
6_11_17,0,0,0
6_11_18,0,0,0
6_11_19,0,0,0
6_11_2,0,0,0
6_11_20,0,0,0
6_11_21,0,0,0
6_11_22,0,0,0
6_11_23,0,0,0
6_11_3,0,0,0
6_11_4,0,0,0
6_11_5,0,0,0
6_11_6,0,0,0
6_11_7,0,0,0
6_11_8,0,0,0
6_11_9,0,0,0
6_12_0,0,0,0
6_12_1,0,0,0
6_12_10,0,0,0
6_12_11,0,0,0
6_12_12,0,0,0
6_12_13,0,0,0
6_12_14,0,0,0
6_12_15,0,0,0
6_12_16,0,0,0
6_12_17,0,0,0
6_12_18,0,0,0
6_12_19,0,0,0
6_12_2,0,0,0
6_12_20,0,0,0
6_12_21,0,0,0
6_12_22,0,0,0
6_12_23,0,0,0
6_12_3,0,0,0
6_12_4,0,0,0
6_12_5,0,0,0
6_12_6,0,0,0
6_12_7,0,0,0
6_12_8,0,0,0
6_12_9,0,0,0
6_13_0,0,0,0
6_13_1,0,0,0
6_13_10,0,0,0
6_13_11,0,0,0
6_13_12,0,0,0
6_13_13,0,0,0
6_13_14,0,0,0
6_13_15,1750585,208203965,209954550
6_13_16,2803985,342973578,345777563
6_13_17,548144,66262819,66810963
6_13_18,388301,26698305,27086606
6_13_19,687688,109775695,110463383
6_13_2,0,0,0
6_13_20,735344,113253005,113988349
6_13_21,484835,65737492,66222327
6_13_22,8575,3837176,3845751
6_13_23,1885,4438,6323
6_13_3,0,0,0
6_13_4,0,0,0
6_13_5,0,0,0
6_13_6,0,0,0
6_13_7,0,0,0
6_13_8,0,0,0
6_13_9,0,0,0
6_1_0,0,0,0
6_1_1,0,0,0
6_1_10,0,0,0
6_1_11,0,0,0
6_1_12,0,0,0
6_1_13,0,0,0
6_1_14,11179,486582,497761
6_1_15,36685,499439,536124
6_1_16,44035,1267997,1312032
6_1_17,9249,17069,26318
6_1_18,188737,10774426,10963163
6_1_19,31021,210416,241437
6_1_2,0,0,0
6_1_20,4353,12204,16557
6_1_21,4081,13130,17211
6_1_22,0,0,0
6_1_23,0,0,0
6_1_3,0,0,0
6_1_4,0,0,0
6_1_5,0,0,0
6_1_6,0,0,0
6_1_7,0,0,0
6_1_8,0,0,0
6_1_9,0,0,0
6_2_0,0,0,0
6_2_1,0,0,0
6_2_10,0,0,0
6_2_11,0,0,0
6_2_12,0,0,0
6_2_13,0,0,0
6_2_14,0,0,0
6_2_15,0,0,0
6_2_16,0,0,0
6_2_17,0,0,0
6_2_18,0,0,0
6_2_19,0,0,0
6_2_2,0,0,0
6_2_20,0,0,0
6_2_21,0,0,0
6_2_22,0,0,0
6_2_23,0,0,0
6_2_3,0,0,0
6_2_4,0,0,0
6_2_5,0,0,0
6_2_6,0,0,0
6_2_7,0,0,0
6_2_8,0,0,0
6_2_9,0,0,0
6_3_0,0,0,0
6_3_1,0,0,0
6_3_10,0,0,0
6_3_11,0,0,0
6_3_12,0,0,0
6_3_13,0,0,0
6_3_14,0,0,0
6_3_15,0,0,0
6_3_16,0,0,0
6_3_17,0,0,0
6_3_18,0,0,0
6_3_19,0,0,0
6_3_2,0,0,0
6_3_20,52535,849874,902409
6_3_21,0,0,0
6_3_22,0,0,0
6_3_23,2896,15059,17955
6_3_3,0,0,0
6_3_4,0,0,0
6_3_5,0,0,0
6_3_6,0,0,0
6_3_7,0,0,0
6_3_8,0,0,0
6_3_9,24664,228791,253455
6_4_0,0,0,0
6_4_1,0,0,0
6_4_10,0,0,0
6_4_11,0,0,0
6_4_12,0,0,0
6_4_13,0,0,0
6_4_14,0,0,0
6_4_15,0,0,0
6_4_16,0,0,0
6_4_17,0,0,0
6_4_18,0,0,0
6_4_19,0,0,0
6_4_2,0,0,0
6_4_20,32192,283065,315257
6_4_21,0,0,0
6_4_22,0,0,0
6_4_23,3574,21376,24950
6_4_3,0,0,0
6_4_4,0,0,0
6_4_5,0,0,0
6_4_6,0,0,0
6_4_7,0,0,0
6_4_8,0,0,0
6_4_9,32663,114451,147114
6_5_0,0,0,0
6_5_1,0,0,0
6_5_10,0,0,0
6_5_11,0,0,0
6_5_12,0,0,0
6_5_13,0,0,0
6_5_14,0,0,0
6_5_15,0,0,0
6_5_16,0,0,0
6_5_17,0,0,0
6_5_18,0,0,0
6_5_19,0,0,0
6_5_2,0,0,0
6_5_20,0,0,0
6_5_21,0,0,0
6_5_22,0,0,0
6_5_23,0,0,0
6_5_3,0,0,0
6_5_4,0,0,0
6_5_5,0,0,0
6_5_6,0,0,0
6_5_7,14192,16572,30764
6_5_8,0,0,0
6_5_9,0,0,0
6_6_0,2308,11773,14081
6_6_1,5581,16608,22189
6_6_10,0,0,0
6_6_11,0,0,0
6_6_12,0,0,0
6_6_13,0,0,0
6_6_14,0,0,0
6_6_15,0,0,0
6_6_16,0,0,0
6_6_17,0,0,0
6_6_18,0,0,0
6_6_19,0,0,0
6_6_2,0,0,0
6_6_20,20843,97878,118721
6_6_21,0,0,0
6_6_22,0,0,0
6_6_23,0,0,0
6_6_3,0,0,0
6_6_4,0,0,0
6_6_5,0,0,0
6_6_6,0,0,0
6_6_7,5864,16234,22098
6_6_8,5992,16352,22344
6_6_9,11482,40928,52410
6_7_0,0,0,0
6_7_1,0,0,0
6_7_10,0,0,0
6_7_11,0,0,0
6_7_12,0,0,0
6_7_13,0,0,0
6_7_14,0,0,0
6_7_15,0,0,0
6_7_16,0,0,0
6_7_17,0,0,0
6_7_18,0,0,0
6_7_19,0,0,0
6_7_2,0,0,0
6_7_20,0,0,0
6_7_21,0,0,0
6_7_22,0,0,0
6_7_23,0,0,0
6_7_3,0,0,0
6_7_4,0,0,0
6_7_5,0,0,0
6_7_6,0,0,0
6_7_7,0,0,0
6_7_8,0,0,0
6_7_9,0,0,0
6_8_0,0,0,0
6_8_1,0,0,0
6_8_10,0,0,0
6_8_11,0,0,0
6_8_12,0,0,0
6_8_13,0,0,0
6_8_14,0,0,0
6_8_15,0,0,0
6_8_16,0,0,0
6_8_17,0,0,0
6_8_18,0,0,0
6_8_19,0,0,0
6_8_2,0,0,0
6_8_20,0,0,0
6_8_21,0,0,0
6_8_22,0,0,0
6_8_23,0,0,0
6_8_3,0,0,0
6_8_4,0,0,0
6_8_5,0,0,0
6_8_6,0,0,0
6_8_7,0,0,0
6_8_8,0,0,0
6_8_9,0,0,0
6_9_0,0,0,0
6_9_1,0,0,0
6_9_10,0,0,0
6_9_11,0,0,0
6_9_12,0,0,0
6_9_13,0,0,0
6_9_14,0,0,0
6_9_15,0,0,0
6_9_16,0,0,0
6_9_17,0,0,0
6_9_18,0,0,0
6_9_19,0,0,0
6_9_2,0,0,0
6_9_20,0,0,0
6_9_21,0,0,0
6_9_22,0,0,0
6_9_23,0,0,0
6_9_3,0,0,0
6_9_4,0,0,0
6_9_5,0,0,0
6_9_6,0,0,0
6_9_7,0,0,0
6_9_8,0,0,0
6_9_9,0,0,0
