day_time,send_flow,receive_flow,sum_flow
5_30_0,0,0,0
5_30_1,0,0,0
5_30_10,0,0,0
5_30_11,0,0,0
5_30_12,0,0,0
5_30_13,0,0,0
5_30_14,0,0,0
5_30_15,0,0,0
5_30_16,0,0,0
5_30_17,0,0,0
5_30_18,0,0,0
5_30_19,0,0,0
5_30_2,0,0,0
5_30_20,0,0,0
5_30_21,0,0,0
5_30_22,0,0,0
5_30_23,299027,3733803,4032830
5_30_3,0,0,0
5_30_4,0,0,0
5_30_5,0,0,0
5_30_6,0,0,0
5_30_7,0,0,0
5_30_8,0,0,0
5_30_9,0,0,0
5_31_0,923970,14754983,15678953
5_31_1,848148,15851148,16699296
5_31_10,578516,12913592,13492108
5_31_11,751094,16052987,16804081
5_31_12,990078,24203771,25193849
5_31_13,415200,17679749,18094949
5_31_14,2140827,23250576,25391403
5_31_15,1623418,22964243,24587661
5_31_16,1735028,22374849,24109877
5_31_17,1664457,22618260,24282717
5_31_18,1652832,19415030,21067862
5_31_19,1570889,17731825,19302714
5_31_2,776713,13077105,13853818
5_31_20,1546473,16118392,17664865
5_31_21,1544420,16210140,17754560
5_31_22,1376552,14025571,15402123
5_31_23,1584570,15759968,17344538
5_31_3,969081,13682759,14651840
5_31_4,898769,12122765,13021534
5_31_5,853353,14270081,15123434
5_31_6,985868,20616481,21602349
5_31_7,982020,13772217,14754237
5_31_8,1147141,19088338,20235479
5_31_9,1105533,18303012,19408545
6_10_0,1015131,9847750,10862881
6_10_1,1081395,11502822,12584217
6_10_10,789623,14066372,14855995
6_10_11,1053071,17980883,19033954
6_10_12,1257473,15520566,16778039
6_10_13,592007,8819342,9411349
6_10_14,1326602,15882212,17208814
6_10_15,768457,13255469,14023926
6_10_16,556918,10254674,10811592
6_10_17,681124,12661273,13342397
6_10_18,563504,15612105,16175609
6_10_19,624073,16268074,16892147
6_10_2,987849,10806569,11794418
6_10_20,82689817,20834209,103524026
6_10_21,888466,17497118,18385584
6_10_22,531983,14023689,14555672
6_10_23,214498,2998340,3212838
6_10_3,1324154,13126204,14450358
6_10_4,1225595,13351452,14577047
6_10_5,1414677,15144162,16558839
6_10_6,1472143,12395708,13867851
6_10_7,834580,10478070,11312650
6_10_8,831973,12444991,13276964
6_10_9,805713,15124846,15930559
6_11_0,756335,12048425,12804760
6_11_1,888275,14868681,15756956
6_11_10,1202400,19387794,20590194
6_11_11,741448,19364714,20106162
6_11_12,1100496,19746392,20846888
6_11_13,1269574,22139000,23408574
6_11_14,1243492,21197124,22440616
6_11_15,1006720,16904624,17911344
6_11_16,803399,16752093,17555492
6_11_17,886949,18440062,19327011
6_11_18,919153,20662812,21581965
6_11_19,979991,18977985,19957976
6_11_2,916692,12961630,13878322
6_11_20,709265,15702389,16411654
6_11_21,10665081,16710285,27375366
6_11_22,1564950,14601977,16166927
6_11_23,893796,16106379,17000175
6_11_3,914709,11896476,12811185
6_11_4,861335,10360628,11221963
6_11_5,900164,11294585,12194749
6_11_6,1121033,17025787,18146820
6_11_7,1035870,13966875,15002745
6_11_8,1120301,16505423,17625724
6_11_9,1165671,18039245,19204916
6_12_0,679567,15317750,15997317
6_12_1,1015487,16014419,17029906
6_12_10,593060,21125054,21718114
6_12_11,826946,17790412,18617358
6_12_12,667064,16965785,17632849
6_12_13,990500,20340609,21331109
6_12_14,1283395,20711213,21994608
6_12_15,1017448,19504143,20521591
6_12_16,1419025,19114144,20533169
6_12_17,1192570,19201125,20393695
6_12_18,1464873,20283796,21748669
6_12_19,966976,15402084,16369060
6_12_2,1023726,14204894,15228620
6_12_20,997904,13707118,14705022
6_12_21,978555,14004904,14983459
6_12_22,1140689,12375495,13516184
6_12_23,975156,11506813,12481969
6_12_3,1056093,15393939,16450032
6_12_4,1033197,11995456,13028653
6_12_5,1196744,13775852,14972596
6_12_6,1077898,13026700,14104598
6_12_7,1624808,19688623,21313431
6_12_8,1179496,15439291,16618787
6_12_9,1058179,21926331,22984510
6_13_0,1082669,11580650,12663319
6_13_1,968673,15077675,16046348
6_13_10,1343070,22234451,23577521
6_13_11,1214911,21356092,22571003
6_13_12,1090933,21822394,22913327
6_13_13,1073655,20002007,21075662
6_13_14,561773,19034777,19596550
6_13_15,600165,17955757,18555922
6_13_16,609668,16645973,17255641
6_13_17,696098,18624503,19320601
6_13_18,631360,16973784,17605144
6_13_19,756332,17719972,18476304
6_13_2,12041926,13175784,25217710
6_13_20,720172,17605530,18325702
6_13_21,966023,15315035,16281058
6_13_22,869330,15711964,16581294
6_13_23,723534,13429196,14152730
6_13_3,795979,13164994,13960973
6_13_4,905757,13209738,14115495
6_13_5,1057544,14824985,15882529
6_13_6,947850,12417012,13364862
6_13_7,1762291,12482767,14245058
6_13_8,1199289,13953906,15153195
6_13_9,1384401,18541033,19925434
6_1_0,1796673,17887776,19684449
6_1_1,1638501,17304841,18943342
6_1_10,75169782,18493279,93663061
6_1_11,1017798,20180674,21198472
6_1_12,1321016,22907678,24228694
6_1_13,1143087,20073544,21216631
6_1_14,780656,20870008,21650664
6_1_15,1048539,21932822,22981361
6_1_16,1329337,24197134,25526471
6_1_17,1901729,26291349,28193078
6_1_18,1746621,25703244,27449865
6_1_19,1571493,16884714,18456207
6_1_2,1626206,16329657,17955863
6_1_20,1672913,18515467,20188380
6_1_21,1550767,18561281,20112048
6_1_22,1528058,15880061,17408119
6_1_23,1726348,18155879,19882227
6_1_3,1630227,16560994,18191221
6_1_4,1807807,17040703,18848510
6_1_5,919811,14083249,15003060
6_1_6,1414281,18644567,20058848
6_1_7,1390673,18970460,20361133
6_1_8,674292,16510450,17184742
6_1_9,749719,16719665,17469384
6_2_0,1622315,16933631,18555946
6_2_1,1618756,17940515,19559271
6_2_10,10417843,15961734,26379577
6_2_11,2396970,16247352,18644322
6_2_12,1252542,18182968,19435510
6_2_13,1464841,20317347,21782188
6_2_14,1624422,24656775,26281197
6_2_15,1355267,22943594,24298861
6_2_16,1447580,18585083,20032663
6_2_17,1668478,19645566,21314044
6_2_18,1603458,18511893,20115351
6_2_19,1783681,19054656,20838337
6_2_2,1444806,16747810,18192616
6_2_20,1541352,16843705,18385057
6_2_21,1382862,15623649,17006511
6_2_22,1380305,14559209,15939514
6_2_23,1525951,16141537,17667488
6_2_3,1376481,14399749,15776230
6_2_4,1553870,17641505,19195375
6_2_5,1532370,17751900,19284270
6_2_6,1548614,17809606,19358220
6_2_7,1711272,18531771,20243043
6_2_8,1272511,16790418,18062929
6_2_9,1169889,17144283,18314172
6_3_0,1582914,18188220,19771134
6_3_1,1578119,18540840,20118959
6_3_10,1046449,14598827,15645276
6_3_11,732462,10203080,10935542
6_3_12,845361,21013545,21858906
6_3_13,913419,18049066,18962485
6_3_14,649189,15978168,16627357
6_3_15,336402,13531562,13867964
6_3_16,521774,12818893,13340667
6_3_17,565213,14445110,15010323
6_3_18,451245,12183669,12634914
6_3_19,502081,9672645,10174726
6_3_2,1304355,14597256,15901611
6_3_20,505772,11497960,12003732
6_3_21,679386,16519724,17199110
6_3_22,649922,13057535,13707457
6_3_23,747614,11725168,12472782
6_3_3,1420558,15081904,16502462
6_3_4,1541913,17371284,18913197
6_3_5,1610127,17479106,19089233
6_3_6,1458238,16119270,17577508
6_3_7,1395593,14209060,15604653
6_3_8,1568511,16670870,18239381
6_3_9,1154970,18428451,19583421
6_4_0,964642,13273449,14238091
6_4_1,1147969,14174172,15322141
6_4_10,1526770,19853581,21380351
6_4_11,1426884,19304395,20731279
6_4_12,1633936,20239526,21873462
6_4_13,1500183,21050242,22550425
6_4_14,990718,20686465,21677183
6_4_15,571176,17855665,18426841
6_4_16,608522,18490576,19099098
6_4_17,597903,17362273,17960176
6_4_18,614578,19825722,20440300
6_4_19,621947,13923527,14545474
6_4_2,974973,11462030,12437003
6_4_20,1267677,15809080,17076757
6_4_21,1477376,17072657,18550033
6_4_22,1587032,15866399,17453431
6_4_23,1681756,17486069,19167825
6_4_3,1191431,14146621,15338052
6_4_4,1256512,18103246,19359758
6_4_5,819931,15654897,16474828
6_4_6,1084871,15948231,17033102
6_4_7,1393550,17858819,19252369
6_4_8,1255611,18262916,19518527
6_4_9,1308125,17967284,19275409
6_5_0,1683031,16603097,18286128
6_5_1,1150913,10993215,12144128
6_5_10,1097474,12772960,13870434
6_5_11,1184223,16285976,17470199
6_5_12,1477488,24844608,26322096
6_5_13,1354827,20472797,21827624
6_5_14,2237155,12374244,14611399
6_5_15,1269241,22532731,23801972
6_5_16,1040142,21899306,22939448
6_5_17,1373505,20207041,21580546
6_5_18,1161733,23242838,24404571
6_5_19,1116398,22218647,23335045
6_5_2,1127735,10138967,11266702
6_5_20,622410,19438251,20060661
6_5_21,512893,19529583,20042476
6_5_22,1471207,24548871,26020078
6_5_23,1548196,24843931,26392127
6_5_3,1183547,10800260,11983807
6_5_4,1291250,12210739,13501989
6_5_5,697467,9625444,10322911
6_5_6,1006453,12859081,13865534
6_5_7,907617,10392104,11299721
6_5_8,773400,10057197,10830597
6_5_9,1065890,12040612,13106502
6_6_0,1663937,24222954,25886891
6_6_1,1574178,25072625,26646803
6_6_10,1351587,22802375,24153962
6_6_11,1152159,21720015,22872174
6_6_12,791116,25082636,25873752
6_6_13,10653863,25951885,36605748
6_6_14,665128,21660070,22325198
6_6_15,971154,17234879,18206033
6_6_16,1498051,20885243,22383294
6_6_17,930780,18895090,19825870
6_6_18,670501,18941982,19612483
6_6_19,708816,14149563,14858379
6_6_2,1530378,22489446,24019824
6_6_20,1051618,20451808,21503426
6_6_21,827104,17469925,18297029
6_6_22,1016635,17485208,18501843
6_6_23,1977735,32410596,34388331
6_6_3,1590150,24557017,26147167
6_6_4,1083711,18645433,19729144
6_6_5,889972,10326860,11216832
6_6_6,1198415,13364053,14562468
6_6_7,916644,11881371,12798015
6_6_8,774724,10084173,10858897
6_6_9,1127184,16945936,18073120
6_7_0,1186976,16429597,17616573
6_7_1,955305,15342252,16297557
6_7_10,906654,11012884,11919538
6_7_11,877158,11495972,12373130
6_7_12,885302,11088000,11973302
6_7_13,974280,11519666,12493946
6_7_14,1008815,10979995,11988810
6_7_15,1138178,11788888,12927066
6_7_16,1070335,11009670,12080005
6_7_17,1529815,15801716,17331531
6_7_18,1126164,11728116,12854280
6_7_19,1144387,12641892,13786279
6_7_2,786408,9983956,10770364
6_7_20,1013333,11289048,12302381
6_7_21,1282610,11796810,13079420
6_7_22,1793058,17461751,19254809
