day_time,send_flow,receive_flow,sum_flow
5_30_0,0,0,0
5_30_1,0,0,0
5_30_10,0,0,0
5_30_11,0,0,0
5_30_12,0,0,0
5_30_13,0,0,0
5_30_14,0,0,0
5_30_15,0,0,0
5_30_16,0,0,0
5_30_17,0,0,0
5_30_18,0,0,0
5_30_19,0,0,0
5_30_2,0,0,0
5_30_20,0,0,0
5_30_21,0,0,0
5_30_22,0,0,0
5_30_23,3059,1199,4258
5_30_3,0,0,0
5_30_4,0,0,0
5_30_5,0,0,0
5_30_6,0,0,0
5_30_7,0,0,0
5_30_8,0,0,0
5_30_9,0,0,0
5_31_0,21094,15684,36778
5_31_1,21398,15685,37083
5_31_10,16428380,1448100,17876480
5_31_11,14170345,2837223,17007568
5_31_12,10067593,1985277,12052870
5_31_13,21596944,2447289,24044233
5_31_14,6382362,1783854,8166216
5_31_15,7917323,1398359,9315682
5_31_16,19248430,3032317,22280747
5_31_17,1274714,1516679,2791393
5_31_18,23709350,2479177,26188527
5_31_19,26028524,2854186,28882710
5_31_2,27670,18568,46238
5_31_20,7402725,515272,7917997
5_31_21,263162,135672,398834
5_31_22,0,0,0
5_31_23,0,0,0
5_31_3,21094,15687,36781
5_31_4,22462,16294,38756
5_31_5,21398,15685,37083
5_31_6,21398,15688,37086
5_31_7,21094,15685,36779
5_31_8,518746,311989,830735
5_31_9,2291514,277761,2569275
6_10_0,0,0,0
6_10_1,0,0,0
6_10_10,67300114,5342271,72642385
6_10_11,18315465,937434,19252899
6_10_12,42714709,2875764,45590473
6_10_13,24067836,3069995,27137831
6_10_14,25037501,1207846,26245347
6_10_15,31455894,3817956,35273850
6_10_16,14671377,3010870,17682247
6_10_17,10454564,2026565,12481129
6_10_18,16554876,224488,16779364
6_10_19,0,0,0
6_10_2,0,0,0
6_10_20,974810,47524,1022334
6_10_21,0,0,0
6_10_22,0,0,0
6_10_23,0,0,0
6_10_3,0,0,0
6_10_4,0,0,0
6_10_5,0,0,0
6_10_6,0,0,0
6_10_7,0,0,0
6_10_8,62897,28884,91781
6_10_9,66371798,4053755,70425553
6_11_0,600,577,1177
6_11_1,0,0,0
6_11_10,29479249,2339114,31818363
6_11_11,2725714,715658,3441372
6_11_12,1831278,181195,2012473
6_11_13,769743,506958,1276701
6_11_14,2577296,795868,3373164
6_11_15,1868184,619686,2487870
6_11_16,5820490,1150423,6970913
6_11_17,16848041,2099572,18947613
6_11_18,6943160,2042507,8985667
6_11_19,10093178,834276,10927454
6_11_2,0,0,0
6_11_20,24357,37880,62237
6_11_21,5619802,237383,5857185
6_11_22,0,0,0
6_11_23,0,0,0
6_11_3,0,0,0
6_11_4,0,0,0
6_11_5,609,577,1186
6_11_6,0,0,0
6_11_7,0,0,0
6_11_8,445094,83450,528544
6_11_9,1583623,195140,1778763
6_12_0,0,0,0
6_12_1,0,0,0
6_12_10,2653563,496300,3149863
6_12_11,1232487,284963,1517450
6_12_12,1156633,739576,1896209
6_12_13,13203415,1494447,14697862
6_12_14,7609620,1510004,9119624
6_12_15,52096334,5274915,57371249
6_12_16,36378864,4438953,40817817
6_12_17,31453659,3105994,34559653
6_12_18,47102628,3256576,50359204
6_12_19,4844564,719905,5564469
6_12_2,0,0,0
6_12_20,685691,281588,967279
6_12_21,871798,394415,1266213
6_12_22,1669349,375271,2044620
6_12_23,970832,214129,1184961
6_12_3,0,0,0
6_12_4,0,0,0
6_12_5,0,0,0
6_12_6,0,0,0
6_12_7,0,0,0
6_12_8,69729,31894,101623
6_12_9,2421672,463756,2885428
6_13_0,0,0,0
6_13_1,0,0,0
6_13_10,28845056,2671119,31516175
6_13_11,31352149,3223449,34575598
6_13_12,13718292,1067063,14785355
6_13_13,25969166,2342751,28311917
6_13_14,21533260,3109455,24642715
6_13_15,21610240,2266807,23877047
6_13_16,19425542,2760690,22186232
6_13_17,60368296,4100774,64469070
6_13_18,131399689,4448663,135848352
6_13_19,5328925,1500484,6829409
6_13_2,0,0,0
6_13_20,3850029,1447397,5297426
6_13_21,13553681,418049,13971730
6_13_22,18658,4216,22874
6_13_23,15599,3516,19115
6_13_3,0,0,0
6_13_4,0,0,0
6_13_5,0,0,0
6_13_6,0,0,0
6_13_7,0,0,0
6_13_8,0,0,0
6_13_9,2418086,390050,2808136
6_1_0,0,0,0
6_1_1,0,0,0
6_1_10,0,0,0
6_1_11,0,0,0
6_1_12,0,0,0
6_1_13,0,0,0
6_1_14,482315,189831,672146
6_1_15,238803,123465,362268
6_1_16,124522,119042,243564
6_1_17,19915178,931891,20847069
6_1_18,1433330,366514,1799844
6_1_19,481884,444025,925909
6_1_2,0,0,0
6_1_20,0,0,0
6_1_21,0,0,0
6_1_22,0,0,0
6_1_23,0,0,0
6_1_3,0,0,0
6_1_4,0,0,0
6_1_5,0,0,0
6_1_6,0,0,0
6_1_7,0,0,0
6_1_8,0,0,0
6_1_9,0,0,0
6_2_0,0,0,0
6_2_1,0,0,0
6_2_10,0,0,0
6_2_11,0,0,0
6_2_12,318591,174749,493340
6_2_13,11755676,396341,12152017
6_2_14,50617,57464,108081
6_2_15,14635,23899,38534
6_2_16,13925,20838,34763
6_2_17,23109,38677,61786
6_2_18,20577,39558,60135
6_2_19,393287,83216,476503
6_2_2,0,0,0
6_2_20,0,0,0
6_2_21,0,0,0
6_2_22,0,0,0
6_2_23,0,0,0
6_2_3,0,0,0
6_2_4,0,0,0
6_2_5,0,0,0
6_2_6,0,0,0
6_2_7,0,0,0
6_2_8,0,0,0
6_2_9,0,0,0
6_3_0,0,0,0
6_3_1,0,0,0
6_3_10,5997025,756491,6753516
6_3_11,678048,477669,1155717
6_3_12,2594206,918377,3512583
6_3_13,1394980,968264,2363244
6_3_14,1102479,863369,1965848
6_3_15,2128031,1058692,3186723
6_3_16,11041118,1533122,12574240
6_3_17,100580,170026,270606
6_3_18,17552054,1202343,18754397
6_3_19,305928,333466,639394
6_3_2,0,0,0
6_3_20,1326010,308534,1634544
6_3_21,379,415,794
6_3_22,0,0,0
6_3_23,0,0,0
6_3_3,0,0,0
6_3_4,0,0,0
6_3_5,0,0,0
6_3_6,0,0,0
6_3_7,0,0,0
6_3_8,17970,13167,31137
6_3_9,5347626,1551401,6899027
6_4_0,0,0,0
6_4_1,0,0,0
6_4_10,1435188,525721,1960909
6_4_11,24664051,1171712,25835763
6_4_12,3354539,418445,3772984
6_4_13,631994,869570,1501564
6_4_14,43699421,1169887,44869308
6_4_15,49422362,1046145,50468507
6_4_16,160234229,2378754,162612983
6_4_17,127385657,2717870,130103527
6_4_18,4992635,875070,5867705
6_4_19,773592,611621,1385213
6_4_2,0,0,0
6_4_20,3498443,514273,4012716
6_4_21,8537758,283896,8821654
6_4_22,103659,10507,114166
6_4_23,591,577,1168
6_4_3,0,0,0
6_4_4,0,0,0
6_4_5,0,0,0
6_4_6,0,0,0
6_4_7,0,0,0
6_4_8,0,0,0
6_4_9,6638593,696540,7335133
6_5_0,0,0,0
6_5_1,0,0,0
6_5_10,1732313,374716,2107029
6_5_11,435198,325962,761160
6_5_12,2483593,317192,2800785
6_5_13,8208688,1234670,9443358
6_5_14,26258217,2727011,28985228
6_5_15,23226353,3207091,26433444
6_5_16,13704812,1923378,15628190
6_5_17,30010240,3118277,33128517
6_5_18,26968456,2822282,29790738
6_5_19,225106,136684,361790
6_5_2,0,0,0
6_5_20,391673,45469,437142
6_5_21,310911,51537,362448
6_5_22,0,0,0
6_5_23,0,0,0
6_5_3,0,0,0
6_5_4,609,577,1186
6_5_5,0,0,0
6_5_6,0,0,0
6_5_7,0,0,0
6_5_8,0,0,0
6_5_9,737557,609983,1347540
6_6_0,0,0,0
6_6_1,0,0,0
6_6_10,45581987,3074672,48656659
6_6_11,44154583,4171598,48326181
6_6_12,184794,125671,310465
6_6_13,15960,1923,17883
6_6_14,48717221,3276229,51993450
6_6_15,7049857,894470,7944327
6_6_16,13655956,1109820,14765776
6_6_17,1560850,448658,2009508
6_6_18,1292134,470035,1762169
6_6_19,188319,241649,429968
6_6_2,0,0,0
6_6_20,0,0,0
6_6_21,0,0,0
6_6_22,0,0,0
6_6_23,0,0,0
6_6_3,0,0,0
6_6_4,0,0,0
6_6_5,0,0,0
6_6_6,0,0,0
6_6_7,0,0,0
6_6_8,0,0,0
6_6_9,192770,14286,207056
6_7_0,0,0,0
6_7_1,0,0,0
6_7_10,0,0,0
6_7_11,0,0,0
6_7_12,0,0,0
6_7_13,0,0,0
6_7_14,0,0,0
6_7_15,0,0,0
6_7_16,0,0,0
6_7_17,0,0,0
6_7_18,0,0,0
6_7_19,0,0,0
6_7_2,0,0,0
6_7_20,0,0,0
6_7_21,0,0,0
6_7_22,0,0,0
6_7_23,0,0,0
6_7_3,0,0,0
6_7_4,0,0,0
6_7_5,0,0,0
6_7_6,0,0,0
6_7_7,0,0,0
6_7_8,0,0,0
6_7_9,0,0,0
6_8_0,0,0,0
6_8_1,0,0,0
6_8_10,0,0,0
6_8_11,0,0,0
6_8_12,0,0,0
6_8_13,0,0,0
6_8_14,0,0,0
6_8_15,0,0,0
6_8_16,0,0,0
6_8_17,0,0,0
6_8_18,0,0,0
6_8_19,0,0,0
6_8_2,0,0,0
6_8_20,0,0,0
6_8_21,0,0,0
6_8_22,0,0,0
6_8_23,0,0,0
6_8_3,0,0,0
6_8_4,0,0,0
6_8_5,0,0,0
6_8_6,0,0,0
6_8_7,0,0,0
6_8_8,0,0,0
6_8_9,0,0,0
6_9_0,0,0,0
6_9_1,0,0,0
6_9_10,0,0,0
6_9_11,0,0,0
6_9_12,0,0,0
6_9_13,0,0,0
6_9_14,0,0,0
6_9_15,0,0,0
6_9_16,0,0,0
6_9_17,0,0,0
6_9_18,0,0,0
6_9_19,0,0,0
6_9_2,0,0,0
6_9_20,0,0,0
6_9_21,0,0,0
6_9_22,0,0,0
6_9_23,0,0,0
6_9_3,0,0,0
6_9_4,0,0,0
6_9_5,0,0,0
6_9_6,0,0,0
6_9_7,0,0,0
6_9_8,0,0,0
6_9_9,0,0,0
