,day_time,uplink_length,downlink_length,sum_flow
0,12_0,41523,57106,98629
1,12_1,27133,31748,58881
2,12_10,3014,64766,67780
3,12_11,80757,769291,850048
4,12_12,24444,145271,169715
5,12_13,76770,125057,201827
6,12_14,222810,224580,447390
7,12_15,33667,161222,194889
8,12_16,67651,81995,149646
9,12_17,41010,60504,101514
10,12_18,14040789,218917,14259706
11,12_19,21689,23811,45500
12,12_2,22347,31748,54095
13,12_20,25086,108897,133983
14,12_21,82220,88842,171062
15,12_22,26055,39648,65703
16,12_23,28306,39685,67991
17,12_3,37883,47622,85505
18,12_4,35615,39685,75300
19,12_5,26315,39685,66000
20,12_6,24050,39685,63735
21,12_7,40201,47622,87823
22,12_8,36319,39685,76004
23,12_9,12445,15874,28319
24,13_0,13784,23811,37595
25,13_1,8581,15874,24455
26,13_10,28077,31748,59825
27,13_11,34886,39685,74571
28,13_12,6787,7937,14724
29,13_13,35600,39685,75285
30,13_14,7139,7936,15075
31,13_15,45310,55559,100869
32,13_16,14095,23811,37906
33,13_17,14654,17822,32476
34,13_18,29004,31748,60752
35,13_19,64891,71433,136324
36,13_2,12936,23811,36747
37,13_20,21113,23811,44924
38,13_21,21129,23811,44940
39,13_22,4484,23811,28295
40,13_23,14806,15874,30680
41,13_3,14346,15874,30220
42,13_4,56217,63459,119676
43,13_5,28972,31748,60720
44,13_6,21145,23811,44956
45,13_7,18614,23811,42425
46,13_8,61978,79370,141348
47,13_9,56857,63496,120353
48,14_0,36063,31748,67811
49,14_1,33350,39648,72998
50,14_10,28240,34124,62364
51,14_11,21529,23811,45340
52,14_12,31374,47585,78959
53,14_13,33292,39685,72977
54,14_14,30054,47622,77676
55,14_15,7267,7937,15204
56,14_16,41937,55559,97496
57,14_17,47314,55559,102873
58,14_18,40595,47622,88217
59,14_19,14550,15874,30424
60,14_2,14417,15874,30291
61,14_20,44418,47622,92040
62,14_21,65771,63496,129267
63,14_22,6595,7937,14532
64,14_23,29180,31748,60928
65,14_3,27868,31748,59616
66,14_5,14632,23811,38443
67,14_6,30520,39685,70205
68,14_7,21401,23811,45212
69,14_8,21529,23811,45340
70,14_9,7443,7937,15380
71,15_0,28860,31747,60607
72,15_1,4368,7937,12305
73,15_10,48539,61608,110147
74,15_11,63634,64699,128333
75,15_12,57916,92967,150883
76,15_13,7371,15874,23245
77,15_14,30803,65586,96389
78,15_15,81611,148840,230451
79,15_16,47557,129285,176842
80,15_17,8373654,108573,8482227
81,15_18,88510,174248,262758
82,15_19,81775,552706,634481
83,15_2,20993,24512,45505
84,15_20,85664,90044,175708
85,15_21,101541,107352,208893
86,15_22,36250,39685,75935
87,15_23,7299,7937,15236
88,15_3,37585,46552,84137
89,15_4,29672,39685,69357
90,15_5,27996,31748,59744
91,15_6,49403,62576,111979
92,15_7,6851,7937,14788
93,15_8,38633,48187,86820
94,15_9,38654,127195,165849
95,16_0,21097,22741,43838
96,16_1,28444,29571,58015
97,16_10,104824,547673,652497
98,16_11,233901,761134,995035
99,16_12,66574,156581,223155
100,16_13,35893,47882,83775
101,16_14,3297436,887407,4184843
102,16_15,160392,272470,432862
103,16_16,14158681,243134,14401815
104,16_17,116555,170700,287255
105,16_18,56575,67972,124547
106,16_19,363793,156893,520686
107,16_2,22349,24035,46384
108,16_20,11848318,300056,12148374
109,16_21,68902967,118664,69021631
110,16_22,39645,41758,81403
111,16_23,21209,23811,45020
112,16_3,37406,43180,80586
113,16_4,7363,7937,15300
114,16_5,26441,30641,57082
115,16_6,7363,7937,15300
116,16_7,37803,47585,85388
117,16_8,7203,7937,15140
118,16_9,383947,26534,410481
119,17_0,21577,23811,45388
120,17_1,21705,23811,45516
121,17_10,50065,96691,146756
122,17_11,117973,43967,161940
123,17_12,294097,371190,665287
124,17_13,37968,45482,83450
125,17_14,29704,37595,67299
126,17_15,31068,26705,57773
127,17_16,254749,342354,597103
128,17_17,158341,210061,368402
129,17_18,89709,137773,227482
130,17_19,238002,541070,779072
