,day_time,uplink_length,downlink_length,sum_flow
0,11_23,169747,583337,753084
1,12_0,1657782,21676578,23334360
2,12_1,699801,6660328,7360129
3,12_10,1008564,62954427,63962991
4,12_11,1632612,57871712,59504324
5,12_12,7521933,18067905,25589838
6,12_13,1157690,27394379,28552069
7,12_14,1573111,105891610,107464721
8,12_15,1106922,54061356,55168278
9,12_16,1214152,63799775,65013927
10,12_17,1222605,58044270,59266875
11,12_18,1340839,72104701,73445540
12,12_19,1262733,60500248,61762981
13,12_2,531209,3392170,3923379
14,12_20,854853,22382083,23236936
15,12_21,639965,1419860,2059825
16,12_22,602790,909607,1512397
17,12_23,601410,2176214,2777624
18,12_3,624787,2056270,2681057
19,12_4,527096,875880,1402976
20,12_5,508955,764569,1273524
21,12_6,505119,309204,814323
22,12_7,625325,1401946,2027271
23,12_8,524383,1401427,1925810
24,12_9,6333646,12583599,18917245
25,13_0,643367,1096201,1739568
26,13_1,441992,1726063,2168055
27,13_10,654055,958647,1612702
28,13_11,659931,1479974,2139905
29,13_12,581910,313325,895235
30,13_13,485929,1094980,1580909
31,13_14,786459,1554304,2340763
32,13_15,1176844,19931378,21108222
33,13_16,1590311,4842830,6433141
34,13_17,5315827,39533862,44849689
35,13_18,1133987,7738603,8872590
36,13_19,665552,614558,1280110
37,13_2,991846,7423737,8415583
38,13_20,701408,1151705,1853113
39,13_21,534847,1600093,2134940
40,13_22,736023,739885,1475908
41,13_23,555862,1309328,1865190
42,13_3,698461,1678312,2376773
43,13_4,968997,3220674,4189671
44,13_5,633633,1313684,1947317
45,13_6,5827852,1718898,7546750
46,13_7,584041,1360612,1944653
47,13_8,685273,2147050,2832323
48,13_9,591208,2097299,2688507
49,14_0,618852,782242,1401094
50,14_1,576600,1368177,1944777
51,14_10,636877,831721,1468598
52,14_11,595994,682632,1278626
53,14_12,671680,1125133,1796813
54,14_13,649808,655618,1305426
55,14_14,4658929,997515,5656444
56,14_15,637150,308255,945405
57,14_16,4324405,2857386,7181791
58,14_17,1143344,1326387,2469731
59,14_18,2671801,3780886,6452687
60,14_19,4491862,2744577,7236439
61,14_2,805646,4146119,4951765
62,14_20,674169,596044,1270213
63,14_21,608558,792235,1400793
64,14_22,4213451,1398835,5612286
65,14_23,528881,693547,1222428
66,14_3,495200,691311,1186511
67,14_4,565398,901758,1467156
68,14_5,603681,808992,1412673
69,14_6,562695,1108841,1671536
70,14_7,603370,727754,1331124
71,14_8,693309,1611809,2305118
72,14_9,667060,1045981,1713041
73,15_0,4231883,856206,5088089
74,15_1,745080,1126454,1871534
75,15_10,1039883,31049688,32089571
76,15_11,1035461,33675851,34711312
77,15_12,4583254,7851720,12434974
78,15_13,1029165,35709510,36738675
79,15_14,1210872,63770447,64981319
80,15_15,2625566,39891380,42516946
81,15_16,1852700,45556958,47409658
82,15_17,1338229,45544555,46882784
83,15_18,1244368,39241581,40485949
84,15_19,8298650,36198163,44496813
85,15_2,576765,514088,1090853
86,15_20,911433,38489389,39400822
87,15_21,5815537,7675857,13491394
88,15_22,625161,2590543,3215704
89,15_23,663647,6351486,7015133
90,15_3,649747,336208,985955
91,15_4,1035206,4466785,5501991
92,15_5,734761,1476895,2211656
93,15_6,973034,921486,1894520
94,15_7,746607,1386070,2132677
95,15_8,483510,781878,1265388
96,15_9,4537208,15590222,20127430
97,16_0,648353,1381462,2029815
98,16_1,776472,154111,930583
99,16_10,2174476,39091337,41265813
100,16_11,1124419,31763951,32888370
101,16_12,685518,9970695,10656213
102,16_13,1293248,33894810,35188058
103,16_14,962094,30094635,31056729
104,16_15,1352745,38014783,39367528
105,16_16,1175820,36314217,37490037
106,16_17,1788805,28165512,29954317
107,16_18,1078213,37935770,39013983
108,16_19,1024006,32252974,33276980
109,16_2,1786327,7122477,8908804
110,16_20,885474,25472280,26357754
111,16_21,871450,13549735,14421185
112,16_22,881019,24060129,24941148
113,16_23,777432,20526400,21303832
114,16_3,1568641,96913354,98481995
115,16_4,627319,740052,1367371
116,16_5,709287,1099325,1808612
117,16_6,703508,1081540,1785048
118,16_7,605970,496726,1102696
119,16_8,691309,906922,1598231
120,16_9,733608,23850995,24584603
121,17_0,614987,827810,1442797
122,17_1,515154,1020469,1535623
123,17_10,4098163,7785860,11884023
124,17_11,1443939,2922703,4366642
125,17_12,586590,437094,1023684
126,17_13,795978,1524915,2320893
127,17_14,1102781,26298991,27401772
128,17_15,1660901,23948442,25609343
129,17_16,1794023,8087517,9881540
