dst,src,day_time,num
10.35.70.252,10.49.212.147,05_31_05,2407
10.35.70.252,10.49.212.147,06_01_05,2370
10.35.70.252,10.49.212.147,06_01_06,60
10.35.70.252,10.49.212.147,06_02_18,936
10.35.70.252,10.49.212.147,06_03_14,204
10.35.70.252,10.49.212.147,06_03_20,192
10.35.70.252,10.49.212.147,06_04_05,2345
10.35.70.252,10.49.212.147,06_04_06,126
10.35.70.252,10.49.212.147,06_05_04,2428
10.35.70.252,10.49.212.147,06_05_08,1
10.35.70.252,10.49.212.147,06_05_22,190
10.35.70.252,10.49.212.147,06_06_04,675
10.35.70.252,10.49.212.147,06_08_07,1
10.35.70.252,10.49.212.147,06_09_03,624
10.35.70.252,10.49.212.147,06_11_03,651
10.35.70.252,10.49.212.147,06_11_20,205
10.35.70.252,10.49.212.147,06_12_00,1
10.35.70.252,10.49.212.147,06_12_05,2013
10.35.70.252,10.49.212.147,06_12_08,1
10.35.70.252,10.49.212.147,06_12_21,192
10.35.70.252,10.49.212.147,06_12_22,733
10.35.70.252,10.49.212.147,06_13_05,1
10.35.82.21,10.49.212.147,06_10_21,1086
10.35.82.21,10.49.212.147,06_11_05,1
10.36.32.229,10.49.212.147,05_31_01,2028
10.36.32.229,10.49.212.147,05_31_02,5
10.36.32.229,10.49.212.147,05_31_03,2472
10.36.32.229,10.49.212.147,05_31_04,4
10.36.32.229,10.49.212.147,05_31_05,1883
10.36.32.229,10.49.212.147,05_31_07,296
10.36.32.229,10.49.212.147,05_31_08,6
10.36.32.229,10.49.212.147,05_31_13,282
10.36.32.229,10.49.212.147,05_31_15,1932
10.36.32.229,10.49.212.147,05_31_16,200
10.36.32.229,10.49.212.147,05_31_17,6
10.36.32.229,10.49.212.147,05_31_19,3
10.36.32.229,10.49.212.147,05_31_21,1011
10.36.32.229,10.49.212.147,05_31_22,23
10.36.32.229,10.49.212.147,05_31_23,3050
10.36.32.229,10.49.212.147,06_01_00,2816
10.36.32.229,10.49.212.147,06_01_01,733
10.36.32.229,10.49.212.147,06_01_03,3
10.36.32.229,10.49.212.147,06_01_09,1
10.36.32.229,10.49.212.147,06_01_11,746
10.36.32.229,10.49.212.147,06_01_14,1592
10.36.32.229,10.49.212.147,06_01_15,303
10.36.32.229,10.49.212.147,06_01_18,2621
10.36.32.229,10.49.212.147,06_01_22,389
10.36.32.229,10.49.212.147,06_01_23,3670
10.36.32.229,10.49.212.147,06_02_00,3941
10.36.32.229,10.49.212.147,06_02_01,3
10.36.32.229,10.49.212.147,06_02_03,1467
10.36.32.229,10.49.212.147,06_02_05,734
10.36.32.229,10.49.212.147,06_02_09,147
10.36.32.229,10.49.212.147,06_02_11,284
10.36.32.229,10.49.212.147,06_02_13,245
10.36.32.229,10.49.212.147,06_02_17,3
10.36.32.229,10.49.212.147,06_02_18,1204
10.36.32.229,10.49.212.147,06_02_19,303
10.36.32.229,10.49.212.147,06_02_20,3
10.36.32.229,10.49.212.147,06_02_21,1
10.36.32.229,10.49.212.147,06_02_22,4799
10.36.32.229,10.49.212.147,06_03_00,584
10.36.32.229,10.49.212.147,06_03_01,439
10.36.32.229,10.49.212.147,06_03_02,2578
10.36.32.229,10.49.212.147,06_03_03,432
10.36.32.229,10.49.212.147,06_03_04,3172
10.36.32.229,10.49.212.147,06_03_06,428
10.36.32.229,10.49.212.147,06_03_08,1482
10.36.32.229,10.49.212.147,06_03_14,1
10.36.32.229,10.49.212.147,06_03_16,3
10.36.32.229,10.49.212.147,06_03_17,2727
10.36.32.229,10.49.212.147,06_03_19,3
10.36.32.229,10.49.212.147,06_03_20,2588
10.36.32.229,10.49.212.147,06_03_21,896
10.36.32.229,10.49.212.147,06_03_22,660
10.36.32.229,10.49.212.147,06_03_23,6
10.36.32.229,10.49.212.147,06_04_01,4
10.36.32.229,10.49.212.147,06_04_07,3939
10.36.32.229,10.49.212.147,06_04_08,2924
10.36.32.229,10.49.212.147,06_04_11,437
10.36.32.229,10.49.212.147,06_04_13,1934
10.36.32.229,10.49.212.147,06_04_15,1
10.36.32.229,10.49.212.147,06_04_17,1484
10.36.32.229,10.49.212.147,06_04_18,1570
10.36.32.229,10.49.212.147,06_04_19,3
10.36.32.229,10.49.212.147,06_04_21,2829
10.36.32.229,10.49.212.147,06_04_22,4183
10.36.32.229,10.49.212.147,06_04_23,1753
10.36.32.229,10.49.212.147,06_05_00,1469
10.36.32.229,10.49.212.147,06_05_07,148
10.36.32.229,10.49.212.147,06_05_09,1029
10.36.32.229,10.49.212.147,06_05_10,4141
10.36.32.229,10.49.212.147,06_05_11,3
10.36.32.229,10.49.212.147,06_05_13,1171
10.36.32.229,10.49.212.147,06_05_15,445
10.36.32.229,10.49.212.147,06_05_17,3
10.36.32.229,10.49.212.147,06_05_21,4
10.36.32.229,10.49.212.147,06_05_23,2341
10.36.32.229,10.49.212.147,06_06_00,4334
10.36.32.229,10.49.212.147,06_06_01,598
10.36.32.229,10.49.212.147,06_06_02,4
10.36.32.229,10.49.212.147,06_06_03,1574
10.36.32.229,10.49.212.147,06_06_04,2
10.36.32.229,10.49.212.147,06_06_05,1
10.36.32.229,10.49.212.147,06_06_07,4
10.36.32.229,10.49.212.147,06_06_11,1777
10.36.32.229,10.49.212.147,06_06_13,2637
10.36.32.229,10.49.212.147,06_06_14,3311
10.36.32.229,10.49.212.147,06_06_15,8
10.36.32.229,10.49.212.147,06_06_17,3916
10.36.32.229,10.49.212.147,06_06_18,222
10.36.32.229,10.49.212.147,06_06_19,1610
10.36.32.229,10.49.212.147,06_06_20,4275
10.36.32.229,10.49.212.147,06_06_21,1456
10.36.32.229,10.49.212.147,06_06_22,302
10.36.32.229,10.49.212.147,06_06_23,2
10.36.32.229,10.49.212.147,06_07_00,2
10.36.32.229,10.49.212.147,06_07_01,4637
10.36.32.229,10.49.212.147,06_07_03,1946
10.36.32.229,10.49.212.147,06_07_04,2694
10.36.32.229,10.49.212.147,06_07_08,3
10.36.32.229,10.49.212.147,06_07_10,2
10.36.32.229,10.49.212.147,06_07_11,1
10.36.32.229,10.49.212.147,06_07_14,1798
10.36.32.229,10.49.212.147,06_07_15,2733
10.36.32.229,10.49.212.147,06_07_16,3
10.36.32.229,10.49.212.147,06_07_18,6
10.36.32.229,10.49.212.147,06_07_19,4659
10.36.32.229,10.49.212.147,06_07_20,3632
10.36.32.229,10.49.212.147,06_07_22,6
10.36.32.229,10.49.212.147,06_08_00,3
10.36.32.229,10.49.212.147,06_08_03,1976
10.36.32.229,10.49.212.147,06_08_04,770
10.36.32.229,10.49.212.147,06_08_06,321
10.36.32.229,10.49.212.147,06_08_07,1
10.36.32.229,10.49.212.147,06_08_11,1823
10.36.32.229,10.49.212.147,06_08_14,850
10.36.32.229,10.49.212.147,06_08_15,2807
10.36.32.229,10.49.212.147,06_08_16,7
10.36.32.229,10.49.212.147,06_08_18,4
10.36.32.229,10.49.212.147,06_08_22,1499
10.36.32.229,10.49.212.147,06_08_23,614
10.36.32.229,10.49.212.147,06_09_00,3846
10.36.32.229,10.49.212.147,06_09_01,776
10.36.32.229,10.49.212.147,06_09_02,6
10.36.32.229,10.49.212.147,06_09_06,609
10.36.32.229,10.49.212.147,06_09_08,8
10.36.32.229,10.49.212.147,06_09_10,460
10.36.32.229,10.49.212.147,06_09_11,7
10.36.32.229,10.49.212.147,06_09_12,446
10.36.32.229,10.49.212.147,06_09_13,2684
10.36.32.229,10.49.212.147,06_09_14,5
10.36.32.229,10.49.212.147,06_09_15,1527
10.36.32.229,10.49.212.147,06_09_16,3
10.36.32.229,10.49.212.147,06_09_18,462
10.36.32.229,10.49.212.147,06_09_19,151
10.36.32.229,10.49.212.147,06_09_20,3357
10.36.32.229,10.49.212.147,06_09_21,1404
10.36.32.229,10.49.212.147,06_09_22,4
10.36.32.229,10.49.212.147,06_09_23,444
10.36.32.229,10.49.212.147,06_10_02,6
10.36.32.229,10.49.212.147,06_10_06,962
10.36.32.229,10.49.212.147,06_10_08,3
10.36.32.229,10.49.212.147,06_10_10,4
10.36.32.229,10.49.212.147,06_10_12,1034
10.36.32.229,10.49.212.147,06_10_13,11
10.36.32.229,10.49.212.147,06_10_14,364
10.36.32.229,10.49.212.147,06_10_15,3369
10.36.32.229,10.49.212.147,06_10_16,117
10.36.32.229,10.49.212.147,06_10_17,334
10.36.32.229,10.49.212.147,06_10_20,2146
10.36.32.229,10.49.212.147,06_10_22,940
10.36.32.229,10.49.212.147,06_10_23,1002
