dst,src,day_time,num
10.35.70.252,10.49.212.186,05_31_08,1
10.35.70.252,10.49.212.186,05_31_15,67
10.35.70.252,10.49.212.186,05_31_16,138
10.35.70.252,10.49.212.186,06_01_09,1
10.35.70.252,10.49.212.186,06_04_15,1
10.35.70.252,10.49.212.186,06_04_20,208
10.35.70.252,10.49.212.186,06_05_18,205
10.35.70.252,10.49.212.186,06_07_19,990
10.35.70.252,10.49.212.186,06_08_03,709
10.35.70.252,10.49.212.186,06_09_08,1
10.35.70.252,10.49.212.186,06_10_03,2437
10.35.70.252,10.49.212.186,06_10_08,1
10.35.70.252,10.49.212.186,06_10_17,218
10.35.70.252,10.49.212.186,06_11_07,1
10.35.70.252,10.49.212.186,06_12_11,1
10.35.70.252,10.49.212.186,06_13_01,193
10.35.70.252,10.49.212.186,06_13_03,653
10.35.70.252,10.49.212.186,06_13_22,203
10.35.82.21,10.49.212.186,06_10_08,1438
10.35.82.21,10.49.212.186,06_10_10,71
10.35.82.21,10.49.212.186,06_10_11,7884
10.35.82.21,10.49.212.186,06_10_15,1
10.35.82.21,10.49.212.186,06_12_21,492
10.35.82.21,10.49.212.186,06_12_22,667
10.35.82.21,10.49.212.186,06_13_01,187
10.35.82.21,10.49.212.186,06_13_05,1
10.35.82.21,10.49.212.186,06_13_22,181
