dst,src,day_time,num
1.180.106.239,10.56.144.126,06_02_13,1
1.190.122.150,10.56.144.126,06_11_16,1
1.192.225.72,10.56.144.126,05_31_18,5
1.195.139.99,10.56.144.126,06_02_15,1
1.195.15.108,10.56.144.126,06_02_13,1
1.195.240.161,10.56.144.126,06_02_15,1
1.198.11.56,10.56.144.126,05_31_10,1
1.198.11.56,10.56.144.126,06_12_17,1
1.202.134.145,10.56.144.126,06_05_13,1
1.207.9.254,10.56.144.126,06_02_13,1
1.60.221.154,10.56.144.126,06_11_16,1
1.80.99.141,10.56.144.126,06_02_14,2
1.80.99.141,10.56.144.126,06_02_15,1
1.82.119.212,10.56.144.126,06_02_13,1
1.83.69.131,10.56.144.126,06_02_13,1
10.24.215.125,10.56.144.126,05_31_09,10
10.24.215.125,10.56.144.126,05_31_10,17
10.24.215.125,10.56.144.126,05_31_14,7
10.24.215.125,10.56.144.126,05_31_15,8
10.24.215.125,10.56.144.126,05_31_17,5
10.24.215.125,10.56.144.126,05_31_18,1
10.24.215.125,10.56.144.126,06_02_12,2
10.24.215.125,10.56.144.126,06_05_11,1
10.24.215.125,10.56.144.126,06_06_09,1
10.24.215.125,10.56.144.126,06_06_10,1
10.24.215.125,10.56.144.126,06_06_11,1
10.24.215.125,10.56.144.126,06_06_12,2
10.24.215.125,10.56.144.126,06_06_15,1
10.24.215.125,10.56.144.126,06_06_16,2
10.24.215.125,10.56.144.126,06_10_09,1
10.24.215.125,10.56.144.126,06_10_13,1
10.24.215.125,10.56.144.126,06_10_14,2
10.24.215.125,10.56.144.126,06_10_15,3
10.24.215.125,10.56.144.126,06_12_15,3
10.24.215.125,10.56.144.126,06_12_16,1
10.24.215.125,10.56.144.126,06_12_17,10
10.24.215.125,10.56.144.126,06_12_18,11
10.24.215.125,10.56.144.126,06_13_11,4
10.24.215.125,10.56.144.126,06_13_17,3
10.24.215.174,10.56.144.126,05_31_09,35
10.24.215.174,10.56.144.126,05_31_10,67
10.24.215.174,10.56.144.126,05_31_14,26
10.24.215.174,10.56.144.126,05_31_15,33
10.24.215.174,10.56.144.126,05_31_17,19
10.24.215.174,10.56.144.126,05_31_18,4
10.24.215.174,10.56.144.126,06_02_12,7
10.24.215.174,10.56.144.126,06_05_11,4
10.24.215.174,10.56.144.126,06_06_09,4
10.24.215.174,10.56.144.126,06_06_10,4
10.24.215.174,10.56.144.126,06_06_11,4
10.24.215.174,10.56.144.126,06_06_12,8
10.24.215.174,10.56.144.126,06_06_15,4
10.24.215.174,10.56.144.126,06_06_16,8
10.24.215.174,10.56.144.126,06_10_09,4
10.24.215.174,10.56.144.126,06_10_13,4
10.24.215.174,10.56.144.126,06_10_14,12
10.24.215.174,10.56.144.126,06_10_15,11
10.24.215.174,10.56.144.126,06_11_16,1
10.24.215.174,10.56.144.126,06_12_15,14
10.24.215.174,10.56.144.126,06_12_16,5
10.24.215.174,10.56.144.126,06_12_17,45
10.24.215.174,10.56.144.126,06_12_18,46
10.24.215.174,10.56.144.126,06_13_11,17
10.24.215.174,10.56.144.126,06_13_17,12
10.24.215.218,10.56.144.126,05_31_09,37
10.24.215.218,10.56.144.126,05_31_10,69
10.24.215.218,10.56.144.126,05_31_14,27
10.24.215.218,10.56.144.126,05_31_15,33
10.24.215.218,10.56.144.126,05_31_17,17
10.24.215.218,10.56.144.126,05_31_18,3
10.24.215.218,10.56.144.126,06_02_12,8
10.24.215.218,10.56.144.126,06_05_11,4
10.24.215.218,10.56.144.126,06_06_09,3
10.24.215.218,10.56.144.126,06_06_10,3
10.24.215.218,10.56.144.126,06_06_11,4
10.24.215.218,10.56.144.126,06_06_12,7
10.24.215.218,10.56.144.126,06_06_15,4
10.24.215.218,10.56.144.126,06_06_16,8
10.24.215.218,10.56.144.126,06_10_09,5
10.24.215.218,10.56.144.126,06_10_13,3
10.24.215.218,10.56.144.126,06_10_14,8
10.24.215.218,10.56.144.126,06_10_15,13
10.24.215.218,10.56.144.126,06_11_16,2
10.24.215.218,10.56.144.126,06_12_15,12
10.24.215.218,10.56.144.126,06_12_16,3
10.24.215.218,10.56.144.126,06_12_17,39
10.24.215.218,10.56.144.126,06_12_18,41
10.24.215.218,10.56.144.126,06_13_11,13
10.24.215.218,10.56.144.126,06_13_17,10
10.24.215.88,10.56.144.126,05_31_09,13
10.24.215.88,10.56.144.126,05_31_10,19
10.24.215.88,10.56.144.126,05_31_14,7
10.24.215.88,10.56.144.126,05_31_15,11
10.24.215.88,10.56.144.126,05_31_17,7
10.24.215.88,10.56.144.126,05_31_18,1
10.24.215.88,10.56.144.126,06_02_12,2
10.24.215.88,10.56.144.126,06_05_11,3
10.24.215.88,10.56.144.126,06_06_09,2
10.24.215.88,10.56.144.126,06_06_10,2
10.24.215.88,10.56.144.126,06_06_11,1
