dst,src,day_time,num
10.49.137.12,10.49.212.7,05_31_06,7
10.49.137.12,10.49.212.7,05_31_07,14
10.49.137.12,10.49.212.7,05_31_12,1144
10.49.137.12,10.49.212.7,05_31_13,212
10.49.137.12,10.49.212.7,06_01_06,8
10.49.137.12,10.49.212.7,06_01_07,13
10.49.137.12,10.49.212.7,06_01_14,1097
10.49.137.12,10.49.212.7,06_01_15,369
10.49.137.12,10.49.212.7,06_02_07,7
10.49.137.12,10.49.212.7,06_02_08,13
10.49.137.12,10.49.212.7,06_02_16,3
10.49.137.12,10.49.212.7,06_02_17,1473
10.49.137.12,10.49.212.7,06_03_10,12
10.49.137.12,10.49.212.7,06_03_11,1
10.49.137.12,10.49.212.7,06_03_18,3
10.49.137.12,10.49.212.7,06_03_19,1436
10.49.137.12,10.49.212.7,06_04_05,12
10.49.137.12,10.49.212.7,06_04_06,7
10.49.137.12,10.49.212.7,06_04_11,1374
10.49.137.12,10.49.212.7,06_05_07,2
10.49.137.12,10.49.212.7,06_05_08,19
10.49.137.12,10.49.212.7,06_05_15,2
10.49.137.12,10.49.212.7,06_05_16,1410
10.49.137.12,10.49.212.7,06_07_06,7
10.49.137.12,10.49.212.7,06_07_07,13
10.49.137.199,10.49.212.7,05_31_06,44
10.49.137.199,10.49.212.7,06_01_06,7622
10.49.137.199,10.49.212.7,06_02_07,4434
10.49.137.199,10.49.212.7,06_02_08,3259
10.49.137.199,10.49.212.7,06_03_09,2062
10.49.137.199,10.49.212.7,06_03_10,4412
10.49.137.199,10.49.212.7,06_04_05,44
10.49.137.199,10.49.212.7,06_05_07,7540
10.49.137.199,10.49.212.7,06_05_08,376
10.49.137.199,10.49.212.7,06_07_06,3482
10.49.137.199,10.49.212.7,06_07_07,4976
10.49.137.38,10.49.212.7,05_31_07,393
10.49.137.38,10.49.212.7,05_31_08,1079
10.49.137.38,10.49.212.7,05_31_11,27
10.49.137.38,10.49.212.7,06_01_08,173
10.49.137.38,10.49.212.7,06_01_09,1293
10.49.137.38,10.49.212.7,06_01_13,791
10.49.137.38,10.49.212.7,06_01_14,672
10.49.137.38,10.49.212.7,06_02_10,771
10.49.137.38,10.49.212.7,06_02_11,704
10.49.137.38,10.49.212.7,06_02_15,1370
10.49.137.38,10.49.212.7,06_02_16,113
10.49.137.38,10.49.212.7,06_03_12,1428
10.49.137.38,10.49.212.7,06_03_17,800
10.49.137.38,10.49.212.7,06_03_18,580
10.49.137.38,10.49.212.7,06_04_07,1482
10.49.137.38,10.49.212.7,06_04_10,28
10.49.137.38,10.49.212.7,06_05_09,3
10.49.137.38,10.49.212.7,06_05_10,1373
10.49.137.38,10.49.212.7,06_05_14,1449
10.49.137.38,10.49.212.7,06_07_08,771
10.49.137.38,10.49.212.7,06_07_09,845
10.49.137.87,10.49.212.7,05_31_06,21
10.49.137.87,10.49.212.7,05_31_11,9
10.49.137.87,10.49.212.7,06_01_06,178
10.49.137.87,10.49.212.7,06_01_07,1289
10.49.137.87,10.49.212.7,06_01_13,7
10.49.137.87,10.49.212.7,06_01_14,2
10.49.137.87,10.49.212.7,06_02_07,199
10.49.137.87,10.49.212.7,06_02_08,1260
10.49.137.87,10.49.212.7,06_02_15,9
10.49.137.87,10.49.212.7,06_03_10,1383
10.49.137.87,10.49.212.7,06_03_17,7
10.49.137.87,10.49.212.7,06_03_18,2
10.49.137.87,10.49.212.7,06_04_05,21
10.49.137.87,10.49.212.7,06_04_10,5
10.49.137.87,10.49.212.7,06_05_07,3
10.49.137.87,10.49.212.7,06_05_08,1444
10.49.137.87,10.49.212.7,06_05_14,3
10.49.137.87,10.49.212.7,06_05_15,9
10.49.137.87,10.49.212.7,06_07_06,192
10.49.137.87,10.49.212.7,06_07_07,1338
10.49.148.121,10.49.212.7,05_31_03,570
10.49.148.121,10.49.212.7,05_31_04,2378
10.49.148.121,10.49.212.7,06_01_03,7
10.49.148.121,10.49.212.7,06_01_04,1441
10.49.148.121,10.49.212.7,06_02_04,1374
10.49.148.121,10.49.212.7,06_02_05,82
10.49.148.121,10.49.212.7,06_03_06,281
10.49.148.121,10.49.212.7,06_03_07,2719
10.49.148.121,10.49.212.7,06_04_03,7
10.49.148.121,10.49.212.7,06_04_04,1443
10.49.148.121,10.49.212.7,06_05_04,6
10.49.148.121,10.49.212.7,06_05_05,1438
10.49.148.121,10.49.212.7,06_07_03,937
10.49.148.121,10.49.212.7,06_07_04,2275
10.49.148.73,10.49.212.7,05_31_02,3059
10.49.148.73,10.49.212.7,06_01_02,7
10.49.148.73,10.49.212.7,06_01_03,1459
10.49.148.73,10.49.212.7,06_02_02,197
10.49.148.73,10.49.212.7,06_02_03,1284
10.49.148.73,10.49.212.7,06_03_04,285
10.49.148.73,10.49.212.7,06_03_05,1493
10.49.148.73,10.49.212.7,06_03_06,1254
10.49.148.73,10.49.212.7,06_04_02,1104
10.49.148.73,10.49.212.7,06_04_03,380
10.49.148.73,10.49.212.7,06_05_02,9
10.49.148.73,10.49.212.7,06_05_03,1476
10.49.148.73,10.49.212.7,06_07_01,156
10.49.148.73,10.49.212.7,06_07_02,1572
10.49.148.73,10.49.212.7,06_07_03,1550
10.49.178.162,10.49.212.7,05_31_06,2
10.49.178.162,10.49.212.7,05_31_10,2
10.49.178.162,10.49.212.7,05_31_11,1151
10.49.178.162,10.49.212.7,06_01_05,2
10.49.178.162,10.49.212.7,06_01_12,1464
10.49.178.162,10.49.212.7,06_02_07,2
10.49.178.162,10.49.212.7,06_02_14,748
10.49.178.162,10.49.212.7,06_02_15,682
10.49.178.162,10.49.212.7,06_03_09,2
10.49.178.162,10.49.212.7,06_03_16,1228
10.49.178.162,10.49.212.7,06_04_05,2
10.49.178.162,10.49.212.7,06_04_10,1263
10.49.178.162,10.49.212.7,06_05_07,2
10.49.178.162,10.49.212.7,06_05_13,554
10.49.178.162,10.49.212.7,06_05_14,800
10.49.178.162,10.49.212.7,06_07_06,2
10.49.180.30,10.49.212.7,05_31_11,30
10.49.180.30,10.49.212.7,06_01_13,1841
10.49.180.30,10.49.212.7,06_01_14,6907
10.49.180.30,10.49.212.7,06_02_15,3821
10.49.180.30,10.49.212.7,06_02_16,5023
10.49.180.30,10.49.212.7,06_03_17,3040
10.49.180.30,10.49.212.7,06_03_18,4477
10.49.180.30,10.49.212.7,06_04_10,34
10.49.180.30,10.49.212.7,06_05_14,5658
10.49.180.30,10.49.212.7,06_05_15,2925
10.49.216.62,10.49.212.7,05_31_04,550
10.49.216.62,10.49.212.7,05_31_05,940
10.49.216.62,10.49.212.7,06_01_04,10
10.49.216.62,10.49.212.7,06_01_05,1486
10.49.216.62,10.49.212.7,06_02_05,348
10.49.216.62,10.49.212.7,06_02_06,2737
10.49.216.62,10.49.212.7,06_03_07,154
10.49.216.62,10.49.212.7,06_03_08,1487
10.49.216.62,10.49.212.7,06_04_04,1490
10.49.216.62,10.49.212.7,06_05_05,274
10.49.216.62,10.49.212.7,06_05_06,1215
10.49.216.62,10.49.212.7,06_07_04,298
10.49.216.62,10.49.212.7,06_07_05,2960
10.49.216.62,10.49.212.7,06_07_22,459
10.49.216.62,10.49.212.7,06_07_23,2787
10.49.216.62,10.49.212.7,06_08_23,1555
10.49.216.62,10.49.212.7,06_09_23,12
10.49.216.62,10.49.212.7,06_10_00,1487
10.49.216.62,10.49.212.7,06_11_02,842
10.49.216.62,10.49.212.7,06_11_03,2246
10.49.216.62,10.49.212.7,06_12_07,147
10.49.216.62,10.49.212.7,06_12_08,1578
10.49.216.62,10.49.212.7,06_12_09,618
10.49.223.163,10.49.212.7,05_31_22,22
10.49.223.163,10.49.212.7,06_01_22,3
