dst,src,day_time,num
1.192.225.72,10.56.34.157,06_01_00,3
1.192.225.72,10.56.34.157,06_12_20,5
1.81.137.31,10.56.34.157,06_03_13,1
10.21.249.13,10.56.34.157,06_03_14,1
10.21.249.13,10.56.34.157,06_03_17,1
10.21.249.34,10.56.34.157,06_06_18,3
10.21.252.63,10.56.34.157,06_04_18,17
10.21.252.63,10.56.34.157,06_04_19,81
10.21.252.63,10.56.34.157,06_04_20,4
10.21.252.63,10.56.34.157,06_05_17,22
10.21.252.63,10.56.34.157,06_05_18,9
10.21.252.63,10.56.34.157,06_06_15,573
10.21.252.63,10.56.34.157,06_06_16,5656
10.21.252.63,10.56.34.157,06_06_17,93
10.21.252.63,10.56.34.157,06_06_18,6
10.21.252.63,10.56.34.157,06_10_09,8
10.21.252.63,10.56.34.157,06_10_10,64
10.21.252.63,10.56.34.157,06_10_16,4
10.21.252.63,10.56.34.157,06_10_17,78
10.21.252.63,10.56.34.157,06_11_15,1
10.21.252.63,10.56.34.157,06_12_11,11963
10.21.252.63,10.56.34.157,06_12_12,27
10.21.252.63,10.56.34.157,06_12_16,18
10.21.252.63,10.56.34.157,06_13_20,1891
10.21.252.63,10.56.34.157,06_13_21,65
10.21.56.100,10.56.34.157,06_03_14,1
10.23.180.173,10.56.34.157,05_31_18,1
10.23.181.98,10.56.34.157,06_03_17,1
10.23.251.150,10.56.34.157,06_06_10,3
10.23.251.39,10.56.34.157,06_06_18,3
10.24.12.149,10.56.34.157,06_05_16,1
10.24.12.247,10.56.34.157,06_03_17,4
10.24.130.208,10.56.34.157,06_10_15,1
10.24.146.235,10.56.34.157,05_31_17,39
10.24.170.50,10.56.34.157,06_05_16,1
10.24.197.152,10.56.34.157,06_05_16,4
10.24.243.239,10.56.34.157,06_11_10,1348
10.24.243.239,10.56.34.157,06_11_15,3
10.24.243.239,10.56.34.157,06_11_17,5
10.24.243.239,10.56.34.157,06_11_18,10
10.24.243.239,10.56.34.157,06_11_19,6538
10.24.249.192,10.56.34.157,06_04_11,8
10.24.249.192,10.56.34.157,06_10_10,12
