,day_time,uplink_length,downlink_length,sum_flow
0,11_23,26487,21156618,21183105
1,12_0,2445763,73120361,75566124
2,12_1,1806102,3454081,5260183
3,12_10,2276871,989628,3266499
4,12_11,2686888,1666511,4353399
5,12_12,625578,1231080,1856658
6,12_13,2221258,10047155,12268413
7,12_14,1828759,11806761,13635520
8,12_15,1806102,835042,2641144
9,12_16,3048429,4881229,7929658
10,12_17,634147,1292797,1926944
11,12_18,1224669,895598,2120267
12,12_19,1233498,2668604,3902102
13,12_2,2434570,40710784,43145354
14,12_20,1859076,21567100,23426176
15,12_21,2048245,17666194,19714439
16,12_22,634407,13716625,14351032
17,12_23,2431680,23933975,26365655
18,12_3,3694534,49436930,53131464
19,12_4,4127323,53693117,57820440
20,12_5,4219603,21016027,25235630
21,12_6,3914627,57350900,61265527
22,12_7,3000029,22678653,25678682
23,12_8,3668908,40345370,44014278
24,12_9,3039600,41312727,44352327
25,13_0,3021942,27727702,30749644
26,13_1,3030771,60702869,63733640
27,13_10,44145,16882516,16926661
28,13_11,1215840,26102039,27317879
29,13_12,1233498,27756121,28989619
30,13_13,643236,18995793,19639029
31,13_14,2981053,38174508,41155561
32,13_15,1294504,63175080,64469584
33,13_16,2422851,20745913,23168764
34,13_17,607920,2682081,3290001
35,13_18,2908381,26810517,29718898
36,13_19,4237782,123131531,127369313
37,13_2,2414022,10843064,13257086
38,13_20,3013113,55893721,58906834
39,13_21,1867905,56669611,58537516
40,13_22,652065,31360796,32012861
41,13_23,2003600,17466615,19470215
42,13_3,2422851,26724266,29147117
43,13_4,1266460,10958374,12224834
44,13_5,3240706,17207526,20448232
45,13_6,3021942,23698364,26720306
46,13_7,1242327,32332977,33575304
47,13_8,2478437,29148607,31627044
48,13_9,2422081,5339697,7761778
49,14_0,3585352,29660496,33245848
50,14_1,1207011,9747482,10954493
51,14_10,3757306,50096319,53853625
52,14_11,2414022,8550386,10964408
53,14_12,1215840,14120145,15335985
54,14_13,2431680,30308090,32739770
55,14_14,4237782,41922644,46160426
56,14_15,2414022,64946092,67360114
57,14_16,2440509,55029848,57470357
58,14_17,1859076,50130982,51990058
59,14_18,4202466,34452195,38654661
60,14_19,4237782,15661441,19899223
61,14_2,1223365,13805238,15028603
62,14_20,1233498,21578142,22811640
63,14_21,2422851,12282215,14705066
64,14_22,2431680,19094082,21525762
65,14_23,1224669,16334985,17559654
66,14_3,3730052,66737514,70467566
67,14_4,1823760,8646456,10470216
68,14_5,3607273,10288218,13895491
69,14_6,1242327,23293401,24535728
70,14_7,907165,14405155,15312320
71,14_8,3642183,31565456,35207639
72,14_9,2405193,23738900,26144093
73,15_0,1268814,15720585,16989399
74,15_1,3665178,18476714,22141892
75,15_10,1549595,700976,2250571
76,15_11,599287,166918,766205
77,15_12,3874941,13463172,17338113
78,15_13,1218198,1074588,2292786
79,15_14,1712540,1282733,2995273
80,15_15,850570,3756240,4606810
81,15_16,634407,2716697,3351104
82,15_17,1715898,6285163,8001061
83,15_18,2489044,11200757,13689801
84,15_19,1479384,22260384,23739768
85,15_2,4958684,33563035,38521719
86,15_20,574206,28210959,28785165
87,15_21,864158,17962308,18826466
88,15_22,828005,91741043,92569048
89,15_23,1371138,53710005,55081143
90,15_3,1814926,17653587,19468513
91,15_4,3057258,39003821,42061079
92,15_5,2545193,26769948,29315141
93,15_6,3353842,16744654,20098496
94,15_7,1215840,2067428,3283268
95,15_8,1207011,14379841,15586852
96,15_9,3048429,18218179,21266608
97,16_0,831516,128365808,129197324
98,16_1,2101430,111596093,113697523
99,16_10,1779930,1065820,2845750
100,16_11,1188667,13391025,14579692
101,16_12,2440509,4881232,7321741
102,16_13,1224669,10673379,11898048
103,16_14,4193637,5903801,10097438
104,16_15,3596777,2595597,6192374
105,16_16,1899960,2006313,3906273
106,16_17,481506,474460,955966
107,16_18,1741025,7502202,9243227
108,16_19,2920477,15928739,18849216
109,16_2,2730730,115657234,118387964
110,16_20,3443052,25391869,28834921
111,16_21,4037299,81536046,85573345
112,16_22,2976983,105509830,108486813
113,16_23,665332,56240141,56905473
114,16_3,4542019,139334338,143876357
115,16_4,4255440,57312352,61567792
116,16_5,2431680,19556746,21988426
117,16_6,1823760,22754786,24578546
118,16_7,2478148,47028440,49506588
119,16_8,1233498,36992448,38225946
120,16_9,1815973,51435795,53251768
121,17_0,1238664,37089619,38328283
122,17_1,2060055,90686247,92746302
123,17_10,1144769,1471811,2616580
124,17_11,1068164,8321816,9389980
125,17_12,736650,11516865,12253515
126,17_13,2076498,14114951,16191449
127,17_14,26235,7142436,7168671
128,17_15,2436464,14014704,16451168
129,17_16,945706,18417350,19363056
130,17_17,1508982,19329258,20838240
131,17_18,1159684,29747302,30906986
132,17_19,1668023,39296778,40964801
133,17_2,439441,30986903,31426344
134,17_20,185378,7025658,7211036
