,day_time,uplink_length,downlink_length,sum_flow
0,11_23,474171,558110,1032281
1,12_0,3557128,25150954,28708082
2,12_1,2064004,17584578,19648582
3,12_10,3065883,40738,3106621
4,12_11,3471502,4235555,7707057
5,12_12,2490123,6931443,9421566
6,12_13,1787362,46432,1833794
7,12_14,2392281,240551,2632832
8,12_15,2984175,1335876,4320051
9,12_16,2048230,1121643,3169873
10,12_17,1603471,327415,1930886
11,12_18,7286025,1604121,8890146
12,12_19,1542428,5891836,7434264
13,12_2,1668266,5268464,6936730
14,12_20,1548214,2755080,4303294
15,12_21,1732774,17103468,18836242
16,12_22,1872415,1574543,3446958
17,12_23,2898026,7518450,10416476
18,12_3,2566626,2728548,5295174
19,12_4,2561553,6956670,9518223
20,12_5,2252862,7020317,9273179
21,12_6,3447862,16697510,20145372
22,12_7,4068235,4629147,8697382
23,12_8,4330777,51919,4382696
24,12_9,3519465,864891,4384356
25,13_0,1890828,7385012,9275840
26,13_1,1874701,4071056,5945757
27,13_10,2254670,17187308,19441978
28,13_11,1311057,293360,1604417
29,13_12,2674822,8960376,11635198
30,13_13,1419944,10516013,11935957
31,13_14,2773610,5631447,8405057
32,13_15,3723104,4218304,7941408
33,13_16,4527077,6635393,11162470
34,13_17,3959107,5251718,9210825
35,13_18,4018961,153444,4172405
36,13_19,4550133,1544443,6094576
37,13_2,1894444,1891396,3785840
38,13_20,4422237,6620001,11042238
39,13_21,4760136,20187506,24947642
40,13_22,2439043,451636,2890679
41,13_23,1403033,9236109,10639142
42,13_3,2081595,404498,2486093
43,13_4,2351445,4152169,6503614
44,13_5,1820801,30441653,32262454
45,13_6,7459990,36221,7496211
46,13_7,1573727,3783748,5357475
47,13_8,1559035,1132645,2691680
48,13_9,1553629,10730855,12284484
49,14_0,11924255,4405297,16329552
50,14_1,1358869,5277347,6636216
51,14_10,1817724,12163834,13981558
52,14_11,1753041,6922257,8675298
53,14_12,1808483,2974581,4783064
54,14_13,1771898,26556,1798454
55,14_14,1666646,3520378,5187024
56,14_15,2240945,9100021,11340966
57,14_16,5858916,11968304,17827220
58,14_17,1564358,11860441,13424799
59,14_18,1576899,615877,2192776
60,14_19,1814704,6848598,8663302
61,14_2,1409446,3128119,4537565
62,14_20,1400948,4533399,5934347
63,14_21,1615681,5111539,6727220
64,14_22,1386964,5541061,6928025
65,14_23,1600022,6707056,8307078
66,14_3,1834445,1922097,3756542
67,14_4,1825883,1565206,3391089
68,14_5,1535250,46428,1581678
69,14_6,2488548,2531275,5019823
