,day_time,uplink_length,downlink_length,sum_flow
0,12_10,3912,159958,163870
1,12_12,74962,102554,177516
2,12_13,87020,95000,182020
3,12_14,65852,72000,137852
4,12_15,77158,136645,213803
5,12_16,35430,68350,103780
6,12_17,18762,24025,42787
7,12_19,7986,22322,30308
8,12_20,9738,7886,17624
9,12_21,77887,270521,348408
10,12_22,24829,18730,43559
11,12_23,90707,852621,943328
12,13_0,280861,949662,1230523
13,13_1,226436,1111035,1337471
14,13_10,174713,891635,1066348
15,13_11,187683,765914,953597
16,13_12,298031,1186715,1484746
17,13_13,256638,1341350,1597988
18,13_2,283338,1183523,1466861
19,13_3,201967,1158876,1360843
20,13_4,266855,1324335,1591190
21,13_5,196417,909566,1105983
22,13_6,282698,730925,1013623
23,13_7,290188,1023285,1313473
24,13_8,239035,1177796,1416831
25,13_9,226905,741287,968192
26,14_10,53954,115206886,115260840
27,14_11,19690,412212,431902
28,14_12,124513,3097176,3221689
29,14_13,54445,179458,233903
30,14_14,3165,674,3839
31,14_8,1882,2778,4660
32,14_9,1231,317431990,317433221
33,11-0,0,0,0
34,11-1,0,0,0
35,11-2,0,0,0
36,11-3,0,0,0
37,11-4,0,0,0
38,11-5,0,0,0
39,11-6,0,0,0
40,11-7,0,0,0
41,11-8,0,0,0
42,11-9,0,0,0
43,11-10,0,0,0
44,11-11,0,0,0
45,11-12,0,0,0
46,11-13,0,0,0
47,11-14,0,0,0
48,11-15,0,0,0
49,11-16,0,0,0
50,11-17,0,0,0
51,11-18,0,0,0
52,11-19,0,0,0
53,11-20,0,0,0
54,11-21,0,0,0
55,11-22,0,0,0
56,11-23,0,0,0
57,12-0,0,0,0
58,12-1,0,0,0
59,12-2,0,0,0
60,12-3,0,0,0
61,12-4,0,0,0
62,12-5,0,0,0
63,12-6,0,0,0
64,12-7,0,0,0
65,12-8,0,0,0
66,12-9,0,0,0
67,12-10,0,0,0
68,12-11,0,0,0
69,12-12,0,0,0
70,12-13,0,0,0
71,12-14,0,0,0
72,12-15,0,0,0
73,12-16,0,0,0
74,12-17,0,0,0
75,12-18,0,0,0
76,12-19,0,0,0
77,12-20,0,0,0
78,12-21,0,0,0
79,12-22,0,0,0
80,12-23,0,0,0
81,13-0,0,0,0
82,13-1,0,0,0
83,13-2,0,0,0
84,13-3,0,0,0
85,13-4,0,0,0
86,13-5,0,0,0
87,13-6,0,0,0
88,13-7,0,0,0
89,13-8,0,0,0
90,13-9,0,0,0
91,13-10,0,0,0
92,13-11,0,0,0
93,13-12,0,0,0
94,13-13,0,0,0
95,13-14,0,0,0
96,13-15,0,0,0
97,13-16,0,0,0
98,13-17,0,0,0
99,13-18,0,0,0
100,13-19,0,0,0
101,13-20,0,0,0
102,13-21,0,0,0
103,13-22,0,0,0
104,13-23,0,0,0
105,14-0,0,0,0
106,14-1,0,0,0
107,14-2,0,0,0
108,14-3,0,0,0
109,14-4,0,0,0
110,14-5,0,0,0
111,14-6,0,0,0
112,14-7,0,0,0
113,14-8,0,0,0
114,14-9,0,0,0
115,14-10,0,0,0
116,14-11,0,0,0
117,14-12,0,0,0
118,14-13,0,0,0
119,14-14,0,0,0
120,14-15,0,0,0
121,14-16,0,0,0
122,14-17,0,0,0
123,14-18,0,0,0
124,14-19,0,0,0
125,14-20,0,0,0
126,14-21,0,0,0
127,14-22,0,0,0
128,14-23,0,0,0
129,15-0,0,0,0
130,15-1,0,0,0
131,15-2,0,0,0
132,15-3,0,0,0
133,15-4,0,0,0
134,15-5,0,0,0
135,15-6,0,0,0
136,15-7,0,0,0
137,15-8,0,0,0
138,15-9,0,0,0
139,15-10,0,0,0
140,15-11,0,0,0
141,15-12,0,0,0
142,15-13,0,0,0
143,15-14,0,0,0
144,15-15,0,0,0
145,15-16,0,0,0
146,15-17,0,0,0
147,15-18,0,0,0
148,15-19,0,0,0
149,15-20,0,0,0
150,15-21,0,0,0
151,15-22,0,0,0
152,15-23,0,0,0
153,16-0,0,0,0
154,16-1,0,0,0
155,16-2,0,0,0
156,16-3,0,0,0
157,16-4,0,0,0
158,16-5,0,0,0
159,16-6,0,0,0
160,16-7,0,0,0
161,16-8,0,0,0
162,16-9,0,0,0
163,16-10,0,0,0
164,16-11,0,0,0
165,16-12,0,0,0
166,16-13,0,0,0
167,16-14,0,0,0
168,16-15,0,0,0
169,16-16,0,0,0
170,16-17,0,0,0
171,16-18,0,0,0
172,16-19,0,0,0
173,16-20,0,0,0
174,16-21,0,0,0
175,16-22,0,0,0
176,16-23,0,0,0
177,17-0,0,0,0
178,17-1,0,0,0
179,17-2,0,0,0
180,17-3,0,0,0
181,17-4,0,0,0
182,17-5,0,0,0
183,17-6,0,0,0
184,17-7,0,0,0
185,17-8,0,0,0
186,17-9,0,0,0
187,17-10,0,0,0
188,17-11,0,0,0
189,17-12,0,0,0
190,17-13,0,0,0
191,17-14,0,0,0
192,17-15,0,0,0
193,17-16,0,0,0
194,17-17,0,0,0
195,17-18,0,0,0
196,17-19,0,0,0
197,17-20,0,0,0
198,17-21,0,0,0
199,17-22,0,0,0
200,17-23,0,0,0
201,18-0,0,0,0
202,18-1,0,0,0
203,18-2,0,0,0
204,18-3,0,0,0
205,18-4,0,0,0
206,18-5,0,0,0
207,18-6,0,0,0
208,18-7,0,0,0
209,18-8,0,0,0
210,18-9,0,0,0
211,18-10,0,0,0
212,18-11,0,0,0
213,18-12,0,0,0
214,18-13,0,0,0
215,18-14,0,0,0
216,18-15,0,0,0
217,18-16,0,0,0
218,18-17,0,0,0
219,18-18,0,0,0
220,18-19,0,0,0
221,18-20,0,0,0
222,18-21,0,0,0
223,18-22,0,0,0
224,18-23,0,0,0
