,day_time,uplink_length,downlink_length,sum_flow
0,11_23,5613,1473,7086
1,12_0,26237,21362,47599
2,12_1,18663,14903,33566
3,12_10,145017,117170,262187
4,12_11,213975,228380,442355
5,12_12,176702,151794,328496
6,12_13,301843,367480,669323
7,12_14,254033,269103,523136
8,12_15,270965,210814,481779
9,12_16,267050,339039,606089
10,12_17,289364,537555,826919
11,12_18,277672,315797,593469
12,12_19,116092,72268,188360
13,12_2,29930,23245,53175
14,12_20,124409,117405,241814
15,12_21,79868,55168,135036
16,12_22,68057,51015,119072
17,12_23,41950,39572,81522
18,12_3,23406,18460,41866
19,12_4,18271,9321,27592
20,12_5,45897,36932,82829
21,12_6,47103,41013,88116
22,12_7,16955,16593,33548
23,12_8,50414,197686,248100
24,12_9,206529,335397,541926
25,13_0,54187,36303,90490
26,13_1,67853,62662,130515
27,13_10,53651,29690,83341
28,13_11,45114,41746,86860
29,13_12,49142,34100,83242
30,13_13,61468,1475801,1537269
31,13_14,38536,38209,76745
32,13_15,31118,20126,51244
33,13_16,37249,31600,68849
34,13_17,77444,130315,207759
35,13_18,42966,29060,72026
36,13_19,55457,31163,86620
37,13_2,72112,53695,125807
38,13_20,65699,37409,103108
39,13_21,71924,44292,116216
40,13_22,53787,54686,108473
41,13_23,33341,29395,62736
42,13_3,48866,37440,86306
43,13_4,31433,27781,59214
44,13_5,62396,58481,120877
45,13_6,63516,69334,132850
46,13_7,44835,39419,84254
47,13_8,45586,25894,71480
48,13_9,42822,28100,70922
49,14_0,62678,50213,112891
50,14_1,41458,39380,80838
51,14_10,47724,39518,87242
52,14_11,67134,46563,113697
53,14_12,58552,58667,117219
54,14_13,33369,17414,50783
55,14_14,47129,40863,87992
56,14_15,68664,56792,125456
57,14_16,77365,51141,128506
58,14_17,62475,58799,121274
59,14_18,51491,32437,83928
60,14_19,62137,45147,107284
61,14_2,42888,27495,70383
62,14_20,68234,64664,132898
63,14_21,47271,42539,89810
64,14_22,62567,120287,182854
65,14_23,47135,38447,85582
66,14_3,45595,36409,82004
67,14_4,53675,43803,97478
68,14_5,51245,30105,81350
69,14_6,55180,40776,95956
70,14_7,33462,18212,51674
71,14_8,41236,30420,71656
72,14_9,69310,86682,155992
73,15_0,46568,110699,157267
74,15_1,23183,24010,47193
75,15_10,259954,853752,1113706
76,15_11,214090,228916,443006
77,15_12,174653,276025,450678
78,15_13,297571,314909,612480
79,15_14,260006,372231,632237
80,15_15,198499,179480,377979
81,15_16,257831,537814,795645
82,15_17,267352,389509,656861
83,15_18,253507,385986,639493
84,15_19,177612,235934,413546
85,15_2,51728,110651,162379
86,15_20,145349,272919,418268
87,15_21,64047,43485,107532
88,15_22,23731,14638,38369
89,15_23,45943,35488,81431
90,15_3,43621,36506,80127
91,15_4,39370,28191,67561
92,15_5,44407,27328,71735
93,15_6,53307,36337,89644
94,15_7,44010,25392,69402
95,15_8,77277,135474,212751
96,15_9,250607,406389,656996
97,16_0,63197,57791,120988
98,16_1,64253,203908,268161
99,16_10,185877,306323,492200
100,16_11,240509,175083,415592
101,16_12,155902,98099,254001
102,16_13,194860,144622,339482
103,16_14,202495,173911,376406
